"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2005859","M0016043","CLOSD","3829 Mill Mount DR","23139","Powhatan","Single Family Residence","05/19/2020","$444,900","$450,000","10","Resale (occupied at least once)","2015","Westlake at Mill Mount","3,002","2.11","4","2.2","Well","Septic - Conventional","VA New","Individuals"
"1","2003772","N000-0287-009","CLOSD","7 King ST","23222","Richmond City","Single Family Residence","05/19/2020","$249,900","$249,900","34","Resale (occupied at least once)","2007","Barton Heights","1,900","0.11","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2009025","8706-03-5474","CLOSD","8018 Ellendale DR","23116","Hanover","Townhouse","05/19/2020","$300,000","$300,000","21","Resale (occupied at least once)","2017","Rutland","1,829","","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004708","8725-41-6891","CLOSD","8247 Creekside Bluffs LN","23111","Hanover","Townhouse","05/19/2020","$219,900","$219,900","20","Resale (occupied at least once)","2009","Creekside Village","1,496","0.03","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2010580","781-68-88-48-200-000","CLOSD","4001 Monza DR","23234","Chesterfield","Single Family Residence","05/19/2020","$259,900","$263,900","4","Resale (occupied at least once)","1975","Meadowbrook Club Sites","2,332","","4","2.1","Public Water","Sewer - Public","VA New","Other"
"1","2008333","734-761-4212","CLOSD","13311 Hollyhock PL","23233","Henrico","Single Family Residence","05/19/2020","$550,000","$542,000","23","Resale (occupied at least once)","1991","Kensington Green At Wellesley","3,236","0.34","5","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009454","723-70-06-33-200-000","CLOSD","1524 Lundy TER","23114","Chesterfield","Single Family Residence","05/19/2020","$425,000","$430,000","7","Resale (occupied at least once)","2005","Mallory Village @ Charter Colony","3,865","0.32","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004711","7797-68-8070","CLOSD","10401 Morning Dew LN","23116","Hanover","Single Family Residence","05/19/2020","$409,950","$407,500","4","Resale (occupied at least once)","1997","Ash Creek","2,910","0.50","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010057","773-770-9492","CLOSD","2996 Quail Roost DR","23059","Henrico","Single Family Residence","05/19/2020","$275,000","$282,000","2","Resale (occupied at least once)","1989","Quail Walk","1,804","0.42","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2011487","780-68-26-66-900-000","CLOSD","4400 Watchrun DR","23234","Chesterfield","Single Family Residence","05/19/2020","$215,000","$210,000","7","Resale (occupied at least once)","1975","Watch Run","1,729","","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2013128","S006-0443-013","CLOSD","813 Hill Top DR","23225","Richmond City","Single Family Residence","05/19/2020","$99,950","$105,500","4","Resale (occupied at least once)","1923","Forest Hill Terrace","1,067","0.13","2","1.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2012242","762-744-6692","CLOSD","1656 Foster RD","23226","Henrico","Single Family Residence","05/19/2020","$249,900","$249,900","3","Resale (occupied at least once)","1954","Berkshire Park","1,213","0.25","3","1.1","Public Water","Sewer - Public","Cash","Other"
"1","2011913","N016-0081-011","CLOSD","3603 Edgewood AVE","23222","Richmond City","Single Family Residence","05/19/2020","$115,000","$130,000","2","Resale (occupied at least once)","1953","Wrights Park","1,080","0.17","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2011504","770-753-4817","CLOSD","3108 Lupine RD","23228","Henrico","Single Family Residence","05/19/2020","$239,900","$252,500","4","Resale (occupied at least once)","1957","Hermitage Farms","1,920","0.26","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2011413","716-66-77-52-200-000","CLOSD","7806 WINDING ASH CT","23832","Chesterfield","Single Family Residence","05/19/2020","$220,000","$225,000","2","Resale (occupied at least once)","2003","Ashbrook","1,236","0.28","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2011190","W000-1207-120","CLOSD","515 N Arthur Ashe BLVD Unit#U7","23220","Richmond City","Condominium","05/19/2020","$205,000","$205,000","14","Resale (occupied at least once)","1928","Tuscan Villas Condominiums","713","","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010861","7729-92-7385","CLOSD","12127 Howards Mill RD","23059","Hanover","Single Family Residence","05/19/2020","$319,000","$319,000","3","Resale (occupied at least once)","1998","None","1,653","2.64","3","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2010505","779-743-6252","CLOSD","2414 Wedgewood AVE","23228","Henrico","Single Family Residence","05/19/2020","$349,500","$370,000","5","Resale (occupied at least once)","1947","Bryan Parkway","1,724","0.24","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009890","C003-0169-022","CLOSD","2731 Lansdale RD","23225","Richmond City","Single Family Residence","05/19/2020","$300,000","$305,000","22","Resale (occupied at least once)","1996","Stratford Hills","2,367","0.63","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009420","11   2     D","CLOSD","10437 Talleysville RD","23124","New Kent","Single Family Residence","05/19/2020","$317,000","$304,950","19","Resale (occupied at least once)","2000","None","2,310","5.03","3","2.1","Well","Septic - Conventional","FHA New","Individuals"
"1","2009360","780-770-3885","CLOSD","2009 Pruett CT","23059","Henrico","Single Family Residence","05/19/2020","$459,000","$450,000","8","Resale (occupied at least once)","2003","Magnolia Ridge","3,952","0.28","5","3.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2008973","W000-1369-033","CLOSD","3006 Monument AVE Unit#U2E","23221","Richmond City","Condominium","05/19/2020","$339,000","$327,000","4","Resale (occupied at least once)","1924","None","1,235","0.03","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2008747","32-10-2-14-0","CLOSD","2483 Three Oaks LN","23102","Goochland","Single Family Residence","05/19/2020","$399,000","$388,500","16","Resale (occupied at least once)","1987","Three Oaks","3,024","3.16","4","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2008542","741-777-1164","CLOSD","11725 Park Forest CT","23059","Henrico","Single Family Residence","05/19/2020","$342,950","$343,000","13","Resale (occupied at least once)","1996","Aubury @ Wyndham","1,816","0.19","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2008421","8705-26-6122","CLOSD","8302 Shady Ridge LN","23116","Hanover","Single Family Residence","05/19/2020","$315,000","$332,200","2","Resale (occupied at least once)","1996","Summer Walk","2,061","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2007719","W022-0264-003","CLOSD","4303 Oxford CIR","23221","Richmond City","Single Family Residence","05/19/2020","$1,349,500","$1,410,227","2","Resale (occupied at least once)","1953","Windsor Farms","3,834","0.44","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2007292","767-61-28-57-500-000","CLOSD","19701 Eanes RD","23803","Chesterfield","Single Family Residence","05/19/2020","$525,000","$500,000","38","Resale (occupied at least once)","2007","None","2,964","18.09","5","3.1","Well","Septic - Conventional","Cash","Individuals"
"1","2006920","W000-2028-001","CLOSD","4500 Bromley LN","23221","Richmond City","Single Family Residence","05/19/2020","$785,000","$810,000","4","Resale (occupied at least once)","1949","Colonial Place","3,399","0.24","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2006185","747-740-6615","CLOSD","807 Penola DR","23229","Henrico","Single Family Residence","05/19/2020","$225,500","$214,225","35","Resale (occupied at least once)","1956","Sheridan Hills","1,270","0.46","3","2.0","Public Water","Sewer - Public","Cash","REO"
"1","2004751","749-771-6558","CLOSD","10752 Forest Hollow CT","23059","Henrico","Single Family Residence","05/19/2020","$559,950","$545,135","37","New (never occupied)","2020","Holloway At Wyndham Forest","3,399","0.20","5","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2004632","746-732-1564","CLOSD","8906 Norwick RD","23229","Henrico","Single Family Residence","05/19/2020","$649,000","$696,000","9","Resale (occupied at least once)","1956","Mooreland Farms","5,170","0.64","6","4.0","Public Water","Sewer - Public","Conventional","Estate"
"1","1936013","Not Yet Assigned","CLOSD","Lot J5 Desert Candle DR","23120","Chesterfield","Townhouse","05/19/2020","$293,745","$315,260","0","New (never occupied)","2019","Magnolia Green","1,652","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1817055","7832-32-8950","CLOSD","15221 Quaker Church RD","23192","Hanover","Single Family Residence","05/19/2020","$279,900","$380,000","15","New (never occupied)","2018","None","1,500","10.00","3","2.0","Well","Septic - Conventional","Conventional","Other"
"1","2005987","740-67-71-26-600-000","CLOSD","12005 Ashley Wilkes LN","23112","Chesterfield","Single Family Residence","05/20/2020","$189,000","$189,000","5","Resale (occupied at least once)","1981","Glen Tara","1,056","","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010430","S000-1240-004","CLOSD","3016 New Kent AVE","23225","Richmond City","Single Family Residence","05/20/2020","$349,000","$337,000","4","Resale (occupied at least once)","1945","Woodland Heights","1,526","0.21","3","1.1","Public Water","Sewer - Public","Conventional","Estate"
"1","2010246","E000-0731-003","CLOSD","3107 E Marshall ST","23223","Richmond City","Single Family Residence","05/20/2020","$309,950","$327,000","3","Resale (occupied at least once)","1890","None","1,550","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936160","709-68-24-52-400-000","CLOSD","4613 Cabretta DR","23120","Chesterfield","Single Family Residence","05/20/2020","$361,950","$426,624","0","New (never occupied)","2019","Westerleigh","2,754","0.21","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2004341","W000-1207-039","CLOSD","501 N Arthur Ashe BLVD Unit#U10","23220","Richmond City","Condominium","05/20/2020","$225,000","$225,000","4","Resale (occupied at least once)","1928","None","808","0.00","2","1.0","Well","Sewer - Public","Cash","Individuals"
"1","2005325","746-69-56-48-500-000","CLOSD","1501 Hybla RD","23236","Chesterfield","Single Family Residence","05/20/2020","$314,950","$312,500","53","New (never occupied)","2019","Runnymede","2,140","0.50","3","2.1","Public Water","Septic - Conventional","Conventional","Corporate"
"1","2004098","8716-34-6616","CLOSD","7466 Studley RD","23116","Hanover","Single Family Residence","05/20/2020","$284,950","$284,950","26","Resale (occupied at least once)","1974","Avondale","1,825","0.48","4","2.0","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2008318","751-747-9180","CLOSD","9215 Lyndonway DR","23229","Henrico","Single Family Residence","05/20/2020","$379,900","$371,000","13","Resale (occupied at least once)","1969","Pinedale Farms","2,836","0.42","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2007186","E000-0532-028","CLOSD","105 N 28th ST","23223","Richmond City","Single Family Residence","05/20/2020","$450,000","$415,000","35","Resale (occupied at least once)","1890","None","1,966","0.04","3","2.1","Public Water","Sewer - Public","Other","Individuals"
"1","2011592","762-68-99-58-100-000","CLOSD","4013 Litchfield DR","23832","Chesterfield","Single Family Residence","05/20/2020","$260,000","$257,000","3","Resale (occupied at least once)","1979","Creekwood","2,032","0.34","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004726","779-762-0946","CLOSD","6100 Phelps ST","23060","Henrico","Single Family Residence","05/20/2020","$189,950","$197,000","17","Resale (occupied at least once)","1954","Randolph Ridge","1,092","0.20","3","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2010423","759-763-8535","CLOSD","4803 Mill Park DR","23060","Henrico","Single Family Residence","05/20/2020","$229,500","$235,000","4","Resale (occupied at least once)","1985","Dunncroft","1,176","0.22","3","1.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2010675","728-67-17-31-800-000","CLOSD","7108 Deer Run LN","23112","Chesterfield","Single Family Residence","05/20/2020","$179,950","$180,000","2","Resale (occupied at least once)","1988","Deer Run","1,542","0.72","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010031","764-68-70-92-200-000","CLOSD","7410 Winding Creek LN","23832","Chesterfield","Single Family Residence","05/20/2020","$309,900","$313,000","17","Resale (occupied at least once)","1988","Creekwood","2,978","0.47","4","2.1","Public Water","Sewer - Public","Conventional","REO"
"1","2010482","E000-0470-039","CLOSD","2315 Carrington ST","23223","Richmond City","Single Family Residence","05/20/2020","$319,950","$320,000","6","Resale (occupied at least once)","1910","None","1,779","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010415","802-704-5555","CLOSD","1214 Southbury AVE","23231","Henrico","Single Family Residence","05/20/2020","$210,000","$213,000","4","Resale (occupied at least once)","1960","Nelson Estates","1,222","0.35","3","2.0","Public Water","Sewer - Public","Conventional","Other"
"1","2010114","747-70-84-88-100-000","CLOSD","808 Nantucket CT","23236","Chesterfield","Single Family Residence","05/20/2020","$159,900","$154,000","7","Resale (occupied at least once)","1973","Sturbridge Village","1,260","0.05","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009377","762-68-89-90-900-000","CLOSD","4401 Morehouse TER","23832","Chesterfield","Single Family Residence","05/20/2020","$264,900","$267,400","5","Resale (occupied at least once)","1986","Creekwood","2,268","0.46","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009331","764-748-2957","CLOSD","2409 Birchwood RD","23294","Henrico","Single Family Residence","05/20/2020","$215,000","$215,000","5","Resale (occupied at least once)","1958","Whispering Pines Henr","1,600","0.29","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2006659","838-698-1026","CLOSD","7031 Brinley Meadows DR","23231","Henrico","Single Family Residence","05/20/2020","$369,950","$368,000","24","Resale (occupied at least once)","2007","Brinley Meadows","2,806","1.43","4","2.1","Well","Septic - Alternative","Conventional","Individuals"
"1","2003470","732-62-46-26-600-000","CLOSD","13449 Corapeake TER","23838","Chesterfield","Single Family Residence","05/20/2020","$724,950","$724,950","6","Resale (occupied at least once)","2013","Chesdin Landing","4,919","1.79","6","4.2","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2010398","822-726-8843","CLOSD","121 N Beech AVE","23075","Henrico","Single Family Residence","05/20/2020","$134,950","$137,000","5","Resale (occupied at least once)","1937","Highland Springs","928","0.11","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2007139","805-702-9107","CLOSD","6928 Alyssalaine DR","23231","Henrico","Single Family Residence","05/20/2020","$315,000","$315,000","5","Resale (occupied at least once)","2008","Midview Farms","2,849","0.38","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2006474","750-68-33-33-100-000","CLOSD","9950 Trebeck RD","23236","Chesterfield","Single Family Residence","05/20/2020","$319,000","$315,000","37","Resale (occupied at least once)","1973","Mayfair Estates","2,644","0.53","4","3.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2010705","10-1-5","CLOSD","11121 New Town RD","23124","New Kent","Single Family Residence","05/20/2020","$249,900","$249,900","6","Resale (occupied at least once)","2004","None","1,527","4.36","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2010745","779-763-2481","CLOSD","2113 Mountain Run DR","23060","Henrico","Single Family Residence","05/20/2020","$229,950","$230,000","3","Resale (occupied at least once)","1996","Mountain Run","1,200","0.17","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2010344","732-67-93-34-100-000","CLOSD","4508 Old Well TER","23112","Chesterfield","Single Family Residence","05/20/2020","$224,950","$228,000","4","Resale (occupied at least once)","1979","Brandermill","1,409","0.22","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010417","757-751-9009","CLOSD","8315 Mark Lawn DR","23229","Henrico","Single Family Residence","05/20/2020","$205,000","$193,000","12","Resale (occupied at least once)","1955","Mark Lawn","1,080","0.31","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2011580","029A-7P-18","CLOSD","2009 Highland DR","23139","Powhatan","Single Family Residence","05/20/2020","$175,000","$174,000","0","Resale (occupied at least once)","1978","Lake Shawnee","1,188","0.37","3","1.0","Community Well","Septic - Conventional","Cash","Individuals"
"1","2008900","E000-0469-018","CLOSD","2214 Carrington ST","23223","Richmond City","Single Family Residence","05/20/2020","$319,950","$315,000","24","New (never occupied)","2019","None","1,912","0.03","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2010666","713-67-85-67-600-000","CLOSD","5754 Fire Light TER","23120","Chesterfield","Single Family Residence","05/20/2020","$450,000","$440,000","9","Resale (occupied at least once)","2002","Foxfire","3,720","0.36","6","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2012699","8734-07-2114","CLOSD","5487 Smithy CT","23111","Hanover","Single Family Residence","05/20/2020","$229,950","$230,000","3","Resale (occupied at least once)","1986","Stonewall Estates","1,176","0.47","3","2.0","Public Water","Septic - Conventional","Cash","Individuals"
"1","2007930","C001-1100-071","CLOSD","3118 Lake Shire CT Unit#22","23235","Richmond City","Condominium","05/20/2020","$135,000","$134,000","6","Resale (occupied at least once)","1987","Summerhill At Stony Point Condo","910","0.03","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2009569","C004-0654-016","CLOSD","7502 Broach DR","23225","Richmond City","Townhouse","05/20/2020","$219,000","$215,000","7","Resale (occupied at least once)","1985","Southampton Hills","2,010","0.05","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2012632","772-762-0396","CLOSD","10115 Molly LN","23060","Henrico","Single Family Residence","05/20/2020","$215,000","$218,000","4","Resale (occupied at least once)","1991","Maurice Walk","1,202","0.22","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2012373","752-69-04-66-200-000","CLOSD","9717 Ashworth DR","23236","Chesterfield","Single Family Residence","05/20/2020","$325,000","$315,000","5","Resale (occupied at least once)","1976","Loch Braemar","2,160","0.43","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2012320","33-1-0-9-A","CLOSD","2541 Oilville RD","23146","Goochland","Single Family Residence","05/20/2020","$100,000","$115,000","3","Resale (occupied at least once)","1970","None","1,248","1.05","3","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2011958","775-66-85-96-300-000","CLOSD","5918 Deerwater CT","23237","Chesterfield","Single Family Residence","05/20/2020","$159,900","$148,500","3","Resale (occupied at least once)","1980","Huntingcreek Hills","1,056","0.23","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2011379","N000-0353-025","CLOSD","802 Catherine ST","23220","Richmond City","Single Family Residence","05/20/2020","$239,000","$235,000","1","Resale (occupied at least once)","1994","George Washington Carver Est","1,188","0.04","3","1.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2011295","W000-1513-030","CLOSD","3316 Floyd AVE","23221","Richmond City","Single Family Residence","05/20/2020","$475,000","$490,255","5","Resale (occupied at least once)","1915","None","2,174","0.09","4","2.0","Public Water","Sewer - Public","Conventional","Other"
"1","2011189","28B  3    98","CLOSD","8224 Brown AVE","23181","New Kent","Single Family Residence","05/20/2020","$289,000","$295,000","5","Resale (occupied at least once)","1999","Browns","2,084","1.00","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2011007","730-66-17-28-200-000","CLOSD","13420 Hensley RD","23112","Chesterfield","Single Family Residence","05/20/2020","$133,000","$148,000","21","Resale (occupied at least once)","1976","None","1,418","1.03","3","2.0","Well","Septic - Conventional","Cash","REO"
"1","2010633","765-739-5463","CLOSD","6603 Park AVE","23226","Henrico","Single Family Residence","05/20/2020","$376,000","$360,000","7","Resale (occupied at least once)","1952","Monument Hills","1,520","","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010268","775-66-92-28-000-000","CLOSD","8701 Leafycreek DR","23237","Chesterfield","Single Family Residence","05/20/2020","$165,950","$162,000","17","Resale (occupied at least once)","1979","Huntingcreek Hills","1,056","0.24","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009911","774-66-22-75-400-000","CLOSD","9804 Brenspark RD","23832","Chesterfield","Single Family Residence","05/20/2020","$205,900","$190,000","3","Resale (occupied at least once)","1989","Courthouse Woods","1,188","0.49","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009455","738-71-53-40-000-000","CLOSD","2201 Keith LN","23113","Chesterfield","Single Family Residence","05/20/2020","$360,000","$360,000","21","Resale (occupied at least once)","1973","Briarwood","2,576","0.46","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009451","8725-65-6949","CLOSD","6168 Rosemary DR","23111","Hanover","Single Family Residence","05/20/2020","$239,950","$239,000","22","Resale (occupied at least once)","1996","Spicetree","1,200","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009386","W000-1770-023","CLOSD","3910 Ellwood AVE","23221","Richmond City","Single Family Residence","05/20/2020","$320,000","$315,000","7","Resale (occupied at least once)","1939","Henry Place","988","0.13","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009012","728-70-20-34-700-000","CLOSD","13902 Krim Point WAY","23114","Chesterfield","Single Family Residence","05/20/2020","$339,900","$339,900","3","Resale (occupied at least once)","2002","Krim Point","2,092","0.15","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2008963","N000-0403-004","CLOSD","2008 Miller AVE","23222","Richmond City","Single Family Residence","05/20/2020","$260,000","$280,000","16","Resale (occupied at least once)","1917","Barton Heights","2,116","0.16","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2008028","826-65-78-54-900-000","CLOSD","1924 White Mountain DR","23836","Chesterfield","Single Family Residence","05/20/2020","$384,900","$367,500","35","Resale (occupied at least once)","2013","Mount Blanco On The James","3,154","0.40","5","3.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2006964","8716-98-3734","CLOSD","7027 Hartford Oaks CT","23116","Hanover","Single Family Residence","05/20/2020","$499,000","$483,000","7","Resale (occupied at least once)","1993","Hartford Oaks","3,204","1.69","4","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2006950","8706-16-6220","CLOSD","8758 Roberta RD","23116","Hanover","Single Family Residence","05/20/2020","$459,950","$470,000","4","Resale (occupied at least once)","2006","Cool Spring Forest","3,798","0.40","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
