"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2501627","W000-0855-011","CLOSD","1905 Grove AVE","23220","Richmond City","Single Family Residence","02/26/2025","$1,250,000","$1,330,000","5","Resale (occupied at least once)","1912","None","3,312","0.08","5","3.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2501613","E011-0147-004","CLOSD","2012 Rawlings ST","23231","Richmond City","Single Family Residence","02/26/2025","$249,950","$266,000","3","Resale (occupied at least once)","1998","Montrose Heights","1,210","0.25","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501585","738-68-93-38-300-000","CLOSD","12401 Beaver Point DR","23112","Chesterfield","Single Family Residence","02/26/2025","$325,000","$352,000","6","Resale (occupied at least once)","1986","Beaver Point","1,579","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Corporate, Relocation"
"1","2501580","728-68-71-30-900-000","CLOSD","3106 Three Bridges RD","23112","Chesterfield","Single Family Residence","02/26/2025","$315,000","$359,000","4","Resale (occupied at least once)","1981","Brandermill","1,514","0.14","3","2.0","Public Water","Sewer - Public","Other","Estate"
"1","2501154","836-690-5005","CLOSD","4640 Darbytown RD","23231","Henrico","Single Family Residence","02/26/2025","$395,000","$395,000","8","Resale (occupied at least once)","1937","Varina","1,305","","2","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2500891","726-66-11-49-100-000","CLOSD","14549 Needham Market RD","23112","Chesterfield","Single Family Residence","02/26/2025","$499,950","$499,950","8","Resale (occupied at least once)","2012","Collington","2,598","0.37","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500876","814-721-8694","CLOSD","5409 Brandon Bluff WAY","23223","Henrico","Single Family Residence","02/26/2025","$400,000","$388,500","9","Resale (occupied at least once)","2012","Oakleys Chase","3,064","0.26","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500634","801-708-3368","CLOSD","1209 Sydnor RD","23231","Henrico","Single Family Residence","02/26/2025","$225,000","$200,000","4","Resale (occupied at least once)","1913","Acreage","2,014","0.17","3","1.1","Public Water","Sewer - Public","Cash","Estate"
"1","2500429","S000-2003-010","CLOSD","112 E Blake LN","23224","Richmond City","Single Family Residence","02/26/2025","$375,000","$365,000","7","Resale (occupied at least once)","1939","Battery Heights","1,953","0.13","4","2.0","Public Water","Sewer - Public","Cash","Partnership"
"1","2500117","C001-1100-051","CLOSD","3156 Lake Village DR","23235","Richmond City","Condominium","02/26/2025","$300,000","$300,000","25","Resale (occupied at least once)","1987","Summerhill At Stony Point Condo","1,030","0.03","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2432517","755-70-34-28-000-000","CLOSD","412 Wadsworth DR","23236","Chesterfield","Single Family Residence","02/26/2025","$372,500","$377,500","5","Resale (occupied at least once)","1988","Whitestone","1,728","0.21","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2431773","790-67-08-13-800-000","CLOSD","9155 Carswell ST","23237","Chesterfield","Single Family Residence","02/26/2025","$445,000","$430,000","32","Resale (occupied at least once)","2018","Oak Dale","2,871","0.21","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2431616","762-60-98-70-600-000","CLOSD","9231 Eagle Cove CIR","23803","Chesterfield","Single Family Residence","02/26/2025","$350,000","$353,500","32","Resale (occupied at least once)","1988","Eagle Cove","2,206","0.70","3","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2431569","785-66-39-08-000-000","CLOSD","4531 Centralia RD","23831","Chesterfield","Single Family Residence","02/26/2025","$365,000","$353,000","62","Resale (occupied at least once)","2000","Centralia Station","2,394","0.66","4","3.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2428608","728-70-57-69-500-000","CLOSD","13837 Randolph Pond LN","23114","Chesterfield","Townhouse","02/26/2025","$479,000","$475,000","76","Resale (occupied at least once)","2023","Randolph Pond","2,059","0.05","3","3.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2427713","782-61-19-04-200-000","CLOSD","21207 Fox Maple CT","23803","Chesterfield","Single Family Residence","02/26/2025","$225,000","$220,000","83","Resale (occupied at least once)","2000","Mccormick Woods","1,142","0.25","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2427603","771-67-73-36-600-000","CLOSD","7020 Hawser LN","23234","Chesterfield","Townhouse","02/26/2025","$299,000","$300,000","100","Resale (occupied at least once)","2016","Watermark","1,480","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2423491","7718-26-8388","CLOSD","17493 Dogwood Trail RD","23146","Hanover","Single Family Residence","02/26/2025","$665,950","$632,950","74","Resale (occupied at least once)","2008","None","3,392","2.36","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2324893","731-763-8298","CLOSD","12328 Graham Meadows DR","23233","Henrico","Townhouse","02/26/2025","$1,054,900","$1,080,004","359","New (never occupied)","2024","Greengate","3,533","","4","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","BRTVAHN2000790","836-690-5005","CLOSD","4640 Darbytown RD","23238","Henrico","Single Family Residence","02/26/2025","$395,000","$395,000","8","Resale (occupied at least once)","1937","VARINA HEIGHTS","1,305","2.00","2","2.0","Well","Septic","",""
"1","2423180","7706784192","CLOSD","6437 Gennaker RUN","23234","Chesterfield","Townhouse","02/27/2025","$416,595","$416,595","33","New (never occupied)","2024","Watermark","2,333","0.08","3","2.2","Public Water","Sewer - Public","FHA New","Other"
"1","2501335","7096753838","CLOSD","6609 Cassia LOOP","23120","Chesterfield","Townhouse","02/27/2025","$555,540","$555,540","10","New (never occupied)","2025","Wynwood at Foxcreek","2,433","0.12","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2414872","43-47-0-39-0","CLOSD","1532 Smokey Ridge RD","23102","Goochland","Single Family Residence","02/27/2025","$979,974","$1,073,438","189","New (never occupied)","2024","Breeze Hill","3,587","","4","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2501406","7797-27-1422","CLOSD","9396 Windsor Shade DR","23116","Hanover","Single Family Residence","02/27/2025","$480,000","$480,000","5","Resale (occupied at least once)","1999","Kings Charter","2,106","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2410660","851-684-0429","CLOSD","6017 Bootsie BLVD","23231","Henrico","Single Family Residence","02/27/2025","$414,999","$414,999","211","New (never occupied)","2024","Estates At Willis Church","1,982","1.02","4","2.1","Well","Septic - Engineered","USDA","Corporate"
"1","2502204","743-67-81-54-600-000","CLOSD","5025 Wiltstaff PL","23112","Chesterfield","Single Family Residence","02/27/2025","$340,000","$355,000","3","Resale (occupied at least once)","2000","Clay Pointe","1,386","0.22","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2416038","779-771-5685","CLOSD","10866 Farmstead Mill LN","23059","Henrico","Townhouse","02/27/2025","$525,700","$525,700","0","New (never occupied)","2024","River Mill","2,453","","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2430046","785-759-7824","CLOSD","8634 Underhill DR","23060","Henrico","Townhouse","02/27/2025","$359,840","$354,840","23","New (never occupied)","2024","Retreat at One","1,470","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2500328","8707-70-7495","CLOSD","10525 Goosecross WAY Unit#O2","23116","Hanover","Townhouse","02/27/2025","$471,900","$471,900","19","New (never occupied)","2024","Stags Leap","1,641","0.10","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2431383","S000-0192-002","CLOSD","205 E 16th ST","23224","Richmond City","Single Family Residence","02/27/2025","$309,900","$326,000","37","Resale (occupied at least once)","1920","None","1,584","0.08","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2500944","7706784297","CLOSD","6425 Gennaker RUN","23234","Chesterfield","Townhouse","02/27/2025","$428,145","$400,000","15","New (never occupied)","2025","Watermark","2,333","0.08","4","3.1","Public Water","Sewer - Public","Conventional","Other"
"1","2424387","712672555200224","CLOSD","6655 Citory WAY Unit#101","23120","Chesterfield","Condominium","02/27/2025","$289,990","$292,735","37","New (never occupied)","2024","Greenwich Walk At Foxcreek","1,153","","2","2.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2501570","S000-0152-023","CLOSD","1411 Decatur ST","23224","Richmond City","Single Family Residence","02/27/2025","$235,000","$257,500","3","Resale (occupied at least once)","1918","None","1,152","0.12","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500414","745-67-88-53-000-000","CLOSD","5124 Andradell LN","23832","Chesterfield","Single Family Residence","02/27/2025","$335,500","$350,000","5","Resale (occupied at least once)","1984","Sunnybrook","1,224","0.27","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2500335","748-70-36-09-900-000","CLOSD","10100 Redbridge RD","23236","Chesterfield","Single Family Residence","02/27/2025","$349,900","$349,900","10","Resale (occupied at least once)","1984","Shenandoah Hills","1,400","0.31","4","2.0","Public Water","Sewer - Public","Conventional","Corporate, Individuals"
"1","2432528","E000-1235-006","CLOSD","1611 Rogers ST","23223","Richmond City","Single Family Residence","02/27/2025","$224,500","$224,500","11","Resale (occupied at least once)","1925","Chelsea Place","988","0.11","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430015","746-738-0506","CLOSD","403 Gunby DR","23229","Henrico","Single Family Residence","02/27/2025","$530,000","$515,000","74","Resale (occupied at least once)","1959","Brandon","2,422","0.40","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2425408","8715-42-0660","CLOSD","8250 Bald Cypress DR","23111","Hanover","Townhouse","02/27/2025","$415,000","$410,000","113","Resale (occupied at least once)","2018","Cherry Grove Section 1 - Hanover","1,618","0.10","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429062","7796-93-4119","CLOSD","9032 Craney Island RD","23116","Hanover","Single Family Residence","02/27/2025","$459,000","$455,000","54","Resale (occupied at least once)","1987","Craney Island Farms","2,597","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500460","709-65-63-70-100-000","CLOSD","10207 Brattice Mill CT","23838","Chesterfield","Single Family Residence","02/27/2025","$875,000","$878,500","30","Resale (occupied at least once)","2007","Brattice Mill","4,168","6.48","5","4.0","Well","Septic - Engineered","Conventional","Individuals"
"1","2431321","811-730-7681","CLOSD","3823 Creighton RD","23223","Henrico","Single Family Residence","02/27/2025","$299,900","$310,000","54","Resale (occupied at least once)","1940","None","1,415","1.00","4","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500258","C002-0176-012","CLOSD","3246 E Weyburn RD","23235","Richmond City","Single Family Residence","02/27/2025","$495,000","$477,500","17","Resale (occupied at least once)","1995","Oxford","1,928","0.50","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2501559","W000-0615-089","CLOSD","1333 W Broad ST Unit#U413","23220","Richmond City","Condominium","02/27/2025","$269,950","$269,000","1","Resale (occupied at least once)","1915","Ironhouse Place Condominiums","1,037","0.02","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500448","31-23-0-2-0","CLOSD","2306 Maidens RD","23102","Goochland","Single Family Residence","02/27/2025","$469,950","$477,000","3","Resale (occupied at least once)","1989","None","1,510","1.52","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2502587","C008-0594-086","CLOSD","3319 Woodys LN","23234","Richmond City","Single Family Residence","02/27/2025","$309,500","$293,000","9","Resale (occupied at least once)","1950","Chesterfield Court","1,485","0.36","4","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2502549","751-71-51-78-300-049","CLOSD","9909 Groundhog DR","23235","Chesterfield","Townhouse","02/27/2025","$269,000","$273,000","2","Resale (occupied at least once)","1984","Edgehill Townhouses","1,258","","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501953","720-67-60-57-100-000","CLOSD","14708 Acorn Ridge PL","23112","Chesterfield","Single Family Residence","02/27/2025","$335,000","$340,000","5","Resale (occupied at least once)","1987","Acorn Ridge","1,416","0.18","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2501868","699-67-19-67-400-000","CLOSD","18030 Cove Creek DR","23120","Chesterfield","Single Family Residence","02/27/2025","$799,500","$799,500","3","Resale (occupied at least once)","2022","Magnolia Green","4,470","0.26","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501731","744-69-45-04-000-000","CLOSD","1618 Lady Sarah CT","23236","Chesterfield","Single Family Residence","02/27/2025","$535,000","$540,000","1","Resale (occupied at least once)","2002","Wedgewood","3,017","0.84","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501572","769-749-0191","CLOSD","7106 Bunche ST","23228","Henrico","Single Family Residence","02/27/2025","$324,999","$325,000","3","Resale (occupied at least once)","1990","West Broad Street Gardens","960","0.30","3","1.1","Public Water","Sewer - Public","Cash","Other"
"1","2501565","753-68-80-45-100-000","CLOSD","9032 Amberhill LOOP","23236","Chesterfield","Townhouse","02/27/2025","$450,000","$457,500","4","Resale (occupied at least once)","2005","Amberleigh","1,737","0.11","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501546","W000-0948-052","CLOSD","2100 Grove AVE Unit#U10","23220","Richmond City","Condominium","02/27/2025","$305,000","$321,000","6","Resale (occupied at least once)","1960","Fan Square Condo","849","0.02","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501539","766-739-5377","CLOSD","6509 Monument AVE","23226","Henrico","Single Family Residence","02/27/2025","$650,000","$700,000","6","Resale (occupied at least once)","1950","None","2,560","0.21","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501422","C006-0469-012","CLOSD","1547 Alaska DR","23224","Richmond City","Single Family Residence","02/27/2025","$350,000","$340,000","8","Resale (occupied at least once)","1964","Woodstock","1,738","0.35","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2501314","735-745-2321","CLOSD","1722 Havenwood DR","23238","Henrico","Single Family Residence","02/27/2025","$339,900","$340,000","5","Resale (occupied at least once)","1967","Tuckahoe Village","1,825","0.45","4","2.1","Public Water","Sewer - Public","Other","Individuals"
"1","2500900","745-740-3034","CLOSD","1122 Marney CT","23229","Henrico","Townhouse","02/27/2025","$1,050,000","$1,170,000","5","Resale (occupied at least once)","2016","Grayson Hill","3,857","1.00","4","4.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2500753","739-69-42-67-000-000","CLOSD","1625 Westbury Ridge DR","23114","Chesterfield","Single Family Residence","02/27/2025","$475,000","$475,000","4","Resale (occupied at least once)","1996","Westbury","2,292","0.29","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2500459","724-71-09-15-500-000","CLOSD","14401 Michaux Village DR","23113","Chesterfield","Townhouse","02/27/2025","$475,000","$485,000","2","Resale (occupied at least once)","2020","Winterfield Park","2,301","0.05","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2432654","E0000625043","CLOSD","1323 1/3 N 30th ST","23223","Richmond City","Single Family Residence","02/27/2025","$369,900","$369,900","8","New (never occupied)","2024","None","1,568","","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2432638","738-67-19-90-000-000","CLOSD","12300 Hillcreek TER","23112","Chesterfield","Single Family Residence","02/27/2025","$435,000","$442,000","5","Resale (occupied at least once)","2000","Bayhill Pointe","2,230","0.45","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2431258","844-680-7435","CLOSD","8729 Carters Mill RD","23231","Henrico","Single Family Residence","02/27/2025","$465,120","$200,000","26","New (never occupied)","2024","Varina","2,227","2.00","4","2.1","Well","Septic - Conventional","Cash","Corporate"
"1","2430615","C007-0174-092","CLOSD","1200 Hodges RD","23225","Richmond City","Single Family Residence","02/27/2025","$235,000","$200,000","30","Resale (occupied at least once)","1986","Hodges Manor","1,072","0.45","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430540","22A13 1 2 135","CLOSD","7156 Cress CT","23124","New Kent","Single Family Residence","02/27/2025","$479,000","$479,000","67","Resale (occupied at least once)","2021","Arbors","3,256","0.34","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2426129","8735-97-1664","CLOSD","5042 Mechanicsville TPKE","23111","Hanover","Single Family Residence","02/27/2025","$269,950","$265,000","117","Resale (occupied at least once)","1940","None","1,050","0.43","3","1.0","Well","Septic - Conventional","Cash","Individuals"
"1","2424246","765-62-55-51-400-000","CLOSD","8600 Hickory RD","23803","Chesterfield","Single Family Residence","02/27/2025","$319,950","$310,000","117","Resale (occupied at least once)","1978","None","1,040","1.04","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2412686","799-63-76-60-800-000","CLOSD","2712 Tinsberry DR","23834","Chesterfield","Single Family Residence","02/27/2025","$289,950","$289,950","75","Resale (occupied at least once)","1980","Tinsberry Trace","1,788","0.20","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","BRTVACF2000968","778691432100000","CLOSD","4625 Melody RD","23224","Chesterfield","Single Family Residence","02/27/2025","$349,900","$349,900","18","Resale (occupied at least once)","1966","NONE AVAILABLE","2,128","0.56","3","2.0","Well","","",""
"1","2502467","W000-1210-018","CLOSD","2707 W Grace ST","23220","Richmond City","Single Family Residence","02/28/2025","$1,100,000","$1,158,000","10","Resale (occupied at least once)","1910","None","3,035","0.07","4","2.2","Public Water","Sewer - Public","Conventional","Corporate"
"1","2421519","738-68-89-11-200-000","CLOSD","3024 Tammaway DR","23112","Chesterfield","Single Family Residence","02/28/2025","$339,950","$345,000","164","Resale (occupied at least once)","1979","Clarendon","1,431","0.52","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","BRTVAHA2000880","7778-65-3549","CLOSD","11615 Brookvale PL","23059","Hanover","Single Family Residence","02/28/2025","$519,000","$519,000","4","Resale (occupied at least once)","2023","NONE AVAILABLE","2,023","0.16","3","3.0","Public Water","Public Sewer On Site","",""
"1","2425861","TBD","CLOSD","15424 Greenhart DR","23832","Chesterfield","Townhouse","02/28/2025","$577,155","$569,990","130","New (never occupied)","2024","Harpers Mill","2,525","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2426007","782-68-92-21-900-000","CLOSD","3920 Monza DR","23234","Chesterfield","Single Family Residence","02/28/2025","$389,950","$389,950","67","Resale (occupied at least once)","1975","Meadowbrook","3,099","0.41","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2408647","774679266100000","CLOSD","6524 Carters Walk LN","23234","Chesterfield","Townhouse","02/28/2025","$367,990","$369,365","67","New (never occupied)","2024","Austin Woods","1,564","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2428928","119752","CLOSD","6933 Switch Cane CT","23124","New Kent","Single Family Residence","02/28/2025","$492,890","$496,490","57","New (never occupied)","2024","The Arbors At New Kent Winery","3,590","","4","2.1","Public Water","Sewer - Public","FHA New Assumption","Corporate"
"1","2419470","023-2-17","CLOSD","6116 Autumn Bluff RD","23139","Powhatan","Single Family Residence","02/28/2025","$800,000","$800,000","178","Resale (occupied at least once)","2007","Autumn Bluff","4,481","6.45","6","5.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2500023","#33B12-1-P-15","CLOSD","5359 Pine Needles","23140","New Kent","Single Family Residence","02/28/2025","$575,000","$560,000","25","Resale (occupied at least once)","2005","Brickshire","2,863","0.40","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2501782","779-751-0472","CLOSD","7500 Woodman RD","23228","Henrico","Single Family Residence","02/28/2025","$308,000","$308,000","19","Resale (occupied at least once)","1956","Eldridge Grove","1,030","0.21","2","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2416223","7717-82-8585","CLOSD","2277 Osborne Ridge RD","23146","Goochland","Single Family Residence","02/28/2025","$740,950","$909,694","3","New (never occupied)","2024","Tuckahoe Bridge","2,881","0.47","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2429653","700-68-88-01-100-000","CLOSD","4179 Tuckmar Pond DR","23120","Chesterfield","Single Family Residence","02/28/2025","$738,950","$747,920","66","New (never occupied)","2024","Tuckmar Farm","3,527","0.39","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2427884","734-70-36-07-000-000","CLOSD","506 Lancey DR","23114","Chesterfield","Single Family Residence","02/28/2025","$539,950","$530,000","81","Resale (occupied at least once)","1986","Walton Park","3,140","0.30","4","3.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2424661","7706784194","CLOSD","6431 Gennaker RUN","23234","Chesterfield","Townhouse","02/28/2025","$421,205","$421,205","25","New (never occupied)","2024","Watermark","2,333","0.08","3","2.2","Public Water","Sewer - Public","FHA New","Other"
"1","2423623","15-5-0-21-0","CLOSD","2738 Ravenwood RD","23038","Goochland","Single Family Residence","02/28/2025","$550,000","$515,000","106","Resale (occupied at least once)","2002","James River Farms","4,000","8.30","5","4.1","Well","Septic - Conventional","VA New","Individuals"
"1","2417919","823659909800000","CLOSD","1774 Outrigger DR","23836","Chesterfield","Single Family Residence","02/28/2025","$549,990","$549,990","653","New (never occupied)","2023","Twin Rivers","2,881","0.15","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2407603","824-693-4035","CLOSD","7071 Shining Armor DR","23231","Henrico","Single Family Residence","02/28/2025","$489,990","$485,000","485","New (never occupied)","2024","Castleton","2,518","0.37","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
