"#","ML #","PID","Status","Address Line","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2425189","775-65-61-46-400-000","CLOSD","11260 Magill Terrace Drive, Chesterfield VA 23831","23831","Chesterfield","Townhouse","12/23/2024","$389,950","$392,000","27","Resale (occupied at least once)","2022","IronBridge Townhomes","2,144","0.06","4","3.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2422516","826648304700000","CLOSD","2013 Enon Station Drive, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","12/23/2024","$503,275","$501,045","0","New (never occupied)","2024","Enon Station","2,294","0.20","4","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2426460","759-68-18-82-700-000","CLOSD","8510 Katy Reid Court, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/23/2024","$550,000","$510,000","36","Resale (occupied at least once)","1988","Ashley Grove","3,596","0.54","5","3.0","Public Water","Septic - Conventional","VA New","Individuals"
"1","2425134","714660916700000","CLOSD","15413 Millwright Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/23/2024","$827,347","$831,999","14","New (never occupied)","2024","Harpers Mill","4,555","0.35","5","5.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2410073","748-764-6689","CLOSD","4378 Dominion Forest Circle, Henrico VA 23060","23060","Henrico","Townhouse","12/23/2024","$530,555","$530,555","135","New (never occupied)","2024","Innsbrook Dominion Residences","2,151","","3","3.2","Public Water","Sewer - Public","Conventional","Corporate"
"1","2424117","773-66-39-96-100-000","CLOSD","6317 Gatesgreen Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/23/2024","$284,900","$287,850","77","Resale (occupied at least once)","1973","Courthouse Green","1,120","0.25","3","1.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2422029","730-765-2430.147","CLOSD","521 Munson Woods Walk #UnitA, Henrico VA 23233","23233","Henrico","Condominium","12/23/2024","$457,835","$437,835","8","New (never occupied)","2024","Gateway Square","1,573","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2414766","TBD","CLOSD","4007 Munson Woods Place, Henrico VA 23233","23233","Henrico","Townhouse","12/23/2024","$559,935","$535,000","60","New (never occupied)","2024","Gateway Square","2,150","","3","2.2","Public Water","Sewer - Public","Conventional","Corporate"
"1","2427719","771-68-46-06-600-000","CLOSD","5449 Bison Ford Drive, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","12/23/2024","$389,000","$378,000","35","Resale (occupied at least once)","2018","Jessup Meadows","1,972","0.21","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2413005","716712524200000","CLOSD","15912 Stormy Day Alley #Unit23-1, Chesterfield VA 23113","23113","Chesterfield","Townhouse","12/23/2024","$533,149","$553,354","0","New (never occupied)","2024","Edge at Westchester","2,785","","4","3.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2430227","716712544200000","CLOSD","15906 Stormy Day Alley #Unit24-1, Chesterfield VA 23113","23113","Chesterfield","Townhouse","12/23/2024","$440,303","$440,303","0","New (never occupied)","2024","Edge at Westchester","2,050","","3","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2421419","802-737-6569","CLOSD","2106 Grand Reserve Way #UnitL-4, Henrico VA 23223","23223","Henrico","Townhouse","12/23/2024","$352,610","$352,610","56","New (never occupied)","2024","Reserve at Springdale Park","1,525","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2422094","7797-36-2189","CLOSD","10305 Perrins Mill Lane, Hanover VA 23116","23116","Hanover","Single Family Residence","12/23/2024","$560,000","$550,000","93","Resale (occupied at least once)","1989","Kings Charter","3,028","0.32","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429010","N000-0717-017","CLOSD","2623 3rd Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/23/2024","$150,000","$130,000","0","Resale (occupied at least once)","1920","Chestnut Hills","1,346","0.08","3","1.0","Public Water","Sewer - Public","Other","Individuals"
"1","2427372","C005-0921-008","CLOSD","417 Deter Road, Richmond City VA 23225","23225","Richmond City","Single Family Residence","12/23/2024","$280,000","$285,000","16","Resale (occupied at least once)","1972","Keaneland Farms","1,000","0.33","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2422051","819-687-9303","CLOSD","2904 Bufflehead Court, Henrico VA 23231","23231","Henrico","Single Family Residence","12/23/2024","$379,500","$369,000","77","Resale (occupied at least once)","1998","Four Mile Run","1,974","0.36","4","2.0","Public Water","Sewer - Public","Other","Individuals"
"1","2431239","016-10G","CLOSD","3476 Jefferson Landing Road, Powhatan VA 23139","23139","Powhatan","Single Family Residence","12/23/2024","$250,000","$250,000","3","Resale (occupied at least once)","1974","None","760","0.70","2","1.0","Well","Septic - Conventional","Cash","Individuals"
"1","2426942","785-67-56-27-000-000","CLOSD","7876 Mint Lane, Chesterfield VA 23237","23237","Chesterfield","Townhouse","12/23/2024","$325,000","$315,000","48","Resale (occupied at least once)","2018","Silverleaf","1,714","","3","2.1","Public Water","Community - Sewer/Septic","VHDA ","Individuals"
"1","2426028","N000-0968-034","CLOSD","3021 Moss Side Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/23/2024","$498,500","$480,000","48","Resale (occupied at least once)","1920","Ginter Park Terrace","2,160","0.17","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2424903","730-765-2430.139","CLOSD","529 Munson Woods Walk #UnitA, Henrico VA 23233","23233","Henrico","Condominium","12/23/2024","$414,585","$414,585","47","New (never occupied)","2024","Gateway Square","1,573","","2","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2429801","792-737-6899","CLOSD","115 Brenton Street, Henrico VA 23222","23222","Henrico","Single Family Residence","12/23/2024","$309,000","$300,000","25","Resale (occupied at least once)","1948","Stratford Village","1,136","0.20","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2429223","E0000948026","CLOSD","1618 North 27th Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","12/23/2024","$373,500","$365,000","19","Resale (occupied at least once)","2023","Peter Paul Tract","1,760","","5","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430028","C008-0875-042","CLOSD","3972 Bridgeton Road, Richmond City VA 23234","23234","Richmond City","Single Family Residence","12/23/2024","$260,000","$255,000","9","Resale (occupied at least once)","1968","Dorchester","1,402","0.52","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2416100","7725-02-4302","CLOSD","9723 Kaleidoscope Row, Goochland VA 23238","23238","Goochland","Single Family Residence","12/23/2024","$730,095","$730,095","0","New (never occupied)","2024","Mosaic at West Creek","2,147","","4","3.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2416095","7725-02-3296","CLOSD","9721 Kaleidescope Row, Goochland VA 23238","23238","Goochland","Single Family Residence","12/23/2024","$733,387","$733,387","0","New (never occupied)","2024","Mosaic at West Creek","2,363","","4","3.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2421553","825-723-8400","CLOSD","124 North Spruce, Henrico VA 23075","23075","Henrico","Single Family Residence","12/23/2024","$275,900","$276,950","47","New (never occupied)","2024","Highland Springs","1,020","","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2431005","805-734-1120","CLOSD","3621 Reynolds Road, Henrico VA 23223","23223","Henrico","Single Family Residence","12/23/2024","$279,900","$275,000","3","Resale (occupied at least once)","1956","Glen Manor","1,097","0.27","3","2.0","Public Water","Sewer - Public","FHA New","Other"
"1","2430960","734-756-6675","CLOSD","12010 Heiber Court, Henrico VA 23233","23233","Henrico","Townhouse","12/23/2024","$385,000","$375,000","8","Resale (occupied at least once)","1987","Worthington Hills","1,203","0.11","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2430321","749-71-29-89-700-000","CLOSD","10114 Old Bon Air Place, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","12/23/2024","$379,000","$379,000","4","Resale (occupied at least once)","1989","Old Bon Air Place","1,464","0.22","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430302","759-69-76-68-600-000","CLOSD","8119 Elmart Court, Chesterfield VA 23235","23235","Chesterfield","Single Family Residence","12/23/2024","$359,000","$375,000","14","Resale (occupied at least once)","1976","Surreywood","2,156","0.57","4","2.0","Public Water","Sewer - Public","Conventional","Estate"
"1","2430083","738-71-34-37-200-157","CLOSD","11713 South Briar Patch Drive, Chesterfield VA 23113","23113","Chesterfield","Condominium","12/23/2024","$229,000","$229,000","3","Resale (occupied at least once)","1974","Briarwood Hearth","1,396","","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429885","W000-0615-080","CLOSD","1333 West Broad Street #UnitU404, Richmond City VA 23220","23220","Richmond City","Condominium","12/23/2024","$249,999","$248,000","4","Resale (occupied at least once)","1915","Ironhouse Place Condominiums","1,019","0.03","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2429536","732-756-3853","CLOSD","2746 Spinnaker Court, Henrico VA 23233","23233","Henrico","Townhouse","12/23/2024","$349,995","$355,000","6","Resale (occupied at least once)","1988","Bay Cove","1,844","0.06","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429509","731-67-08-29-100-000","CLOSD","7106 Pointer Ridge Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/23/2024","$360,000","$365,000","6","Resale (occupied at least once)","1988","Spring Trace","1,707","0.26","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2429319","732-67-74-84-000-000","CLOSD","13201 Thornridge Lane, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/23/2024","$340,000","$347,000","5","Resale (occupied at least once)","1979","Brandermill","1,600","0.23","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429141","GINTER PARK L5 BC","CLOSD","3206 Hawthorne Ave, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/23/2024","$1,100,000","$1,200,000","4","Resale (occupied at least once)","1924","Ginter Park","3,955","0.56","5","3.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2429033","7813-88-5837","CLOSD","17108 Old Ridge Road, Hanover VA 23192","23192","Hanover","Single Family Residence","12/23/2024","$449,950","$440,000","20","Resale (occupied at least once)","1980","None","2,623","1.10","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2428361","747-738-6173.028","CLOSD","8907 Ginger Way Court, Henrico VA 23229","23229","Henrico","Condominium","12/23/2024","$475,000","$470,000","5","Resale (occupied at least once)","1981","Mooreland Commons","1,863","0.06","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2428029","717-69-04-51-900-000","CLOSD","3600 Bellstone Drive, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/23/2024","$889,950","$889,950","19","Resale (occupied at least once)","2022","Rountrey","3,798","0.27","6","5.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2427721","N000-0642-013","CLOSD","2611 North Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/23/2024","$459,950","$449,950","12","Resale (occupied at least once)","1910","Brookland Park","1,840","0.16","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2427433","S004-2912-029","CLOSD","118 Larne Avenue, Richmond City VA 23224","23224","Richmond City","Single Family Residence","12/23/2024","$279,999","$279,000","15","Resale (occupied at least once)","1945","None","1,330","0.17","4","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2427226","767-70-14-93-800-000","CLOSD","1517 Schloss Road, Chesterfield VA 23225","23225","Chesterfield","Single Family Residence","12/23/2024","$269,000","$269,000","16","Resale (occupied at least once)","1963","Schloss Manor","1,030","0.43","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2426034","735-69-45-38-500-000","CLOSD","1425 Groton Court, Chesterfield VA 23114","23114","Chesterfield","Townhouse","12/23/2024","$299,000","$270,000","54","Resale (occupied at least once)","1995","Sugar Creek","1,521","0.06","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2425731","724-67-37-27-500-000","CLOSD","14006 Harbour Pointe Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/23/2024","$635,000","$635,000","9","Resale (occupied at least once)","1988","Brandermill","3,520","0.99","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2425070","N000-1294-099","CLOSD","2439 Ownby Lane #UnitB13, Richmond City VA 23220","23220","Richmond City","Condominium","12/23/2024","$444,424","$409,000","60","New (never occupied)","2023","The Outpost at Brewers Row","1,517","","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2425066","N000-1294-095","CLOSD","2431 Ownby Lane #UnitB9, Richmond City VA 23220","23220","Richmond City","Condominium","12/23/2024","$444,482","$409,000","60","New (never occupied)","2023","The Outpost at Brewers Row","1,513","","2","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2424580","715660928000000","CLOSD","15313 Scranton Drive, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/23/2024","$686,999","$665,000","84","New (never occupied)","2023","Harpers Mill","3,830","0.31","4","4.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2424557","6726-94-4761","CLOSD","1335 Rock Castle Road, Goochland VA 23063","23063","Goochland","Single Family Residence","12/23/2024","$655,335","$709,135","0","New (never occupied)","2024","None","3,699","","5","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2424148","728-68-71-67-500-000","CLOSD","3001 Three Bridges Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/23/2024","$350,000","$341,735","26","Resale (occupied at least once)","1979","Three Bridges","1,516","0.22","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2423862","028B1-6-23","CLOSD","2833 Maple Lake Circle, Powhatan VA 23139","23139","Powhatan","Single Family Residence","12/23/2024","$898,000","$880,000","47","Resale (occupied at least once)","2022","Maple Grove","3,171","2.07","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2422651","S000-2492-001","CLOSD","4614 Riverside Drive, Richmond City VA 23225","23225","Richmond City","Single Family Residence","12/23/2024","$1,950,000","$1,785,000","43","Resale (occupied at least once)","1929","South Bank Ridge","6,001","0.59","6","4.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2422278","030D-6-9","CLOSD","1760 Finneys Mill Terrace, Powhatan VA 23139","23139","Powhatan","Single Family Residence","12/23/2024","$885,000","$885,000","103","New (never occupied)","2024","Norwood Creek","3,200","2.58","4","3.0","Well","Septic - Conventional","Cash","Corporate"
"1","2422090","728-72-01-96-000-000","CLOSD","3150 East Brigstock Road, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","12/23/2024","$649,900","$615,000","86","Resale (occupied at least once)","1977","Salisbury","2,532","0.97","4","2.1","Public Water","Septic - Conventional","Conventional","REO"
"1","2419611","E000-0069-035","CLOSD","301 Virginia Street #UnitU804, Richmond City VA 23219","23219","Richmond City","Condominium","12/23/2024","$285,000","$282,000","48","Resale (occupied at least once)","2006","Vistas On The James","715","0.02","1","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","BRTVAHN2000746","787-769-9164","CLOSD","912 Pale Moon Drive, Henrico VA 23059","23059","Henrico","Townhouse","12/23/2024","$340,000","$328,000","1","Resale (occupied at least once)","2007","VILLAGES AT THE CROSSING","1,848","0.00","3","3.0","Public Water","Public Sewer On Site","",""
"1","2411938","732-764-1882.046","CLOSD","353 Vanbrugh Walk #Unit26A, Henrico VA 23233","23233","Henrico","Condominium","12/24/2024","$499,900","$490,000","180","New (never occupied)","2024","Greengate","1,504","","2","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","REIN10558594","756-70-16-38-200-000","CLOSD","8506 Claypool Road VA 23236","23236","Chesterfield","Single Family Residence","12/24/2024","$365,000","$355,000","21","Resale (occupied at least once)","2021","ALL OTHERS AREA 143","1,828","","3","2.0","Public Water","Public Sewer On Site","",""
"1","2418585","756621654300000","CLOSD","9913 Peacefield Lane, Chesterfield VA 23803","23803","Chesterfield","Single Family Residence","12/26/2024","$460,990","$457,990","36","New (never occupied)","2024","None","1,862","","4","2.0","Public Water","Sewer - Public","VA Assumption","Corporate"
"1","2411631","779-771-8595","CLOSD","10840 Farmstead Mill Lane, Henrico VA 23059","23059","Henrico","Townhouse","12/26/2024","$481,420","$481,420","0","New (never occupied)","2024","River Mill","2,531","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2424080","785-760-3276","CLOSD","642 Brookwood Glen Terrace #UnitB, Henrico VA 23060","23060","Henrico","Condominium","12/26/2024","$379,935","$371,333","63","New (never occupied)","2024","Retreat at One","2,365","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2423139","756620973600000","CLOSD","9949 Peacefield Lane, Chesterfield VA 23803","23803","Chesterfield","Single Family Residence","12/26/2024","$497,990","$497,990","43","New (never occupied)","2024","None","2,804","","4","2.1","Public Water","Septic - Conventional","VA Assumption","Corporate"
"1","2421189","785-759-9329","CLOSD","8639 Underhill Drive, Henrico VA 23060","23060","Henrico","Townhouse","12/26/2024","$358,490","$353,490","15","New (never occupied)","2024","Retreat at One","1,470","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2429799","7880-38-6026","CLOSD","10318 Jamestown Road, Hanover VA 23005","23005","Hanover","Single Family Residence","12/26/2024","$324,950","$330,000","15","Resale (occupied at least once)","1965","None","1,175","1.15","3","1.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2406672","7778-55-8695","CLOSD","11728 Roaring River Trail, Hanover VA 23059","23059","Hanover","Single Family Residence","12/26/2024","$599,900","$594,900","253","New (never occupied)","2024","None","2,336","0.16","4","3.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2429785","E000-2024-050","CLOSD","4603 H Whiting Circle, Richmond City VA 23231","23231","Richmond City","Single Family Residence","12/26/2024","$314,950","$312,500","33","Resale (occupied at least once)","1983","Fulton Manor","1,449","0.16","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2422198","752-773-0947","CLOSD","4947 Maben Hill Lane, Henrico VA 23059","23059","Henrico","Single Family Residence","12/26/2024","$936,165","$936,165","0","New (never occupied)","2024","Preserve at Turner Farm","4,235","","4","5.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2430823","C004-0377-046","CLOSD","7460 Wyandotte Drive, Richmond City VA 23225","23225","Richmond City","Single Family Residence","12/26/2024","$550,000","$565,000","7","Resale (occupied at least once)","1968","Cherokee Estates","2,705","0.49","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430572","720-67-54-93-200-000","CLOSD","6201 Willow Glen Road, Chesterfield VA 23112","23112","Chesterfield","Single Family Residence","12/26/2024","$375,000","$390,000","5","Resale (occupied at least once)","1988","Willow Glen","2,454","0.32","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2428658","W000-1875-020","CLOSD","4117 West Franklin Street, Richmond City VA 23221","23221","Richmond City","Single Family Residence","12/26/2024","$1,199,000","$1,150,000","14","Resale (occupied at least once)","1938","Leonard Heights","4,087","0.18","5","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2427892","8745-90-3025","CLOSD","4083 Crown Hill Road, Hanover VA 23111","23111","Hanover","Single Family Residence","12/26/2024","$425,000","$400,000","33","Resale (occupied at least once)","1930","Calvary Branch","2,402","11.32","4","3.1","Well","Septic - Conventional","Cash","Corporate"
"1","BRTVARC2000572","C0050225052","CLOSD","2001 Junaluska Circle, Richmond City VA 23225","23225","Richmond City","Single Family Residence","12/27/2024","$374,900","$375,000","4","Resale (occupied at least once)","1963","WESTLAKE HILLS","3,044","1.01","4","3.0","Public Water","Public Sewer On Site","",""
"1","2430259","774-68-56-65-500-000","CLOSD","5431 West Melbeck Road, Chesterfield VA 23234","23234","Chesterfield","Single Family Residence","12/27/2024","$330,000","$340,000","7","Resale (occupied at least once)","1960","Rock Spring Farms","1,596","0.48","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430787","E000-0778-013","CLOSD","1500 North 23rd Street, Richmond City VA 23223","23223","Richmond City","Single Family Residence","12/27/2024","$274,950","$260,000","5","Resale (occupied at least once)","1909","Peter Paul Tract","1,764","0.07","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2423958","808-677-2103","CLOSD","1809 East Chaffin Road, Henrico VA 23231","23231","Henrico","Single Family Residence","12/27/2024","$369,950","$380,000","18","Resale (occupied at least once)","1959","None","1,770","1.46","4","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2430963","714660912400000","CLOSD","9012 Tregeare Road, Chesterfield VA 23832","23832","Chesterfield","Single Family Residence","12/27/2024","$594,999","$584,999","0","New (never occupied)","2023","Harpers Mill","2,720","0.27","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2425979","119804","CLOSD","7903 Arbor Marsh Terrace, New Kent VA 23124","23124","New Kent","Single Family Residence","12/27/2024","$409,790","$410,990","41","New (never occupied)","2024","The Arbors At New Kent Winery","1,657","","3","2.1","Public Water","Sewer - Public","VA Assumption","Corporate"
"1","2422405","723-71-62-71-500-000","CLOSD","2418 Worchester Road, Chesterfield VA 23113","23113","Chesterfield","Single Family Residence","12/27/2024","$925,000","$925,000","69","Resale (occupied at least once)","2002","Salisbury","3,898","0.64","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2416492","TBD","CLOSD","13308 Garland Lane, Chesterfield VA 23114","23114","Chesterfield","Condominium","12/27/2024","$474,730","$474,730","64","New (never occupied)","2024","Coalfield Station","2,512","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2418676","119800","CLOSD","7917 Arbor Marsh Terrace, New Kent VA 23124","23124","New Kent","Single Family Residence","12/27/2024","$422,990","$424,990","56","New (never occupied)","2024","Arbors","1,953","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2417922","824659043300000","CLOSD","1712 Twin Rivers Court, Chesterfield VA 23836","23836","Chesterfield","Single Family Residence","12/27/2024","$509,990","$509,990","568","New (never occupied)","2023","Twin Rivers","2,480","0.25","4","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2425822","119803","CLOSD","7907 Arbor Marsh Terrace, New Kent VA 23124","23124","New Kent","Single Family Residence","12/27/2024","$424,890","$432,615","23","New (never occupied)","2024","The Arbors At New Kent Winery","1,953","","4","2.1","Public Water","Sewer - Public","VA Assumption","Corporate"
"1","2424570","7820-63-1662","CLOSD","16183 Point Beverly Court, Hanover VA 23192","23192","Hanover","Single Family Residence","12/27/2024","$649,950","$620,000","59","Resale (occupied at least once)","2003","None","3,117","2.00","5","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2428954","49-9A","CLOSD","3220 Eastbury Lane, Charles City County VA 23030","23030","Charles City County","Single Family Residence","12/27/2024","$499,950","$500,000","14","Resale (occupied at least once)","1991","None","2,833","2.50","3","3.0","Well","Septic - Conventional","VA New","Individuals"
"1","2427864","790-66-63-17-300-000","CLOSD","9627 Ransom Hills Place, Chesterfield VA 23237","23237","Chesterfield","Single Family Residence","12/27/2024","$290,000","$295,000","4","Resale (occupied at least once)","1996","Proctors Point","1,584","","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2428082","785-760-3649.190","CLOSD","640 Brookwood Glen Terrace #UnitB, Henrico VA 23060","23060","Henrico","Condominium","12/27/2024","$379,085","$379,085","27","New (never occupied)","2024","Retreat at One","2,365","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2417691","TBD","CLOSD","4017 Munson Woods Place, Henrico VA 23233","23233","Henrico","Townhouse","12/27/2024","$567,935","$537,935","51","New (never occupied)","2024","Gateway Square","2,171","","3","2.2","Public Water","Sewer - Public","Conventional","Corporate"
"1","2429649","N000-1164-026","CLOSD","3516 Carolina Avenue, Richmond City VA 23222","23222","Richmond City","Single Family Residence","12/27/2024","$535,000","$527,000","10","Resale (occupied at least once)","1924","Highland Park","2,447","","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2426999","796-738-3301","CLOSD","717 Ratcliffe Avenue, Henrico VA 23222","23222","Henrico","Single Family Residence","12/27/2024","$360,000","$360,000","32","New (never occupied)","2024","Highland Park Annex","1,824","0.14","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2429903","TBD","CLOSD","7223 Lyon Taylor Lane, New Kent VA 23124","23124","New Kent","Townhouse","12/27/2024","$294,990","$295,685","20","New (never occupied)","2024","Townhomes at Four Seasons","1,635","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
