"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","1936696","783-68-24-18-300-000","CLOSD","6225 Halrose LN","23234","Chesterfield","Single Family Residence","01/02/2020","$209,950","$205,700","18","Resale (occupied at least once)","1970","Meadowdale","1,276","0.25","3","2.0","Public Water","Sewer - Public","Cash","Partnership"
"1","1936577","22A10 1 1 152","CLOSD","7967 W Lord Botetourt LOOP","23124","New Kent","Single Family Residence","01/02/2020","$315,900","$315,900","10","Resale (occupied at least once)","2015","Four Seasons At New Kent","2,282","0.18","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935544","746-747-3012","CLOSD","1593 Constitution DR","23238","Henrico","Townhouse","01/02/2020","$175,000","$171,000","23","","1980","Heritage Hill Raintree","1,280","0.04","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935408","S007-0815-007","CLOSD","3002 Stockton ST","23224","Richmond City","Single Family Residence","01/02/2020","$89,900","$86,000","4","","1920","Burfoot Addition","1,936","0.12","4","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1931763","7846-83-0792","CLOSD","19206 Landora Bridge RD","23015","Hanover","Single Family Residence","01/02/2020","$315,000","$315,000","33","New (never occupied)","2019","None","1,668","10.01","3","2.0","Well","Septic - Conventional","FHA New","Corporate"
"1","1921600","729-69-69-02-100-000","CLOSD","1478 Braisden RD","23114","Chesterfield","Single Family Residence","01/02/2020","$349,990","$348,000","146","New (never occupied)","2019","Queensbluff","2,247","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1930806","E000-0720-002","CLOSD","1324 N 32nd ST","23223","Richmond City","Single Family Residence","01/03/2020","$324,950","$325,000","61","New (never occupied)","2019","None","1,808","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1934019","8715-65-8796","CLOSD","7154 Plum Grove CIR","23111","Hanover","Single Family Residence","01/03/2020","$305,000","$292,500","19","Resale (occupied at least once)","1991","Hanover Grove","2,374","0.47","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1919205","746-62-42-34-600-000","CLOSD","15730 Chantry DR","23838","Chesterfield","Single Family Residence","01/03/2020","$299,900","$299,900","187","New (never occupied)","2019","None","1,920","0.93","4","2.0","Public Water","Septic - Conventional","Cash","Corporate"
"1","1935961","827-678-3208","CLOSD","8980 Deep Bottom RD","23231","Henrico","Single Family Residence","01/03/2020","$40,000","$20,000","25","","1950","Varina","0","","2","0.0","Well","Other - See Remarks","Cash","Individuals"
"1","1932383","743-733-7992","CLOSD","405 Welwyn RD","23229","Henrico","Single Family Residence","01/03/2020","$699,950","$699,950","40","Resale (occupied at least once)","1984","Dorset Woods South","3,441","0.59","4","3.1","Public Water","Sewer - Public","Other","Individuals"
"1","1932684","N000-1753-002","CLOSD","3703 Moss Side AVE","23222","Richmond City","Single Family Residence","01/03/2020","$314,950","$320,000","39","Resale (occupied at least once)","1920","Moss Side","3,006","0.45","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1937414","754-69-04-74-400-000","CLOSD","3001 Newquay LN","23236","Chesterfield","Single Family Residence","01/03/2020","$410,000","$407,000","12","Resale (occupied at least once)","1985","Bexley","3,128","0.44","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1936533","8706-08-0079","CLOSD","9470 Lewisdale PL","23116","Hanover","Single Family Residence","01/03/2020","$369,900","$369,000","13","Resale (occupied at least once)","2015","Cool Spring West","2,418","0.12","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1920332","783-65-97-02-900-000","CLOSD","4808 Wellington Farms DR","23831","Chesterfield","Single Family Residence","01/03/2020","$399,900","$399,900","140","Resale (occupied at least once)","1993","Wellington Farms","2,603","0.64","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1938036","756-68-40-54-300-000","CLOSD","4612 Rabbit Foot LN","23236","Chesterfield","Single Family Residence","01/03/2020","$225,950","$225,950","10","Resale (occupied at least once)","1980","Fernbrook","1,916","0.31","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1936992","733-70-21-97-000-000","CLOSD","618 Watch Hill RD","23114","Chesterfield","Single Family Residence","01/03/2020","$289,000","$295,000","3","Resale (occupied at least once)","1981","Walton Park","1,888","0.26","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936407","785-754-1313","CLOSD","7700 Chamberlayne AVE","23227","Henrico","Single Family Residence","01/03/2020","$165,000","$170,200","3","Resale (occupied at least once)","1961","Vaughan Heights","952","0.31","2","1.0","Public Water","Sewer - Public","VHDA ","Partnership"
"1","1926312","850-714-9387","CLOSD","107 JANKIN LN","23150","Henrico","Single Family Residence","01/03/2020","$179,900","$185,000","29","Resale (occupied at least once)","1971","Bradley Acres","2,039","0.44","3","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","1937378","734-745-9168","CLOSD","1724 Quietwood CT","23238","Henrico","Single Family Residence","01/03/2020","$259,950","$259,950","13","Resale (occupied at least once)","1990","Lauderdale","1,590","","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","1936761","740-67-58-71-900-000","CLOSD","12131 Swift Crossing DR","23112","Chesterfield","Single Family Residence","01/03/2020","$239,900","$240,000","7","Resale (occupied at least once)","1996","Swift Creek Crossing","1,625","0.43","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","1936294","761-69-65-48-800-000","CLOSD","7709 Stonetree DR","23235","Chesterfield","Single Family Residence","01/03/2020","$249,900","$254,900","14","","1969","Surreywood","2,204","0.38","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1936215","8704-18-7248","CLOSD","7421 Shire pkwy","23111","Hanover","Single Family Residence","01/03/2020","$189,900","$185,200","24","","1988","Brookshire","1,126","0.35","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935376","026-53H","CLOSD","2406 Emanuel Church RD","23139","Powhatan","Single Family Residence","01/03/2020","$200,000","$205,000","12","Resale (occupied at least once)","2015","None","1,281","0.69","3","2.0","Well","Septic - Alternative","Conventional","Individuals"
"1","1934133","718-69-14-40-100-000","CLOSD","3248 Barkham DR","23112","Chesterfield","Single Family Residence","01/03/2020","$439,000","$434,000","38","Resale (occupied at least once)","2015","Rountrey","2,870","0.22","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1923244","768-68-55-68-700-000","CLOSD","5219 Hallmark DR","23234","Chesterfield","Single Family Residence","01/03/2020","$219,999","$223,000","133","Resale (occupied at least once)","1982","Lake Farms","2,238","0.31","3","3.0","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","1930802","6799-33-8608","CLOSD","12202 Rosetta Johnson LN","23146","Hanover","Single Family Residence","01/03/2020","$164,000","$164,000","42","Resale (occupied at least once)","1980","None","640","3.73","2","1.0","Well","Septic - Conventional","FHA New","Individuals"
"1","1936042","734-70-11-21-100-000","CLOSD","12749 Walton Ridge LN","23114","Chesterfield","Single Family Residence","01/03/2020","$354,000","$342,000","14","Resale (occupied at least once)","1994","Walton Park","2,356","0.44","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1917535","8715-41-0942","CLOSD","7200 Yellow Wood Tree PL Unit#V4","23111","Hanover","Townhouse","01/03/2020","$369,303","$372,614","0","New (never occupied)","2019","Cherry Grove Section 1 - Hanover","1,841","0.00","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1936381","797-64-47-24-500-000","CLOSD","14307 Eagle Rock AVE","23831","Chesterfield","Single Family Residence","01/03/2020","$220,900","$216,769","4","Resale (occupied at least once)","1989","Mistwood Forest","1,739","0.28","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","1927733","S007-1332-009","CLOSD","2107 MIMOSA ST","23224","Richmond City","Single Family Residence","01/03/2020","$100,000","$90,000","103","","1953","Southside Gardens","1,560","","5","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935901","W019-0246-043","CLOSD","4614 Stuart AVE","23226","Richmond City","Single Family Residence","01/03/2020","$500,000","$492,500","14","Resale (occupied at least once)","1956","Colonial Place","1,573","0.15","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936328","W000-1704-214","CLOSD","705 N Hamilton ST Unit#UE","23221","Richmond City","Condominium","01/03/2020","$220,000","$215,000","8","Resale (occupied at least once)","1962","Mount Vernon Condominiums","880","0.02","2","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","1938244","728-68-92-15-900-000","CLOSD","13704 Sutters Mill CIR","23112","Chesterfield","Single Family Residence","01/03/2020","$179,000","$157,500","9","Resale (occupied at least once)","1979","Brandermill","2,238","0.20","5","3.0","Public Water","Sewer - Public","Cash","Individuals"
"1","1937937","7758-08-5715","CLOSD","11468 New Farrington CT","23059","Hanover","Single Family Residence","01/03/2020","$349,900","$339,000","5","Resale (occupied at least once)","1989","Farrington Farms","2,434","2.01","3","3.0","Well","Septic - Conventional","Conventional","Estate"
"1","1937724","W000-1626-027","CLOSD","3414 Monument AVE Unit#203","23221","Richmond City","Condominium","01/03/2020","$205,000","$211,000","6","Resale (occupied at least once)","1926","None","720","0.02","1","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1937582","748-70-65-10-600-000","CLOSD","410 Saybrook DR","23236","Chesterfield","Single Family Residence","01/03/2020","$249,000","$256,000","2","Resale (occupied at least once)","1976","Pocono","2,329","0.45","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","1936970","21C  1    23","CLOSD","7916 Airport RD","23141","New Kent","Single Family Residence","01/03/2020","$49,900","$53,100","11","Resale (occupied at least once)","1973","None","920","0.68","3","1.0","Well","Septic - Conventional","Cash","REO"
"1","1936764","C004-0544-054","CLOSD","2956 Hathaway RD Unit#U506","23225","Richmond City","Condominium","01/03/2020","$349,000","$349,000","3","Resale (occupied at least once)","1972","Hathaway Tower Condominiums","1,729","4.02","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","1936718","028D-1B-6","CLOSD","2900 Deercreek TRL","23139","Powhatan","Single Family Residence","01/03/2020","$175,000","$175,000","4","Resale (occupied at least once)","1986","Spencerwood West","1,440","1.04","4","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","1936109","781-744-0354","CLOSD","2135 New Berne RD","23228","Henrico","Single Family Residence","01/03/2020","$250,000","$252,000","3","Resale (occupied at least once)","1945","Bryan Parkway","1,193","0.18","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935493","737-752-8758","CLOSD","2440 Hawkesbury CT","23233","Henrico","Single Family Residence","01/03/2020","$349,900","$349,900","19","Resale (occupied at least once)","1997","Keswick","2,156","0.22","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935258","742-69-55-45-400-000","CLOSD","1403 Laurel Top CT","23114","Chesterfield","Single Family Residence","01/03/2020","$299,900","$295,000","6","Resale (occupied at least once)","1993","Poplar Creek","2,151","0.39","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1934572","S009-0459-006","CLOSD","4724 Caldwell AVE","23234","Richmond City","Single Family Residence","01/03/2020","$105,000","$105,000","24","Resale (occupied at least once)","1954","Jefferson Davis Park","864","0.23","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1932550","7797-27-8159","CLOSD","10357 Agecroft Manor CT","23116","Hanover","Single Family Residence","01/03/2020","$314,950","$305,000","32","Resale (occupied at least once)","1988","Kings Charter","1,904","0.28","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1932179","746-769-2095.010","CLOSD","1028 Belva CT","23059","Henrico","Condominium","01/03/2020","$570,000","$550,000","69","Resale (occupied at least once)","2012","Bellingham @ Twin Hickory","3,246","","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1925790","7796-78-1943","CLOSD","9912 Honeybee DR","23116","Hanover","Single Family Residence","01/03/2020","$456,000","$457,700","63","New (never occupied)","2019","Taylor Farm","2,922","","4","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","1921494","764-65-26-16-600-000","CLOSD","8313 Kalliope CT","23838","Chesterfield","Single Family Residence","01/03/2020","$480,000","$470,000","123","Resale (occupied at least once)","2012","The Highlands","3,606","1.64","4","3.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","1913700","796-657-77-84-00000","CLOSD","2852 Goyne LOOP","23831","Chesterfield","Townhouse","01/03/2020","$190,000","$183,000","177","Resale (occupied at least once)","2003","Westchester Townhouses","1,712","0.04","4","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","1905483","719-67-63-94-800-000","CLOSD","14808 Acorn Ridge PL","23112","Chesterfield","Single Family Residence","01/03/2020","$145,000","$150,000","0","Resale (occupied at least once)","1987","Woodlake","2,210","0.25","4","2.1","Public Water","Community - Sewer/Septic","Conventional","Individuals"
"1","1933212","to be determined","CLOSD","13425 Karas WAY","23005","Hanover","Single Family Residence","01/04/2020","$399,500","$399,500","53","New (never occupied)","2019","Woodside Estates","2,883","0.50","5","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1923176","to be determined","CLOSD","6701 Welara RUN Unit#126-3","23120","Chesterfield","Condominium","01/05/2020","$401,915","$412,023","0","New (never occupied)","2019","Greenwich Walk At Foxcreek","2,540","","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1930353","760-759-0866","CLOSD","4100 West End DR","23294","Henrico","Single Family Residence","01/06/2020","$264,950","$253,000","19","Resale (occupied at least once)","1963","West End Manor","1,774","0.31","4","1.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","1933805","W000-1164-029","CLOSD","203 N Mulberry ST","23220","Richmond City","Single Family Residence","01/06/2020","$525,000","$520,000","24","Resale (occupied at least once)","1912","None","2,295","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1937404","788-68-40-10-600-000","CLOSD","3018 Bensley RD","23837","Chesterfield","Single Family Residence","01/06/2020","$115,990","$115,900","5","Resale (occupied at least once)","1956","Wentworth Home Sites","990","","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","1938921","N000-0990-021","CLOSD","3119 1st AVE","23222","Richmond City","Single Family Residence","01/06/2020","$355,000","$350,000","4","Resale (occupied at least once)","1920","None","2,718","0.23","8","3.0","Public Water","Sewer - Public","FHA New","Other"
"1","1905698","784-69-13-14-200-000","CLOSD","4800 Southmoor RD","23234","Chesterfield","Single Family Residence","01/06/2020","$459,950","$459,950","274","Resale (occupied at least once)","1988","Meadowbrook","4,652","1.20","4","4.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","1930503","N000-0968-025","CLOSD","3003 Moss Side AVE","23222","Richmond City","Single Family Residence","01/06/2020","$384,000","$384,000","57","Resale (occupied at least once)","1922","Ginter Park","2,407","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1936307","791-64-22-18-500-000","CLOSD","5009 Stoney Creek","23831","Chesterfield","Single Family Residence","01/06/2020","$279,000","$274,000","11","Resale (occupied at least once)","1989","Stoney Glen","2,700","0.62","5","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","1927120","781-67-39-80-300-000","CLOSD","8232 Indian Springs RD","23237","Chesterfield","Single Family Residence","01/06/2020","$249,950","$253,000","48","Resale (occupied at least once)","1985","Indian Springs - Chest","2,160","0.38","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","1931794","N000-1738-037","CLOSD","1812 Maple Shade LN","23227","Richmond City","Single Family Residence","01/06/2020","$230,000","$225,000","59","Resale (occupied at least once)","1937","Rosedale","1,638","0.17","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1938072","741-72-25-16-300-000","CLOSD","11310 Buckhead TER","23113","Chesterfield","Single Family Residence","01/06/2020","$814,950","$751,750","9","Resale (occupied at least once)","1986","Reeds Landing","5,815","1.03","7","4.2","Public Water","Septic - Conventional","Conventional","Individuals"
"1","1934843","W000-1472-014","CLOSD","3209 W Franklin ST","23221","Richmond City","Single Family Residence","01/06/2020","$549,000","$549,000","12","Resale (occupied at least once)","1924","None","2,681","0.08","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1932169","774-744-3490.041","CLOSD","1 Meadowlark LN Unit#1","23228","Henrico","Condominium","01/06/2020","$105,000","$105,000","58","Resale (occupied at least once)","1962","Hamlet Condominium","1,132","13.19","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936415","W000-1704-202","CLOSD","703 N Hamilton ST Unit#E","23221","Richmond City","Condominium","01/06/2020","$210,000","$216,000","3","Resale (occupied at least once)","1962","Mount Vernon Condominiums","880","0.02","2","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1930436","N000-1350-030","CLOSD","3511 North AVE","23222","Richmond City","Single Family Residence","01/06/2020","$189,500","$183,000","98","Resale (occupied at least once)","1967","None","1,144","0.20","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1929850","To be determined","CLOSD","113 Ashford Hill LOOP Unit#28-2","23236","Chesterfield","Condominium","01/06/2020","$390,250","$390,249","66","New (never occupied)","2019","Villas At Ashford Hill","1,802","","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1936807","N000-1558-016","CLOSD","3500 Meadowbridge RD","23222","Richmond City","Single Family Residence","01/06/2020","$185,000","$185,000","0","Resale (occupied at least once)","2008","North Highland Park","1,344","0.21","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1937301","C004-0410-005","CLOSD","7669 Cherokee RD","23225","Richmond City","Single Family Residence","01/06/2020","$265,000","$265,000","14","Resale (occupied at least once)","1978","Stratford Hills","1,439","0.45","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936106","S000-2466-020","CLOSD","3712 Moody AVE","23225","Richmond City","Single Family Residence","01/06/2020","$234,500","$230,000","13","","1944","Forest Hill Park Annex","1,410","0.19","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935025","784-68-23-06-300-000","CLOSD","6318 Daleshire DR","23234","Chesterfield","Single Family Residence","01/06/2020","$155,000","$170,000","6","Resale (occupied at least once)","1972","Meadowdale","1,120","0.26","3","1.1","Public Water","Community - Sewer/Septic, Sewer - Public","VHDA ","Individuals"
"1","1929336","to be determined","CLOSD","6705 Welara RUN Unit#124-3","23120","Chesterfield","Condominium","01/06/2020","$391,321","$391,321","0","New (never occupied)","2019","Greenwich Walk At Foxcreek","2,067","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1903465","735726633600000","CLOSD","3519 Seaford Crossing DR","23113","Chesterfield","Single Family Residence","01/06/2020","$494,985","$504,760","162","New (never occupied)","2019","Tarrington","2,626","","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1929506","780-68-74-63-900-000","CLOSD","5541 Sunbeam RD","23234","Chesterfield","Single Family Residence","01/06/2020","$259,950","$260,000","67","New (never occupied)","2019","Edgewood","1,600","0.41","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1935189","791-65-66-40-500-000","CLOSD","3741 W Hundred RD","23831","Chesterfield","Single Family Residence","01/06/2020","$199,999","$165,000","39","Resale (occupied at least once)","1947","East Chester","1,314","0.29","4","1.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","1921249","713-68-32-33-900-000","CLOSD","4113 Tweedsmuir RD","23120","Chesterfield","Single Family Residence","01/06/2020","$319,950","$311,000","39","Resale (occupied at least once)","1997","Beckenham","2,325","0.36","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936581","N016-0132-021","CLOSD","3523 Griffin AVE","23222","Richmond City","Single Family Residence","01/06/2020","$140,000","$143,000","11","Resale (occupied at least once)","1956","North Manor","875","0.14","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1921231","TBD","CLOSD","4352 Bon Secours PKY Unit#A","23233","Henrico","Condominium","01/06/2020","$299,655","$289,655","36","New (never occupied)","2019","Saunders Station At Broad Hill Centre","1,570","","2","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1935803","750-754-5320","CLOSD","10000 Joppa PL","23233","Henrico","Townhouse","01/06/2020","$219,000","$229,000","3","","1983","Ruxton","1,530","","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","1935433","S008-0781-051","CLOSD","3409 Deerwood RD","23234","Richmond City","Single Family Residence","01/06/2020","$145,000","$145,000","18","Resale (occupied at least once)","1948","Davee Gardens","1,201","0.19","3","2.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","1931390","8706-65-7882","CLOSD","8132 Marley DR Unit#8132","23116","Hanover","Townhouse","01/06/2020","$312,000","$302,000","25","Resale (occupied at least once)","2016","Marley Pointe","1,848","0.06","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","1938520","776-750-8385","CLOSD","7309 Alycia AVE","23228","Henrico","Single Family Residence","01/06/2020","$215,000","$225,000","3","Resale (occupied at least once)","1952","Oakmont","1,224","0.28","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","1937606","764-70-17-79-200-000","CLOSD","7218 Elkhardt RD","23225","Chesterfield","Single Family Residence","01/06/2020","$129,000","$135,000","2","Resale (occupied at least once)","1956","Southaven","1,227","0.27","3","1.0","Public Water","Sewer - Public","Cash","Other"
"1","1937059","775-766-4845","CLOSD","2448 Marions LN","23060","Henrico","Townhouse","01/06/2020","$279,950","$279,000","6","Resale (occupied at least once)","2016","Townes At Woodman","1,624","0.07","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1936962","S000-1486-011","CLOSD","3215 Semmes AVE","23225","Richmond City","Single Family Residence","01/06/2020","$320,000","$320,000","2","Resale (occupied at least once)","1904","Woodland Heights","1,692","0.11","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936825","829-716-4722","CLOSD","26 Monterey AVE","23150","Henrico","Single Family Residence","01/06/2020","$139,950","$137,000","11","Resale (occupied at least once)","1953","Sandston","951","0.23","2","1.0","Public Water","Sewer - Public","Other","Individuals"
"1","1936281","721-71-23-82-900-000","CLOSD","437 Michaux Branch TER","23113","Chesterfield","Single Family Residence","01/06/2020","$262,500","$257,000","28","Resale (occupied at least once)","1995","Michaux Creek","2,824","0.32","5","2.2","Public Water","Sewer - Public","Conventional","REO"
"1","1935067","782-66-92-91-000-000","CLOSD","4317 Laurel Oak RD","23237","Chesterfield","Single Family Residence","01/06/2020","$170,000","$167,500","3","","1984","Oakmont","1,056","1.79","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1934475","747-738-6173.031","CLOSD","8913 Ginger Way CT","23229","Henrico","Condominium","01/06/2020","$355,000","$345,000","36","Resale (occupied at least once)","1981","Mooreland Commons","1,863","0.06","2","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","1933881","756-735-8377.035","CLOSD","300 N Ridge RD Unit#35","23229","Henrico","Condominium","01/06/2020","$695,000","$675,000","18","Resale (occupied at least once)","1973","Westham Green Condo","3,990","0.06","3","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","1932453","7797-61-6872","CLOSD","10092 Poplar Hall CT","23116","Hanover","Single Family Residence","01/06/2020","$329,950","$320,000","42","Resale (occupied at least once)","1995","Kings Charter","2,435","0.22","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1931780","762-752-1515","CLOSD","7926 Chowning RD","23294","Henrico","Single Family Residence","01/06/2020","$270,000","$248,000","57","Resale (occupied at least once)","1970","Williamsburg Park","2,624","0.26","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1930811","826-715-4259","CLOSD","13 Kemper CT","23150","Henrico","Single Family Residence","01/06/2020","$159,950","$159,900","34","Resale (occupied at least once)","1918","Sandston","1,356","0.26","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","1930743","N000-0587-005","CLOSD","2224 Seminary AVE","23220","Richmond City","Single Family Residence","01/06/2020","$220,000","$218,000","64","Resale (occupied at least once)","1928","Chamberlayne Court","1,473","0.08","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
