"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2124498","7778-62-8823","CLOSD","11481 New Town CT","23059","Hanover","Single Family Residence","09/13/2021","$375,000","$390,000","3","Resale (occupied at least once)","2002","Cedarlea Park","2,322","0.29","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124451","7797-31-1968","CLOSD","9339 Locust LN","23116","Hanover","Single Family Residence","09/13/2021","$299,000","$304,000","8","Resale (occupied at least once)","1971","Beechwood Farms","1,911","","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124272","778-66-49-18-100-000","CLOSD","9601 Ladue RD","23237","Chesterfield","Single Family Residence","09/13/2021","$255,000","$265,000","5","Resale (occupied at least once)","1986","Salem Woods","1,776","0.28","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2124206","N000-0538-019","CLOSD","218 W Graham RD","23222","Richmond City","Single Family Residence","09/13/2021","$549,900","$549,900","6","Resale (occupied at least once)","1920","Battery Park","2,268","0.15","3","2.1","Public Water","Sewer - Public","Conventional","Corporate, Individuals"
"1","2124195","E000-0433-030","CLOSD","723 N 26th ST","23223","Richmond City","Single Family Residence","09/13/2021","$489,900","$490,000","8","Resale (occupied at least once)","1920","None","2,446","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124179","C005-0129-004","CLOSD","5941 Fairlee RD","23225","Richmond City","Single Family Residence","09/13/2021","$199,000","$200,000","5","Resale (occupied at least once)","1961","Shirley Hills","1,405","0.28","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2124057","S007-1432-014","CLOSD","1504 Gunn ST","23224","Richmond City","Single Family Residence","09/13/2021","$107,500","$120,000","17","Resale (occupied at least once)","1956","Southside Gardens","967","0.22","2","1.0","Public Water","Sewer - Public","Cash","REO"
"1","2124045","776-66-08-24-400-000","CLOSD","10501 Salem Oaks DR","23237","Chesterfield","Single Family Residence","09/13/2021","$300,000","$335,000","3","Resale (occupied at least once)","1989","Salem Oaks","1,912","0.34","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124001","733-750-9632","CLOSD","2014 Shady Branch TRL","23238","Henrico","Single Family Residence","09/13/2021","$380,000","$380,000","5","Resale (occupied at least once)","1985","The Woodlands","1,588","0.31","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2123996","729-66-94-01-700-000","CLOSD","13737 War Admiral DR","23112","Chesterfield","Single Family Residence","09/13/2021","$289,000","$290,000","4","Resale (occupied at least once)","1992","Triple Crown","1,930","0.33","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2123964","720-69-19-89-400-000","CLOSD","15100 Tomahawk Ridge DR","23112","Chesterfield","Single Family Residence","09/13/2021","$409,000","$430,000","4","Resale (occupied at least once)","2007","Watermill","3,063","0.40","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2123848","N000-2181-004","CLOSD","1417 Bellevue AVE","23227","Richmond City","Single Family Residence","09/13/2021","$369,500","$360,000","9","Resale (occupied at least once)","1936","Brookdale","1,508","0.20","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2123367","755-737-8854.013","CLOSD","8124 Greystone East CIR","23229","Henrico","Condominium","09/13/2021","$239,950","$277,100","6","Resale (occupied at least once)","1986","Greystone Condominium","1,445","0.03","2","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2123303","C008-0835-030","CLOSD","4140 Holcombe RD","23234","Richmond City","Single Family Residence","09/13/2021","$185,000","$195,000","6","Resale (occupied at least once)","1964","Dorchester","1,339","0.26","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2123293","766-739-1262","CLOSD","6515 W Franklin ST","23226","Henrico","Single Family Residence","09/13/2021","$469,000","$469,000","7","Resale (occupied at least once)","1951","Monument Hills","1,918","0.22","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2123146","792-64-16-09-800-000","CLOSD","4042 Hiddenwell LN","23831","Chesterfield","Single Family Residence","09/13/2021","$385,000","$390,000","9","Resale (occupied at least once)","2016","Wellspring","2,480","0.28","5","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2122945","33-6-0-11-0","CLOSD","2475 Hillstream DR","23146","Goochland","Single Family Residence","09/13/2021","$450,000","$484,000","4","Resale (occupied at least once)","1989","Beacon Hill","3,092","2.06","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2122771","817-723-1650","CLOSD","402 Lowell ST","23223","Henrico","Single Family Residence","09/13/2021","$240,000","$241,000","7","Resale (occupied at least once)","1978","Wynfield","1,368","0.26","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2122734","724-69-19-76-100-000","CLOSD","2005 Deer Meadow CT","23112","Chesterfield","Single Family Residence","09/13/2021","$275,000","$270,000","14","Resale (occupied at least once)","1988","Deer Meadow","1,496","0.15","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2122523","E000-0438-010","CLOSD","2611 E Broad ST","23223","Richmond City","Single Family Residence","09/13/2021","$550,000","$565,000","2","Resale (occupied at least once)","1895","Mann-Netherwood","2,882","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2122431","8714-32-9055","CLOSD","7107 Bruce Academy CT","23111","Hanover","Single Family Residence","09/13/2021","$275,000","$275,000","7","Resale (occupied at least once)","1990","Bruce Estates","1,752","0.31","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2122045","N017-0211-027","CLOSD","1230 Warren AVE","23227","Richmond City","Single Family Residence","09/13/2021","$399,000","$424,200","6","Resale (occupied at least once)","1937","Bellevue Court","1,765","0.16","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2121677","766-69-87-49-700-000 & 766-69-95-41-100-00","CLOSD","6940 & 6950 Dyer LN","23225","Chesterfield","Single Family Residence","09/13/2021","$200,000","$407,000","17","Resale (occupied at least once)","1920","None","1,440","13.80","4","1.0","Well","Septic - Conventional","Cash","Estate"
"1","2121328","W000-0162-052","CLOSD","725 S Laurel ST","23220","Richmond City","Condominium","09/13/2021","$450,000","$440,000","16","Resale (occupied at least once)","2005","Overlook Townhouses","2,670","0.06","4","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2121071","807-727-8417","CLOSD","924 Wheelwood WAY","23223","Henrico","Single Family Residence","09/13/2021","$280,000","$282,500","8","Resale (occupied at least once)","1998","Huntwood","2,104","0.22","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2120020","750-754-5062","CLOSD","10006 Joppa CT","23233","Henrico","Townhouse","09/13/2021","$237,000","$235,000","26","Resale (occupied at least once)","1983","Ruxton","1,530","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2119938","C005-0852-010","CLOSD","500 Deter RD","23225","Richmond City","Single Family Residence","09/13/2021","$130,000","$163,000","5","Resale (occupied at least once)","1968","Exeter Meadows","1,428","0.24","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2119680","7823-99-2614","CLOSD","15548 Mount Air CT","23192","Hanover","Single Family Residence","09/13/2021","$419,000","$424,000","10","Resale (occupied at least once)","1996","Goshen Woods","2,026","2.62","4","2.1","Well","Septic - Conventional","VA New","Individuals"
"1","2119387","789-64-24-24-900-000","CLOSD","13910 Cobble Glen CT","23831","Chesterfield","Single Family Residence","09/13/2021","$314,995","$325,000","21","Resale (occupied at least once)","1990","Cobble Glen","2,701","0.26","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2119057","777-65-77-87-000-000","CLOSD","6118 Walnut Landing WAY","23831","Chesterfield","Single Family Residence","09/13/2021","$395,000","$392,500","20","Resale (occupied at least once)","1989","Arbor Landing","3,429","0.40","4","2.2","Public Water","Sewer - Public","VA New","Individuals"
"1","2118968","7797-81-9774","CLOSD","10127 Meadow Pond DR","23116","Hanover","Single Family Residence","09/13/2021","$599,950","$610,000","24","Resale (occupied at least once)","2013","Honey Meadows","4,240","0.32","4","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2118146","822-64-63-96-500-000","CLOSD","14121 State AVE","23836","Chesterfield","Single Family Residence","09/13/2021","$199,950","$199,950","8","Resale (occupied at least once)","1951","Enon","1,118","0.26","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2117738","52A1 2   227","CLOSD","1104 Diascund PT","23089","New Kent","Single Family Residence","09/13/2021","$1,600,000","$1,600,000","40","Resale (occupied at least once)","2018","The Colonies - New Kent","7,782","2.61","5","5.2","Community Well","Septic - Alternative","Conventional","Individuals"
"1","2116970","722-66-37-22-100-000","CLOSD","9201 Winterpock RD","23832","Chesterfield","Single Family Residence","09/13/2021","$498,000","$485,000","44","Resale (occupied at least once)","1966","None","3,361","2.52","6","2.1","Well","Septic - Conventional","FHA New","Individuals"
"1","2115805","789-765-5336","CLOSD","2853 Fairway Homes WAY","23059","Henrico","Single Family Residence","09/13/2021","$385,000","$375,000","48","Resale (occupied at least once)","2001","Cross Point","2,488","0.18","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","REIN10383379","52A1 2   227","CLOSD","1104 Diascund PT","23089","New Kent","Single Family Residence","09/13/2021","$1,600,000","$1,600,000","39","Resale (occupied at least once)","2018","THE COLONIES","7,782","2.61","5","7.0","Public Water","Septic","",""
"1","2123521","C005-0187-026","CLOSD","6627 Greenvale DR","23225","Richmond City","Single Family Residence","09/14/2021","$344,950","$344,950","8","Resale (occupied at least once)","1966","Westlake Hills","2,624","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Corporate, Individuals"
"1","2123089","N000-1224-010","CLOSD","3312 Suffolk RD","23227","Richmond City","Single Family Residence","09/14/2021","$375,000","$464,000","8","Resale (occupied at least once)","1947","Sherwood Park","2,270","0.26","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2121134","034A-5-12","CLOSD","1965 Walnut Tree RD","23139","Powhatan","Single Family Residence","09/14/2021","$365,000","$375,000","33","Resale (occupied at least once)","2019","Walnut Creek","1,953","3.73","4","2.1","Well","Septic - Conventional","FHA New","Individuals"
"1","2122589","E000-0436-009","CLOSD","416 N 27th ST","23223","Richmond City","Single Family Residence","09/14/2021","$474,000","$472,500","12","Resale (occupied at least once)","1896","None","2,100","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124090","742-68-53-40-600-000","CLOSD","11524 Genito RD","23112","Chesterfield","Single Family Residence","09/14/2021","$219,950","$237,000","3","Resale (occupied at least once)","1971","Lake Genito","1,673","0.40","4","2.0","Public Water","Septic - Conventional","Conventional","Estate"
"1","2124177","10A  2BB  10","CLOSD","9970 Deerlake DR","23124","New Kent","Single Family Residence","09/14/2021","$329,000","$338,000","8","Resale (occupied at least once)","2008","Deerlake","2,043","0.60","4","3.0","Public Water","Septic - Alternative, Septic - Conventional","Conventional","Individuals"
"1","2114799","C006-0619-050","CLOSD","114 & 124 Pember LN","23224","Richmond City","Single Family Residence","09/14/2021","$208,000","$200,000","17","Resale (occupied at least once)","1926","None","849","1.01","2","1.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2104027","708675933600000","CLOSD","17025 Thornapple CT","23120","Chesterfield","Single Family Residence","09/14/2021","$365,675","$383,540","0","New (never occupied)","2021","Wynwood at Foxcreek","2,200","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2120769","732686712500000","CLOSD","3201 Gannet LN Unit#148","23112","Chesterfield","Townhouse","09/14/2021","$386,940","$399,877","31","New (never occupied)","2021","Towns at Swift Creek","2,574","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2104021","8706-57-4987","CLOSD","8145 Lyman CT","23116","Hanover","Single Family Residence","09/14/2021","$484,800","$484,800","0","New (never occupied)","2021","Rutland","2,369","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2122607","C009-0065-002","CLOSD","3601 Chapel DR","23224","Richmond City","Single Family Residence","09/14/2021","$190,000","$205,000","7","Resale (occupied at least once)","1951","None","1,441","0.26","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2122101","742-67-92-41-900-000","CLOSD","11407 Bailey Woods DR","23112","Chesterfield","Single Family Residence","09/14/2021","$243,950","$243,950","18","Resale (occupied at least once)","1995","Bailey Ridge Estates","1,244","0.21","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2121856","826-720-4076","CLOSD","145 Elsing Green WAY","23075","Henrico","Single Family Residence","09/14/2021","$274,000","$275,000","8","Resale (occupied at least once)","1996","Fairlawn","1,920","0.18","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2124497","741-67-90-39-700-000","CLOSD","11731 Bailey Woods DR","23112","Chesterfield","Single Family Residence","09/14/2021","$225,000","$225,000","5","Resale (occupied at least once)","1989","Bailey Ridge Estates","1,326","0.37","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2119887","46        10J","CLOSD","4150 Tilford Mill LN","23011","New Kent","Single Family Residence","09/14/2021","$199,000","$199,000","5","Resale (occupied at least once)","2001","None","2,052","1.00","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2122973","737-67-25-00-200-000","CLOSD","12612 Erika Hill PL","23112","Chesterfield","Single Family Residence","09/14/2021","$385,000","$380,000","15","Resale (occupied at least once)","2003","Bayhill Pointe","2,486","0.64","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2126016","053-5A","CLOSD","1464 Schroeder RD","23139","Powhatan","Single Family Residence","09/14/2021","$200,000","$205,000","4","Resale (occupied at least once)","1962","None","1,260","0.85","3","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2125041","757-70-26-41-700-000","CLOSD","8511 Scottingham CT","23236","Chesterfield","Single Family Residence","09/14/2021","$185,000","$207,000","5","Resale (occupied at least once)","1983","Solar I","926","0.28","2","1.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2124893","737-69-38-54-300-000","CLOSD","1917 Porters Mill LN","23114","Chesterfield","Single Family Residence","09/14/2021","$260,500","$282,651","4","Resale (occupied at least once)","1993","Smoketree South","1,574","0.81","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2124836","58-37-4-17-0","CLOSD","305 Glenmeade CIR","23103","Goochland","Single Family Residence","09/14/2021","$895,500","$895,500","4","Resale (occupied at least once)","2006","Kinloch","4,243","0.70","5","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2124741","762-759-0280","CLOSD","8705 Lonepine RD","23294","Henrico","Single Family Residence","09/14/2021","$250,000","$230,000","10","Resale (occupied at least once)","1961","West End Manor","1,366","0.26","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124700","N018-0401-010","CLOSD","714 Maggie Walker AVE","23222","Richmond City","Single Family Residence","09/14/2021","$115,000","$92,000","6","Resale (occupied at least once)","1930","Washington Park","875","0.07","2","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2124689","739-771-3208","CLOSD","11916 Westcott Landing CT","23059","Henrico","Single Family Residence","09/14/2021","$985,000","$1,086,000","5","Resale (occupied at least once)","2007","Westcott At Grey Oaks","4,967","0.55","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124620","789-64-47-53-700-000","CLOSD","4600 Greywater DR","23831","Chesterfield","Single Family Residence","09/14/2021","$329,000","$315,000","2","Resale (occupied at least once)","2002","Stoney Glen","2,168","0.32","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2124616","723-65-54-39-800-000","CLOSD","11607 Longtown MEWS","23112","Chesterfield","Single Family Residence","09/14/2021","$369,950","$375,000","2","Resale (occupied at least once)","2020","Collington","2,192","0.28","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2124551","739-68-42-05-600-000","CLOSD","3603 Taplow CIR","23112","Chesterfield","Single Family Residence","09/14/2021","$345,000","$375,000","5","Resale (occupied at least once)","1993","St Regents Lake","2,203","0.27","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124410","731-746-9484","CLOSD","1504 Westshire LN","23238","Henrico","Single Family Residence","09/14/2021","$340,000","$355,000","3","Resale (occupied at least once)","1973","Tuckahoe Village West","2,280","0.39","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2124398","771-759-6566","CLOSD","9705 Esmont RD","23228","Henrico","Single Family Residence","09/14/2021","$209,995","$215,000","2","Resale (occupied at least once)","1958","Laurel Park","1,040","0.27","3","1.0","Public Water","Sewer - Public","FHA New Assumption","Individuals"
"1","2124395","760-69-74-65-200-000","CLOSD","2117 Gateshead DR","23235","Chesterfield","Single Family Residence","09/14/2021","$300,000","$300,000","2","Resale (occupied at least once)","1972","Surreywood","2,741","0.43","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124255","730-753-3573","CLOSD","12405 Pleasant Run TER","23233","Henrico","Single Family Residence","09/14/2021","$389,900","$417,000","2","Resale (occupied at least once)","1983","Tuckahoe Village West","1,832","0.43","4","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2124225","735-753-7078","CLOSD","12720 Copperas LN","23233","Henrico","Single Family Residence","09/14/2021","$315,000","$312,760","12","Resale (occupied at least once)","1989","Ashley Glen","1,376","0.24","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124200","759-760-0555","CLOSD","4236 English Holly CIR","23294","Henrico","Single Family Residence","09/14/2021","$325,000","$328,500","6","Resale (occupied at least once)","2000","Park West","1,380","","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124163","721-67-76-05-000-000","CLOSD","14408 Woods Walk CT","23112","Chesterfield","Single Family Residence","09/14/2021","$270,000","$295,000","2","Resale (occupied at least once)","1985","Woods Walk","1,266","0.21","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2124062","819-720-0144","CLOSD","117 South ST","23075","Henrico","Single Family Residence","09/14/2021","$240,000","$245,000","3","Resale (occupied at least once)","2006","Highland Springs","1,352","0.42","3","2.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2123939","805-723-7785","CLOSD","121 Echo AVE","23223","Henrico","Single Family Residence","09/14/2021","$369,950","$330,000","8","Resale (occupied at least once)","2021","Glen Echo Park","1,895","0.22","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
