"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2533430","779-66-92-83-500-000","CLOSD","8736 Sunset Knoll RD","23237","Chesterfield","Single Family Residence","02/23/2026","$339,950","$338,000","14","Resale (occupied at least once)","1988","Ashton Woods North","1,308","0.29","4","2.0","Public Water","Sewer - Public","FHA New","Corporate, Individuals"
"1","2531964","N0001318018","CLOSD","1612 Brookland PKY","23227","Richmond City","Single Family Residence","02/23/2026","$599,000","$580,000","20","Resale (occupied at least once)","1952","Sherwood Park","","0.51","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2528157","777-753-3637","CLOSD","2412 Swartwout AVE","23228","Henrico","Single Family Residence","02/23/2026","$304,999","$305,000","109","Resale (occupied at least once)","1949","Woodland Hills","","0.22","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2525822","747678923300000","CLOSD","10345 Qualla Trace DR","23832","Chesterfield","Single Family Residence","02/23/2026","$509,510","$509,510","0","New (never occupied)","2025","Qualla Trace","1,608","","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2533767","Not Yet Assigned","CLOSD","5304 Twisting Vine LN Unit#203","23059","Henrico","Condominium","02/23/2026","$312,490","$312,490","21","New (never occupied)","2025","Twin Hickory","1,227","","1","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2532260","E010-0047-012","CLOSD","5105 Salem ST","23231","Richmond City","Single Family Residence","02/23/2026","$349,900","$352,500","54","Resale (occupied at least once)","1951","Powhatan Place","1,377","0.23","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2529953","8764-38-2310","CLOSD","7493 Hidden Lake CIR","23111","Hanover","Single Family Residence","02/23/2026","$715,000","$710,000","68","Resale (occupied at least once)","1990","Hidden Lake Estates","3,373","4.70","4","3.0","Well","Septic - Conventional","VA New","Individuals"
"1","2522395","744-769-1948","CLOSD","11532 Saddleridge RD","23059","Henrico","Single Family Residence","02/23/2026","$595,000","$595,000","86","Resale (occupied at least once)","2000","Saddleridge At Twin Hickory","2,934","0.22","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532685","781-756-5960.176","CLOSD","1563 Front Royal DR","23228","Henrico","Condominium","02/23/2026","$249,500","$239,000","30","Resale (occupied at least once)","1983","Stonewall Manor Condominiums","1,052","35.71","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2519852","838-713-4773","CLOSD","2117 Destination DR Unit#B","23150","Henrico","Condominium","02/23/2026","$264,990","$253,886","0","New (never occupied)","2025","Landmark","","","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2602043","759679574500000","CLOSD","9331 Alcove Grove RD","23832","Chesterfield","Single Family Residence","02/23/2026","$395,000","$385,000","9","Resale (occupied at least once)","2006","Five Forks Village","","0.36","4","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2531713","760-761-4934","CLOSD","4504 W End DR","23294","Henrico","Single Family Residence","02/23/2026","$299,999","$260,000","8","Resale (occupied at least once)","1964","West End Manor","1,156","0.28","3","1.0","Public Water","Sewer - Public","Conventional","Estate"
"1","2527655","32-1-0-4-0","CLOSD","2758 Perkinsville RD","23102","Goochland","Single Family Residence","02/23/2026","$499,950","$499,950","78","New (never occupied)","2025","None","1,600","1.22","3","2.0","Well","Septic - Conventional","Conventional","Corporate"
"1","2601724","S006-0112-015","CLOSD","5411 Dorchester RD","23225","Richmond City","Single Family Residence","02/23/2026","$725,000","$726,250","2","Resale (occupied at least once)","1941","Westover Hills","2,058","0.24","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530429","753-69-52-47-600-000","CLOSD","2121 Camborne RD","23236","Chesterfield","Single Family Residence","02/23/2026","$415,000","$395,000","83","Resale (occupied at least once)","1972","Spring Hill","2,214","0.83","3","2.0","Public Water","Septic - Conventional","Conventional","Estate"
"1","2600527","W021-0173-003","CLOSD","6810 Three Chopt RD","23226","Richmond City","Single Family Residence","02/23/2026","$549,950","$549,950","3","Resale (occupied at least once)","1947","College View","1,657","0.21","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2601372","738-68-73-16-700-000","CLOSD","12310 Duck River RD","23112","Chesterfield","Single Family Residence","02/23/2026","$265,000","$267,500","3","Resale (occupied at least once)","1985","Plum Creek At South Ridge","1,020","0.29","3","2.0","Public Water","None","FHA New","Partnership"
"1","2601007","799-694-9521","CLOSD","981 Sholey RD","23231","Henrico","Single Family Residence","02/23/2026","$325,000","$325,000","59","Resale (occupied at least once)","1994","Richmond Heights","1,125","2.30","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2516471","785-771-1315","CLOSD","9678 Turning Point DR Unit#B","23059","Henrico","Condominium","02/23/2026","$389,080","$389,080","79","New (never occupied)","2025","Village at Virginia Center Commons","2,345","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2602353","738-67-05-98-800-000","CLOSD","12325 Hillcreek TER","23112","Chesterfield","Single Family Residence","02/23/2026","$485,000","$485,000","3","Resale (occupied at least once)","2001","Bayhill Pointe","2,456","0.37","4","3.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2520733","E000-0376-017","CLOSD","815 Jessamine ST","23223","Richmond City","Single Family Residence","02/23/2026","$439,990","$403,000","132","Resale (occupied at least once)","1870","None","1,630","0.07","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601438","732-70-93-36-200-000","CLOSD","1312 Oldbury RD","23113","Chesterfield","Single Family Residence","02/23/2026","$379,000","$393,142","4","Resale (occupied at least once)","1988","Buckingham","1,596","0.30","3","2.0","Public Water","Sewer - Public","Conventional","Other"
"1","2602157","774-768-2896","CLOSD","10907 Baxter RD","23060","Henrico","Single Family Residence","02/23/2026","$369,950","$392,000","5","Resale (occupied at least once)","1974","Laurel West","1,580","0.31","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601722","756-61-70-36-000-000","CLOSD","10009 River RD","23803","Chesterfield","Single Family Residence","02/23/2026","$475,000","$475,000","2","Resale (occupied at least once)","1988","None","1,616","5.37","3","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2601196","8715-41-9131","CLOSD","8054 Lynmar Lane","23111","Hanover","Single Family Residence","02/23/2026","$275,000","$280,000","2","Resale (occupied at least once)","1965","Bell Creek Estates","","0.34","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2601192","753-753-5958","CLOSD","9404 Minna DR","23229","Henrico","Single Family Residence","02/23/2026","$429,500","$430,000","3","Resale (occupied at least once)","1963","Westbriar","1,669","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601050","739-70-25-54-600-000","CLOSD","11603 Durrington DR","23236","Chesterfield","Single Family Residence","02/23/2026","$599,950","$590,000","7","Resale (occupied at least once)","1987","Ashley Woods","3,988","0.76","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2600534","749-71-11-57-800-000","CLOSD","1445 Bargrove RD","23235","Chesterfield","Single Family Residence","02/23/2026","$329,950","$375,000","5","Resale (occupied at least once)","1969","Bon Air Terrace Add","1,352","0.38","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2600490","711-66-22-77-500-000","CLOSD","8530 Glen Royal DR","23832","Chesterfield","Single Family Residence","02/23/2026","$679,000","$682,500","8","Resale (occupied at least once)","2019","Harpers Mill","3,346","0.28","5","4.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2600462","811-64-97-59-500-000","CLOSD","13618 Silverdust LN","23836","Chesterfield","Single Family Residence","02/23/2026","$475,000","$485,000","6","Resale (occupied at least once)","2009","Cypress Woods","2,868","0.31","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2600377","789-66-14-66-400-000","CLOSD","10812 Erin Green CT","23831","Chesterfield","Single Family Residence","02/23/2026","$399,950","$390,000","11","Resale (occupied at least once)","1990","Erin Green","1,718","0.30","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2600263","736-768-2008","CLOSD","4730 Hepler Ridge WAY","23059","Henrico","Single Family Residence","02/23/2026","$725,000","$712,000","8","Resale (occupied at least once)","2019","Smith Grove at Bacova","2,864","0.17","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2600221","706-68-13-98-500-000","CLOSD","17101 Westington RD","23120","Chesterfield","Single Family Residence","02/23/2026","$599,950","$600,000","15","Resale (occupied at least once)","2023","Westerleigh","2,812","0.29","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2600056","785-67-64-22-700-000","CLOSD","3509 Argent LN","23237","Chesterfield","Townhouse","02/23/2026","$325,000","$320,000","5","Resale (occupied at least once)","2009","Silverleaf","","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2533812","775-754-0202","CLOSD","8216 Ireton RD","23228","Henrico","Single Family Residence","02/23/2026","$345,000","$380,000","28","Resale (occupied at least once)","1959","Sedgefield Manor","1,929","0.24","3","2.0","Public Water","Sewer - Public","Conventional","Corporate, REO"
"1","2533191","714-66-25-00-300-000","CLOSD","9330 Widthby RD","23832","Chesterfield","Single Family Residence","02/23/2026","$529,900","$521,500","30","Resale (occupied at least once)","2023","Harpers Mill","1,905","0.16","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2533157","743-71-56-31-100-000","CLOSD","11103 Cranbeck TER","23235","Chesterfield","Single Family Residence","02/23/2026","$485,000","$516,000","4","Resale (occupied at least once)","1985","Cranbrook","2,195","0.48","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532599","736-758-8251","CLOSD","2721 Windingdale DR","23233","Henrico","Single Family Residence","02/23/2026","$650,000","$770,000","5","Resale (occupied at least once)","1991","Glen Gary","3,280","0.28","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531112","772-735-5697.050","CLOSD","5100 Monument AVE Unit#416","23230","Henrico","Condominium","02/23/2026","$215,000","$215,000","46","Resale (occupied at least once)","1961","5100 Monument","730","0.01","1","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2528624","N000-1740-006","CLOSD","1615 W Laburnum AVE","23227","Richmond City","Single Family Residence","02/23/2026","$599,000","$599,000","94","Resale (occupied at least once)","1921","Laburnum Park","2,625","0.36","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2527630","7797-88-1538","CLOSD","10434 Oak Cottage DR","23116","Hanover","Single Family Residence","02/23/2026","$675,000","$650,000","108","Resale (occupied at least once)","1995","Ash Creek","3,925","0.38","6","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2526287","721704256300000","CLOSD","924 Landon Laurel LN","23114","Chesterfield","Single Family Residence","02/23/2026","$749,140","$749,140","0","New (never occupied)","2025","Charter Colony West","2,642","","3","3.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2525727","733-65-89-18-200-000","CLOSD","10302 Teelin CT","23832","Chesterfield","Single Family Residence","02/23/2026","$519,000","$495,000","106","Resale (occupied at least once)","1990","Donegal Glen","2,704","0.77","4","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2517728","8715-96-8873","CLOSD","8125 Janice AVE","23111","Hanover","Single Family Residence","02/23/2026","$435,000","$430,000","54","Resale (occupied at least once)","2011","Meredith Place","1,796","0.10","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","BRTVACF2001366","756617036000000","CLOSD","10009 River RD","23803","Chesterfield","Single Family Residence","02/23/2026","$475,000","$475,000","0","Resale (occupied at least once)","1988","NONE AVAILABLE","1,731","5.37","3","3.0","Well","Septic","",""
"1","BRTVARC2000808","S0060112015","CLOSD","5411 Dorchester RD","23225","Richmond City","Single Family Residence","02/23/2026","$725,000","$726,250","3","Resale (occupied at least once)","1941","WESTOVER HILLS","2,084","0.24","3","3.0","Public Water","Sewer - Public, Public Sewer On Site","",""
"1","2600899","E000-0877-036","CLOSD","1113.5 N 33rd ST","23223","Richmond City","Single Family Residence","02/24/2026","$385,000","$385,000","10","Resale (occupied at least once)","1910","None","","0.05","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2528797","827649131100000","CLOSD","14148 Enon Station TER","23836","Chesterfield","Single Family Residence","02/24/2026","$420,515","$420,515","0","New (never occupied)","2025","Enon Station","1,823","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2527794","770678696600000","CLOSD","6537 Topsail PT","23234","Chesterfield","Townhouse","02/24/2026","$347,990","$347,990","12","New (never occupied)","2025","Watermark","1,474","0.00","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2530210","697-67-28-68-000-000","CLOSD","6806 Cove Creek CT","23120","Chesterfield","Single Family Residence","02/24/2026","$719,950","$720,000","64","New (never occupied)","2025","Magnolia Green","3,488","0.25","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2522835","768-759-3686","CLOSD","8005 Lake Laurel LN Unit#A","23060","Henrico","Condominium","02/24/2026","$364,990","$364,990","7","New (never occupied)","2025","None","1,606","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2600857","723-66-51-66-700-000","CLOSD","8605 Old Brompton RD","23832","Chesterfield","Single Family Residence","02/24/2026","$549,950","$520,000","6","Resale (occupied at least once)","1990","Birkdale","3,166","0.55","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2600832","758-69-53-59-900-000","CLOSD","2201 Oxer CT","23235","Chesterfield","Single Family Residence","02/24/2026","$335,000","$330,000","12","Resale (occupied at least once)","1984","Foxberry","1,296","0.32","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2516458","Not Yet Assigned","CLOSD","4730 Tuscany Sun WAY","23120","Chesterfield","Single Family Residence","02/24/2026","$647,440","$647,440","47","New (never occupied)","2025","East Estates At Mount Hermon","4,579","","5","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2601630","8753-95-2052","CLOSD","6256 Denise Lynn CT","23111","Hanover","Single Family Residence","02/24/2026","$530,000","$530,000","11","Resale (occupied at least once)","2001","Boundary Run","1,728","10.09","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2600946","719-71-23-43-600-000","CLOSD","14825 Diamond Creek TER","23113","Chesterfield","Single Family Residence","02/24/2026","$535,000","$528,000","16","Resale (occupied at least once)","2016","Brookcreek Crossing","2,512","0.14","4","3.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2531941","711-68-26-39-600-000","CLOSD","16524 Benmore RD","23120","Chesterfield","Single Family Residence","02/24/2026","$549,950","$549,000","66","Resale (occupied at least once)","1976","Beckenham","1,679","3.88","3","2.0","Public Water","Septic - Conventional","VA New","Individuals"
"1","2531847","802-729-4174","CLOSD","2009 Hobson LN","23223","Henrico","Single Family Residence","02/24/2026","$260,000","$260,000","66","Resale (occupied at least once)","1949","Montezuma Gardens","1,308","0.33","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532821","739-66-89-77-400-000","CLOSD","11954 Sugar Hill DR","23112","Chesterfield","Single Family Residence","02/24/2026","$469,000","$449,000","41","Resale (occupied at least once)","2006","Bayhill Pointe","2,371","0.43","3","2.0","Public Water","Sewer - Public","Conventional","REO"
"1","2532137","789-64-04-94-100-000","CLOSD","4502 Edenton PL","23831","Chesterfield","Single Family Residence","02/24/2026","$420,000","$420,000","51","New (never occupied)","2025","Greenbriar","","0.34","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2602503","763-69-38-90-800-000","CLOSD","7416 Newbys CT","23832","Chesterfield","Single Family Residence","02/24/2026","$319,000","$317,000","4","Resale (occupied at least once)","1984","Holly Ridge","1,054","0.17","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2601273","S000-0762-013","CLOSD","2005 Ingram AVE","23224","Richmond City","Single Family Residence","02/24/2026","$160,000","$165,000","8","Resale (occupied at least once)","1950","Mason Park","971","0.11","2","1.0","Public Water","Sewer - Public","Other","Corporate"
"1","2600646","814-724-7994","CLOSD","3820 Flat Field TER","23223","Henrico","Single Family Residence","02/24/2026","$339,950","$345,000","3","Resale (occupied at least once)","2002","Oakley Meadows","1,567","0.17","4","2.1","Public Water","Sewer - Public","Conventional","Corporate, Individuals"
"1","2533378","039-36C","CLOSD","3621 Old Buckingham RD","23139","Powhatan","Single Family Residence","02/24/2026","$399,000","$385,000","38","Resale (occupied at least once)","1993","None","","4.00","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2530858","804-729-9743","CLOSD","2628 Grand Glen RD","23223","Henrico","Single Family Residence","02/24/2026","$385,993","$388,000","15","Resale (occupied at least once)","2004","Glenwood Lakes","2,564","0.22","5","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2502490","8707-80-1765","CLOSD","8489 Chimney Rock DR","23116","Hanover","Single Family Residence","02/24/2026","$689,000","$689,000","164","New (never occupied)","2025","Stags Leap","2,129","0.16","3","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2600578","7820-07-8186","CLOSD","13382 Rollingwood LN","23192","Hanover","Single Family Residence","02/24/2026","$569,950","$567,475","11","Resale (occupied at least once)","1972","Rollingwood Sub","2,436","5.25","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2527480","726-71-07-81-500-000","CLOSD","14000 Westfield RD","23113","Chesterfield","Single Family Residence","02/24/2026","$495,000","$495,000","63","Resale (occupied at least once)","1954","None","1,453","2.00","3","2.1","Public Water","Septic - Conventional","Conventional","Corporate"
"1","2602132","N000-0874-007","CLOSD","2906 Montrose AVE","23222","Richmond City","Single Family Residence","02/24/2026","$499,900","$530,000","1","Resale (occupied at least once)","1920","Parkland","2,265","0.14","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2602040","773-755-6462","CLOSD","8605 Sedgemoor DR","23228","Henrico","Single Family Residence","02/24/2026","$359,900","$365,000","6","Resale (occupied at least once)","1994","Brookland Gardens","1,440","0.49","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601959","8706-31-7465","CLOSD","8409 McFaye AVE","23116","Hanover","Single Family Residence","02/24/2026","$375,000","$395,000","2","Resale (occupied at least once)","1973","Hanover Heights","1,325","0.38","4","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2601792","7870-94-2295","CLOSD","608 Old Station ST","23005","Hanover","Single Family Residence","02/24/2026","$459,950","$480,000","4","Resale (occupied at least once)","2007","Berkley Woods","2,135","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601478","744717147000000","CLOSD","2730 Live Oak LN","23113","Chesterfield","Single Family Residence","02/24/2026","$1,220,000","$1,130,000","7","Resale (occupied at least once)","2003","Oak Park","","","3","3.1","Public Water","Sewer - Public","Conventional","Estate"
"1","2601210","58-54-3-43-0","CLOSD","9257 Cerulean PL","23238","Goochland","Townhouse","02/24/2026","$569,950","$565,000","3","Resale (occupied at least once)","2024","Mosaic at West Creek","","0.09","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2600913","043-1A-9","CLOSD","1530 Greenberry RD","23139","Powhatan","Single Family Residence","02/24/2026","$674,950","$687,000","5","Resale (occupied at least once)","1973","High Hills","2,828","5.98","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2600345","703-66-89-53-900-000","CLOSD","17719 Memorial Tournament DR","23120","Chesterfield","Townhouse","02/24/2026","$399,900","$399,900","20","Resale (occupied at least once)","2017","Magnolia Green","1,827","0.05","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2600029","051A-7-2","CLOSD","3645 Quarter Mill DR","23139","Powhatan","Single Family Residence","02/24/2026","$599,900","$545,000","8","Resale (occupied at least once)","2004","Quarter Mill","3,388","2.97","4","5.0","Well","Septic - Conventional","VA New","Individuals"
"1","2533861","730-67-14-36-800-000","CLOSD","13501 Buck Rub DR","23112","Chesterfield","Single Family Residence","02/24/2026","$352,500","$348,000","10","Resale (occupied at least once)","1988","Deer Run","1,359","0.35","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2533498","7874-30-6665","CLOSD","11479 Mount Hope Church RD","23047","Hanover","Single Family Residence","02/24/2026","$325,000","$335,000","17","Resale (occupied at least once)","1895","None","2,295","1.33","4","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2533485","E000-0516-003","CLOSD","1114 N 23rd ST","23223","Richmond City","Single Family Residence","02/24/2026","$365,000","$340,000","22","Resale (occupied at least once)","2000","Fairmount Park","1,690","0.14","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2533386","787-745-3542","CLOSD","928 Encore Autumn LN Unit#B-12","23227","Henrico","Townhouse","02/24/2026","$329,965","$331,765","34","New (never occupied)","2025","Crossings at Mulberry","1,525","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2533382","W000-0735-061","CLOSD","1630 Monument AVE Unit#U5","23220","Richmond City","Condominium","02/24/2026","$284,950","$284,950","2","Resale (occupied at least once)","1925","None","897","0.02","2","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2532216","796-60-93-88-400-000","CLOSD","3317 Main ST","23803","Chesterfield","Single Family Residence","02/24/2026","$175,000","$175,000","4","Resale (occupied at least once)","1948","None","926","0.33","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531755","7870-26-8162","CLOSD","124 Axton LN","23005","Hanover","Single Family Residence","02/24/2026","$539,950","$539,950","54","Resale (occupied at least once)","2023","Lauradell","2,055","0.19","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531126","825-65-97-50-900-000","CLOSD","12106 Rotunda LN","23836","Chesterfield","Single Family Residence","02/24/2026","$579,000","$560,000","77","Resale (occupied at least once)","2014","Mount Blanco On The James","2,804","0.38","5","3.0","Public Water","Sewer - Public","FHA New Assumption","Individuals"
"1","2528190","061A-1-7","CLOSD","545 Butterwood CIR","23139","Powhatan","Single Family Residence","02/24/2026","$765,000","$750,000","81","Resale (occupied at least once)","1992","None","4,165","10.45","3","3.1","Well","Septic - Conventional","Conventional","REO"
"1","2522909","TBD","CLOSD","6615 Mayland Ridge LN","23120","Chesterfield","Condominium","02/24/2026","$620,266","$625,496","0","New (never occupied)","2025","The Villas at Swift Creek","","","3","3.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2515640","W000-1033-080","CLOSD","209 S Stafford AVE","23220","Richmond City","Townhouse","02/24/2026","$612,000","$612,000","83","New (never occupied)","2026","Parkline Townhomes","","0.02","2","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2601140","E000-0934-007","CLOSD","1724.5 N 20th ST","23223","Richmond City","Single Family Residence","02/25/2026","$335,000","$335,000","6","Resale (occupied at least once)","1910","None","2,367","0.09","3","2.1","Public Water","Sewer - Public","VA Assumption","Corporate"
"1","2527928","826649891400000","CLOSD","14124 Enon Station TER","23836","Chesterfield","Single Family Residence","02/25/2026","$508,820","$508,230","0","New (never occupied)","2025","Enon Station","2,718","0.20","5","4.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2525475","827649192600000","CLOSD","14155 Enon Station TER","23836","Chesterfield","Single Family Residence","02/25/2026","$490,880","$491,575","25","New (never occupied)","2025","Enon Station","1,823","0.25","4","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2527000","711-66-82-44-300-000","CLOSD","7767 Alexandria DR","23832","Chesterfield","Townhouse","02/25/2026","$404,990","$399,000","135","New (never occupied)","2025","Hampton Ridge","","","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2532331","769-774-4854","CLOSD","3916 Lyons Mill LN","23059","Henrico","Single Family Residence","02/25/2026","$1,049,890","$1,015,000","29","New (never occupied)","2025","None","","0.64","5","5.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2600182","823-694-0404","CLOSD","3660 Shining Armor LN","23231","Henrico","Single Family Residence","02/25/2026","$443,355","$445,755","10","New (never occupied)","2025","Castleton","","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2601253","E000-0380-037","CLOSD","815 N 25th ST","23223","Richmond City","Single Family Residence","02/25/2026","$525,000","$527,625","4","Resale (occupied at least once)","1915","None","2,518","0.09","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2601949","761-68-05-27-900-000","CLOSD","6125 Waterman PL","23832","Chesterfield","Single Family Residence","02/25/2026","$355,000","$364,000","9","Resale (occupied at least once)","1996","Five Forks Village","2,016","0.47","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2530603","811-64-92-51-800-000","CLOSD","308 Silverdust CT","23836","Chesterfield","Single Family Residence","02/25/2026","$464,900","$469,900","82","Resale (occupied at least once)","2015","Cypress Woods","2,743","0.23","5","2.1","Public Water","Sewer - Public","VA New","Other"
"1","2533282","762-774-5118.123","CLOSD","505 Siena LN","23059","Henrico","Condominium","02/25/2026","$478,000","$478,000","28","Resale (occupied at least once)","2012","The Villas At Hunton Park","3,448","0.07","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
