"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2013479","740-745-8106","CLOSD","1601 Willingham RD","23238","Henrico","Single Family Residence","07/09/2020","$384,950","$394,950","8","Resale (occupied at least once)","1969","Canterbury","2,480","0.49","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2013372","E000-0524-054","CLOSD","903 N 28th ST","23223","Richmond City","Single Family Residence","07/09/2020","$175,000","$170,000","9","Resale (occupied at least once)","1979","East Payne Square","1,994","0.21","4","3.0","Public Water","Sewer - Public","Private","Individuals"
"1","2013308","723-69-57-96-800-000","CLOSD","1413 Tomahawk Creek RD","23114","Chesterfield","Single Family Residence","07/09/2020","$459,500","$455,000","29","Resale (occupied at least once)","2015","Centerpointe Crossing","3,364","0.22","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2012162","746-763-4291","CLOSD","11307 Sadler Walk LN","23060","Henrico","Townhouse","07/09/2020","$283,000","$275,000","27","Resale (occupied at least once)","2015","Duncan Park","1,440","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2012079","797-64-00-18-600-000","CLOSD","3022 Fielding RD","23834","Chesterfield","Single Family Residence","07/09/2020","$145,000","$144,000","37","Resale (occupied at least once)","1984","Happy Hill Farms","1,350","0.29","4","2.0","Public Water","Sewer - Public","Cash","REO"
"1","2011862","719-68-03-12-500-000","CLOSD","14810 Highberry Woods DR","23112","Chesterfield","Single Family Residence","07/09/2020","$339,950","$339,950","26","New (never occupied)","2020","Woodlake","2,103","0.20","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2009815","724-71-56-95-900-000","CLOSD","14100 Worchester CT","23113","Chesterfield","Single Family Residence","07/09/2020","$579,990","$570,000","60","Resale (occupied at least once)","2001","Salisbury","4,321","0.52","6","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2008631","E012-0250-001","CLOSD","2309 Whitcomb ST","23223","Richmond City","Single Family Residence","07/09/2020","$129,900","$127,000","65","Resale (occupied at least once)","1955","Eastview","1,807","0.17","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2007377","E000-0376-006","CLOSD","812 N 23rd ST","23223","Richmond City","Single Family Residence","07/09/2020","$269,950","$270,000","5","Resale (occupied at least once)","2017","None","1,132","0.03","2","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2006266","N000-0988-011","CLOSD","1207 Highland View AVE","23222","Richmond City","Single Family Residence","07/09/2020","$245,900","$240,000","82","Resale (occupied at least once)","1917","Highland Terrace Annex","1,927","0.13","3","2.1","Public Water","Sewer - Public","Other","Corporate"
"1","1924429","8724-45-4257","CLOSD","6712 Cactus RD","23111","Hanover","Single Family Residence","07/09/2020","$365,000","$415,000","155","New (never occupied)","2019","Lereve Manor","1,973","0.46","4","2.1","Public Water","Septic - Conventional","Conventional","Corporate"
"1","1935508","726-72-31-18-700-000","CLOSD","3255 Queens Grant DR","23113","Chesterfield","Single Family Residence","07/10/2020","$575,000","$560,000","127","Resale (occupied at least once)","2002","Queens Grant","4,403","1.02","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2012167","724-69-92-46-500-000","CLOSD","1055 Cohen TRL","23114","Chesterfield","Single Family Residence","07/10/2020","$400,000","$397,500","50","Resale (occupied at least once)","2005","Armistead Village at Charter Colony","3,237","0.20","5","3.1","Public Water","Sewer - Public","Other","Individuals"
"1","2009964","755-69-90-14-900-000","CLOSD","1222 Providence Knoll DR","23236","Chesterfield","Townhouse","07/10/2020","$269,500","$269,000","55","Resale (occupied at least once)","2005","Providence","1,990","0.13","4","3.0","Public Water","Community - Sewer/Septic","Conventional","Other"
"1","2013162","734-70-32-74-600-000","CLOSD","537 Walton Park RD","23114","Chesterfield","Single Family Residence","07/10/2020","$300,000","$300,000","3","Resale (occupied at least once)","1982","Walton Park","2,116","0.50","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2015751","C005-0464-002","CLOSD","1400 Westover Gardens BLVD","23225","Richmond City","Single Family Residence","07/10/2020","$315,900","$315,000","8","Resale (occupied at least once)","1950","Westover Gardens","2,588","0.35","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2011986","33B7 3 2 1","CLOSD","5383 Villa Green CT","23140","New Kent","Single Family Residence","07/10/2020","$334,950","$334,950","0","New (never occupied)","2020","Brickshire","2,570","","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2014446","W000-0608-023","CLOSD","1504 Floyd AVE","23220","Richmond City","Single Family Residence","07/10/2020","$539,950","$545,000","6","Resale (occupied at least once)","1889","None","2,274","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2010679","N000-2180-039","CLOSD","4021 Clinton AVE","23227","Richmond City","Single Family Residence","07/10/2020","$394,950","$395,000","12","Resale (occupied at least once)","1926","Bellevue","1,731","0.14","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002596","813649034000000","CLOSD","613 Marsham CT","23836","Chesterfield","Single Family Residence","07/10/2020","$377,260","$377,260","0","New (never occupied)","2020","Ramblewood Estates","2,718","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2012694","8704-27-8956","CLOSD","8397 Timberlake Green DR","23111","Hanover","Single Family Residence","07/10/2020","$350,000","$350,000","6","Resale (occupied at least once)","2008","Lincarrie","2,402","0.55","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1919230","702-67-13-58-700-000","CLOSD","7207 Bonallack BND","23120","Chesterfield","Single Family Residence","07/10/2020","$628,132","$726,200","0","New (never occupied)","2019","Magnolia Green","3,521","0.48","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2015449","740-66-84-54-900-000","CLOSD","11900 Sugar Hill DR","23112","Chesterfield","Single Family Residence","07/10/2020","$340,000","$344,000","10","Resale (occupied at least once)","2018","Bayhill Pointe","2,197","0.34","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2013549","W021-0136-002","CLOSD","6206 Patterson AVE","23226","Richmond City","Single Family Residence","07/10/2020","$289,000","$290,000","27","Resale (occupied at least once)","1946","Westview Manor","1,426","0.25","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2012662","20   1     8","CLOSD","3930 Quinton RD","23141","New Kent","Single Family Residence","07/10/2020","$299,900","$308,000","16","Resale (occupied at least once)","1976","None","2,083","2.00","3","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2007869","41-2-0-16-0","CLOSD","3844 River RD","23063","Goochland","Single Family Residence","07/10/2020","$275,000","$270,000","85","Resale (occupied at least once)","1988","Pmk Acres","2,420","1.83","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2014232","792-64-16-55-300-000","CLOSD","4019 Hiddenwell LN","23831","Chesterfield","Single Family Residence","07/10/2020","$339,000","$345,000","30","Resale (occupied at least once)","2015","Wellspring","2,280","0.30","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2014050","N000-1153-024","CLOSD","742 Arnold AVE","23222","Richmond City","Single Family Residence","07/10/2020","$259,950","$253,500","33","Resale (occupied at least once)","1920","Highland Terrace Annex","1,572","","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1939252","825661388900000","CLOSD","11918 Helmway CT","23836","Chesterfield","Single Family Residence","07/10/2020","$434,910","$466,357","36","New (never occupied)","2019","Meadowville Landing","3,406","","4","3.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2009359","W022-0105-001","CLOSD","100 Penshurst RD","23221","Richmond City","Single Family Residence","07/10/2020","$1,075,000","$975,000","59","Resale (occupied at least once)","1948","Windsor Farms","3,507","0.60","3","3.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2014608","8705-91-2780","CLOSD","8099 Shady Grove RD","23111","Hanover","Single Family Residence","07/10/2020","$249,950","$236,000","25","Resale (occupied at least once)","1952","None","1,415","0.95","3","1.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2012212","797-62-97-95-100-000","CLOSD","2924 Whitehouse RD","23834","Chesterfield","Single Family Residence","07/10/2020","$235,000","$235,000","4","Resale (occupied at least once)","1996","None","2,091","3.66","4","3.0","Well","Septic - Conventional","VA New","Individuals"
"1","2010436","709-68-15-08-700-000","CLOSD","16706 Elinwood CT","23120","Chesterfield","Single Family Residence","07/10/2020","$404,500","$407,000","65","Resale (occupied at least once)","2017","Westerleigh","3,094","0.22","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004725","744-69-05-42-300-000","CLOSD","10900 Krossridge CIR","23236","Chesterfield","Single Family Residence","07/10/2020","$255,000","$257,500","74","Resale (occupied at least once)","1991","Brandon","2,109","0.27","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2016908","43-1-0-7-A","CLOSD","2511 Fairground RD","23102","Goochland","Single Family Residence","07/10/2020","$319,950","$325,000","2","Resale (occupied at least once)","2000","None","3,196","3.77","3","3.0","Well","Septic - Conventional","VA New","Individuals"
"1","2016746","797-64-32-78-400-000","CLOSD","14409 Anglewood CT","23831","Chesterfield","Single Family Residence","07/10/2020","$225,000","$228,000","3","Resale (occupied at least once)","1990","Mistwood Forest","1,839","0.33","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2014920","749-738-6594","CLOSD","8815 Derbyshire RD","23229","Henrico","Single Family Residence","07/10/2020","$340,000","$345,000","1","Resale (occupied at least once)","1964","Derbyshire Place","2,050","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2013039","762-68-40-62-100-000","CLOSD","5023 Wilconna RD","23832","Chesterfield","Single Family Residence","07/10/2020","$225,000","$226,000","9","Resale (occupied at least once)","1987","Glen Wood","1,356","0.53","4","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2014405","777-65-70-91-200-000","CLOSD","6400 Arbor Landing DR","23831","Chesterfield","Single Family Residence","07/10/2020","$279,000","$279,000","10","Resale (occupied at least once)","1990","Arbor Landing","2,239","0.24","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2015209","743-70-06-99-800-000","CLOSD","11025 Smoketree DR","23236","Chesterfield","Single Family Residence","07/10/2020","$314,900","$314,900","5","Resale (occupied at least once)","2005","Smoketree","2,150","0.24","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2016445","E000-1271-023","CLOSD","1416 Oakwood AVE","23223","Richmond City","Single Family Residence","07/10/2020","$430,000","$435,000","4","Resale (occupied at least once)","1910","None","2,332","0.11","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2016400","8724-58-4870","CLOSD","7447 Pebble Lake DR","23111","Hanover","Townhouse","07/10/2020","$244,000","$244,000","7","Resale (occupied at least once)","2016","Village At Pebble Lake","1,572","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2016278","7857508882","CLOSD","5518 Hawthorne AVE","23227","Henrico","Single Family Residence","07/10/2020","$174,950","$177,000","4","Resale (occupied at least once)","1950","Club Court","950","","3","1.0","Community Well","Community - Sewer/Septic","FHA New","Individuals"
"1","2015498","807-726-8729","CLOSD","625 Robcurn DR","23223","Henrico","Single Family Residence","07/10/2020","$230,000","$230,000","2","Resale (occupied at least once)","2000","Stoney Creek","1,964","0.22","4","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2015375","8725-26-1072","CLOSD","6892 Turnage LN","23111","Hanover","Single Family Residence","07/10/2020","$419,950","$426,000","4","Resale (occupied at least once)","2001","Sherrington","3,705","0.31","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2014689","796-62-05-20-000-000","CLOSD","19107 Braebrook DR","23834","Chesterfield","Single Family Residence","07/10/2020","$149,995","$155,000","7","Resale (occupied at least once)","1980","Braebrook Village","1,056","0.31","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2014479","734-760-9283","CLOSD","13200 Forest Light CT","23233","Henrico","Single Family Residence","07/10/2020","$444,950","$437,500","17","Resale (occupied at least once)","1990","Kensington Green At Wellesley","2,728","0.29","4","2.1","Public Water","Sewer - Public","Conventional","Estate"
"1","2014082","748-70-65-85-000-000","CLOSD","421 Aldersmead RD","23236","Chesterfield","Single Family Residence","07/10/2020","$284,900","$280,000","25","Resale (occupied at least once)","1976","Pocono","2,088","0.46","4","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2011970","762-774-5118.171","CLOSD","330 Siena LN","23059","Henrico","Condominium","07/10/2020","$337,500","$320,000","33","Resale (occupied at least once)","2013","The Villas At Hunton Park","2,198","0.05","3","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2011888","7797-96-3150","CLOSD","9049 Cottleston CIR","23116","Hanover","Single Family Residence","07/10/2020","$443,950","$437,000","38","Resale (occupied at least once)","2002","Ash Creek","3,468","0.40","5","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2009914","62-31-D-13-0","CLOSD","617 Joe Brooke LN","23103","Goochland","Single Family Residence","07/10/2020","$1,250,000","$1,150,000","48","Resale (occupied at least once)","1998","Meadows At Manakin","4,609","5.91","5","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2008748","742-775-9850","CLOSD","11728 Bosworth DR","23059","Henrico","Single Family Residence","07/10/2020","$479,000","$475,000","57","Resale (occupied at least once)","2002","Hampshire","2,681","0.34","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2008601","825-726-9438","CLOSD","316 N Linden AVE","23075","Henrico","Single Family Residence","07/10/2020","$189,950","$195,000","0","New (never occupied)","2020","Highland Springs","1,196","0.44","3","2.0","Well","Septic - Alternative","FHA New","Individuals"
"1","2003335","833-714-1609","CLOSD","119 Whiteside RD","23150","Henrico","Single Family Residence","07/10/2020","$179,000","$184,000","54","Resale (occupied at least once)","1948","None","1,440","0.83","3","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2001771","7797-78-6507","CLOSD","9127 Sycamore Hill PL","23116","Hanover","Single Family Residence","07/10/2020","$379,950","$360,000","50","Resale (occupied at least once)","1994","Ash Creek","2,884","0.51","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2001238","704673513200000","CLOSD","17619 Twin Falls LN","23120","Chesterfield","Single Family Residence","07/10/2020","$356,985","$361,015","4","New (never occupied)","2020","Magnolia Green","1,666","","3","2.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2001002","750-750-2028","CLOSD","1805 Pemberton Ridge CT","23238","Henrico","Single Family Residence","07/10/2020","$505,400","$515,400","18","New (never occupied)","2020","Pemberton Ridge","3,262","","5","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1932808","724-71-08-87-000-000","CLOSD","14425 Michaux Village DR","23113","Chesterfield","Townhouse","07/10/2020","$326,950","$356,550","0","New (never occupied)","2020","Winterfield Park","2,140","0.00","2","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2013004","709-68-21-62-800-000","CLOSD","16807 Broadmoor RD","23120","Chesterfield","Single Family Residence","07/10/2020","$399,950","$395,000","25","Resale (occupied at least once)","2018","Westerleigh","2,866","0.27","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2017139","795-64-93-10-000-000","CLOSD","12718 Ellenbrook PL","23831","Chesterfield","Single Family Residence","07/10/2020","$255,000","$265,000","3","Resale (occupied at least once)","2008","Rossington","2,008","0.29","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
