"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2530885","3346","CLOSD","700 W Riverside DR","23089","New Kent","Single Family Residence","12/29/2025","$649,000","$649,000","4","Resale (occupied at least once)","1968","Chickahominy Shores","","0.70","4","1.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2526887","711668224800000","CLOSD","7755 Alexandria DR","23832","Chesterfield","Townhouse","12/29/2025","$429,990","$405,000","52","New (never occupied)","2025","Hampton Park","1,966","0.00","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2527274","768-759-0692.038","CLOSD","8044 Lake Laurel LN Unit#A","23060","Henrico","Condominium","12/29/2025","$344,990","$349,990","60","New (never occupied)","2025","None","1,606","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2523344","768-759-2189","CLOSD","8025 Lake Laurel LN Unit#B","23060","Henrico","Condominium","12/29/2025","$399,990","$399,990","38","New (never occupied)","2025","None","2,498","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2528911","734679263000038","CLOSD","4829 Cloverleigh DR","23112","Chesterfield","Townhouse","12/29/2025","$380,990","$380,825","28","New (never occupied)","2025","None","","","3","3.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2529549","8724-79-4419","CLOSD","6320 Empresstree LN","23111","Hanover","Single Family Residence","12/29/2025","$555,000","$555,000","18","Resale (occupied at least once)","2003","Pebble Creek","2,560","0.51","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2528987","748-67-84-18-400-000","CLOSD","10718 Genlou RD","23832","Chesterfield","Single Family Residence","12/29/2025","$329,500","$334,500","47","Resale (occupied at least once)","1986","Oak Brook","1,285","0.27","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2512649","64-31-0-3-0","CLOSD","445 River Notch DR","23238","Goochland","Single Family Residence","12/29/2025","$1,575,000","$1,500,000","174","New (never occupied)","2025","None","","2.39","5","5.1","Public Water","Septic - Engineered","Conventional","Corporate"
"1","2502345","8743-05-9296","CLOSD","4637 Battleline DR","23111","Hanover","Single Family Residence","12/29/2025","$629,990","$720,170","76","New (never occupied)","2025","McGhees Outlook","2,701","1.31","3","3.0","Well","Septic - Conventional","VA New","Corporate"
"1","2530722","799-63-57-71-500-000","CLOSD","16117 Tipton CT","23834","Chesterfield","Single Family Residence","12/29/2025","$308,000","$312,000","9","Resale (occupied at least once)","1991","Wendover Hills","1,320","0.27","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2528862","733-70-42-21-400-000","CLOSD","419 Walton Park RD","23114","Chesterfield","Single Family Residence","12/29/2025","$399,900","$399,900","41","Resale (occupied at least once)","1983","Walton Park","1,962","0.28","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531835","809-729-8372","CLOSD","4103 Dominion Townes CIR","23223","Henrico","Townhouse","12/29/2025","$299,950","$298,000","5","Resale (occupied at least once)","2007","Dominion Townes","1,440","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530325","W000-1607-004","CLOSD","3423 Stuart AVE","23221","Richmond City","Single Family Residence","12/29/2025","$769,950","$769,950","19","New (never occupied)","2025","None","3,832","0.08","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2519273","785-771-1315","CLOSD","9875 Tuco ST Unit#A","23059","Henrico","Condominium","12/29/2025","$324,340","$368,985","120","New (never occupied)","2025","Village at Virginia Center Commons","1,573","","2","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2532717","716-67-23-85-700-000","CLOSD","15307 Sunray WAY","23112","Chesterfield","Townhouse","12/29/2025","$430,950","$408,950","10","New (never occupied)","2025","Oasis Townhomes","","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2530935","826-700-5035","CLOSD","3700 Britton RD","23231","Henrico","Single Family Residence","12/29/2025","$250,000","$246,500","10","Resale (occupied at least once)","1952","Acreage","1,036","1.70","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2526919","7797-49-8941","CLOSD","11012 Milestone DR","23116","Hanover","Single Family Residence","12/29/2025","$660,000","$655,000","64","Resale (occupied at least once)","1999","Milestone","2,432","1.94","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2527302","7812-94-3356","CLOSD","15246 Woodman Hall RD","23192","Hanover","Single Family Residence","12/29/2025","$599,950","$575,000","46","Resale (occupied at least once)","1988","None","3,111","9.07","5","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2531524","30A  4   704","CLOSD","5433 Hemlock RD","23141","New Kent","Single Family Residence","12/29/2025","$260,000","$270,000","2","Resale (occupied at least once)","1980","Woodhaven Shores","2,707","0.15","3","2.0","Community Well","Septic - Conventional","VHDA ","Estate"
"1","2530223","819-727-9552","CLOSD","307 N Lake AVE","23223","Henrico","Single Family Residence","12/29/2025","$320,000","$290,000","42","Resale (occupied at least once)","2007","Beechwood Park","1,821","0.21","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2530191","715-67-44-76-800-000","CLOSD","6127 Fox Haven PL","23112","Chesterfield","Single Family Residence","12/29/2025","$779,950","$759,000","6","Resale (occupied at least once)","1996","Foxcroft","4,750","0.55","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532012","782-68-34-97-800-000","CLOSD","4007 Lawnwood DR","23234","Chesterfield","Single Family Residence","12/29/2025","$359,500","$360,000","4","Resale (occupied at least once)","1967","Meadowdale","1,725","0.29","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531201","N000-1157-023","CLOSD","3223 Maryland AVE","23222","Richmond City","Single Family Residence","12/29/2025","$240,000","$240,000","13","Resale (occupied at least once)","1950","Highland Park","864","0.19","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531899","744-754-4676","CLOSD","10204 Stonemill RD","23233","Henrico","Single Family Residence","12/29/2025","$425,000","$418,000","16","Resale (occupied at least once)","1979","Stonegate","1,520","0.31","3","1.1","Public Water","None","Conventional","Individuals"
"1","2530543","722670030900156","CLOSD","7406 Hancock Crest PL Unit#T-1","23832","Chesterfield","Condominium","12/29/2025","$364,560","$364,560","4","New (never occupied)","2025","Hancock Village","1,525","","3","2.1","Public Water","Sewer - Public","Other","Corporate"
"1","2526374","19B2 7 3 17","CLOSD","7493 Fairway Ridge DR","23141","New Kent","Single Family Residence","12/29/2025","$479,000","$480,000","44","Resale (occupied at least once)","2003","Five Lakes","","0.47","4","2.1","Public Water","Septic - Conventional","Cash","Individuals"
"1","2531425","712-67-25-55-200-068","CLOSD","6701 Liege HL","23120","Chesterfield","Single Family Residence","12/29/2025","$525,000","$500,000","7","Resale (occupied at least once)","2019","Greenwich Walk At Foxcreek","2,630","","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530588","26   4    12","CLOSD","8544 Elysium DR","23089","New Kent","Single Family Residence","12/29/2025","$650,000","$640,000","9","Resale (occupied at least once)","2015","Piney Pointe Landing","5,894","2.93","3","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2532590","740-740-2098","CLOSD","21 Runswick DR","23238","Henrico","Single Family Residence","12/29/2025","$950,000","$885,000","10","Resale (occupied at least once)","1986","Foxchapel","4,744","0.57","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2532584","751-742-0575","CLOSD","9017 Weldon DR","23229","Henrico","Single Family Residence","12/29/2025","$260,000","$261,500","2","Resale (occupied at least once)","1955","Greenbriar Hills","1,088","0.25","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2532341","8706-66-6048","CLOSD","8236 Marley DR","23116","Hanover","Townhouse","12/29/2025","$459,900","$450,000","17","Resale (occupied at least once)","2017","Marley Pointe","1,941","0.09","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2532227","730-67-94-24-600-000","CLOSD","13518 Heathbrook RD","23112","Chesterfield","Townhouse","12/29/2025","$398,500","$456,000","8","Resale (occupied at least once)","1978","Brandermill","1,490","0.10","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2532091","785-752-8382","CLOSD","7415 Hawthorne AVE","23227","Henrico","Single Family Residence","12/29/2025","$389,950","$395,000","1","Resale (occupied at least once)","1968","Stuart Ridge Addition","1,808","0.24","3","2.0","Public Water","Sewer - Public","FHA New","Corporate, Individuals"
"1","2531650","769-760-6002.076","CLOSD","10211 Wolfe Manor CT Unit#704","23060","Henrico","Condominium","12/29/2025","$250,000","$250,000","7","Resale (occupied at least once)","1992","Laurel Lakes Condo","1,040","0.02","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2531107","752-753-8223","CLOSD","9507 Wyndhurst DR","23229","Henrico","Single Family Residence","12/29/2025","$429,500","$429,500","6","Resale (occupied at least once)","1963","Westbriar","1,682","0.33","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2531088","S000-0085-004","CLOSD","1218 Bainbridge ST","23224","Richmond City","Single Family Residence","12/29/2025","$286,000","$286,000","10","Resale (occupied at least once)","1915","Manchester","1,520","0.08","3","1.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2530953","728-71-19-14-100-000","CLOSD","13706 Danbury DR","23113","Chesterfield","Single Family Residence","12/29/2025","$345,000","$370,500","5","Resale (occupied at least once)","1990","Danhurst Woods","1,610","0.20","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530696","751-67-99-39-600-000","CLOSD","5300 Claridge DR","23832","Chesterfield","Single Family Residence","12/29/2025","$350,000","$350,000","19","Resale (occupied at least once)","1969","Edgehill North","1,431","0.95","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530434","805-732-0079","CLOSD","3412 Reynolds RD","23223","Henrico","Single Family Residence","12/29/2025","$229,980","$229,980","17","Resale (occupied at least once)","1950","Glenwood Farms","812","0.17","2","1.0","Public Water","Sewer - Public","VHDA/FHA","Other"
"1","2530147","W0190309010","CLOSD","4409 S Willetta DR","23221","Richmond City","Single Family Residence","12/29/2025","$759,950","$738,000","34","Resale (occupied at least once)","1940","Willetta Place","","0.14","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2529783","758-742-9809","CLOSD","1217 Forest AVE","23229","Henrico","Single Family Residence","12/29/2025","$599,000","$597,700","44","Resale (occupied at least once)","1947","Forest Heights","","","4","3.1","Public Water","None","Conventional","Partnership"
"1","2529249","775-67-56-29-000-000","CLOSD","5507 Autumnleaf DR","23234","Chesterfield","Single Family Residence","12/29/2025","$180,000","$180,000","5","Resale (occupied at least once)","1985","Hilmar","1,220","0.23","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2528886","801-740-6631","CLOSD","4414 Chickahominy AVE","23222","Henrico","Single Family Residence","12/29/2025","$349,999","$355,000","5","Resale (occupied at least once)","1951","Henrico Heights","2,037","0.94","4","2.0","Public Water","Sewer - Public","Conventional","Other"
"1","2528866","732-764-4311","CLOSD","3324 Haydenpark LN","23233","Henrico","Townhouse","12/29/2025","$739,000","$739,000","7","Resale (occupied at least once)","2018","Greengate","2,938","0.04","4","4.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2528710","E000-1056-020","CLOSD","2100 Wood ST","23223","Richmond City","Single Family Residence","12/29/2025","$205,000","$203,000","19","Resale (occupied at least once)","1958","Rico","862","0.23","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2527735","768-777-5367","CLOSD","11416 Creery RD","23059","Henrico","Single Family Residence","12/29/2025","$529,950","$467,500","23","Resale (occupied at least once)","1977","Greenwood","1,475","3.38","3","2.0","Public Water","Septic - Conventional","Cash","Individuals"
"1","2527578","W000-1207-064","CLOSD","505 N Arthur Ashe BLVD Unit#U17","23220","Richmond City","Condominium","12/29/2025","$299,950","$297,000","19","Resale (occupied at least once)","1928","Tuscan Villas Condominiums","797","0.00","2","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2527161","705685983700000","CLOSD","17656 Tuscany RD","23120","Chesterfield","Single Family Residence","12/29/2025","$709,990","$700,000","67","New (never occupied)","2025","East Estates At Mount Hermon","3,294","","4","3.1","Public Water","Sewer - Public","Other","Corporate"
"1","2527106","775-766-5907","CLOSD","10502 Marions WAY","23060","Henrico","Townhouse","12/29/2025","$375,000","$368,000","38","Resale (occupied at least once)","2015","Townes At Woodman","1,533","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2526769","E000-0910-018","CLOSD","1934 Wood ST","23223","Richmond City","Single Family Residence","12/29/2025","$319,900","$305,000","62","Resale (occupied at least once)","1926","Chelsea Village","2,226","0.18","4","2.1","Public Water","Sewer - Public","Conventional","Partnership"
"1","2526536","7870-62-1169","CLOSD","205 Henry Clay RD","23005","Hanover","Single Family Residence","12/29/2025","$949,900","$949,900","42","Resale (occupied at least once)","1909","None","3,218","0.48","4","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2526486","E0000388040","CLOSD","9 N 25th ST Unit#19","23223","Richmond City","Condominium","12/29/2025","$299,000","$283,900","14","Resale (occupied at least once)","2007","None","","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate, REO"
"1","2525489","785-771-1315","CLOSD","9875 Tuco ST Unit#B","23059","Henrico","Condominium","12/29/2025","$379,085","$368,985","77","New (never occupied)","2025","Village at Virginia Center Commons","2,345","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2524136","TBD","CLOSD","6802 Calla Lilly DR","23120","Chesterfield","Condominium","12/29/2025","$546,262","$569,116","7","New (never occupied)","2025","The Villas at Swift Creek","2,291","","2","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2522305","738-71-34-37-200-095","CLOSD","11814 N Briar Patch DR","23113","Chesterfield","Condominium","12/29/2025","$215,000","$215,000","78","Resale (occupied at least once)","1974","Briarwood Hearth","1,164","","2","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2512254","7715-99-1778","CLOSD","1325 Sparrows Song DR","23103","Goochland","Single Family Residence","12/29/2025","$875,950","$972,878","0","New (never occupied)","2025","Songbird","","","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2511364","713662061500000","CLOSD","9106 Copplestone RD","23832","Chesterfield","Single Family Residence","12/29/2025","$689,990","$679,990","202","New (never occupied)","2022","Harpers Mill","3,703","0.32","5","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2505921","7787-37-9178","CLOSD","10530 Stony Bluff DR Unit#206","23005","Hanover","Condominium","12/29/2025","$360,000","$350,000","270","New (never occupied)","2024","Stony Run","1,256","0.01","2","2.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2505397","737-769-4569","CLOSD","12304 Garnet Parke CIR","23059","Henrico","Condominium","12/29/2025","$749,900","$752,648","253","New (never occupied)","2025","Sweetspire","1,806","","2","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2421528","028B1-7-1","CLOSD","2690 High Bank PL","23139","Powhatan","Single Family Residence","12/29/2025","$825,000","$825,000","68","New (never occupied)","2024","Maple Grove","3,306","2.04","4","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","BRTVAHA2001074","7803-85-9543","CLOSD","16302 Pleasant Mill RD","23192","Hanover","Single Family Residence","12/29/2025","$389,900","$375,000","9","Resale (occupied at least once)","2002","NONE AVAILABLE","1,702","2.23","3","2.0","Well","Septic","",""
"1","REIN10595462","33B7 5 1 BA","CLOSD","5845 Nandina CIR","23140","New Kent","Townhouse","12/29/2025","$339,500","$339,500","115","Resale (occupied at least once)","2008","ALL OTHERS AREA 140","1,963","","3","3.0","Public Water","Public Sewer On Site","",""
"1","2528343","810-714-4658","CLOSD","3201 Chesham ST","23231","Henrico","Single Family Residence","12/30/2025","$204,950","$203,450","42","Resale (occupied at least once)","1948","Gilbert Gardens","816","0.23","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530701","759647772700000","CLOSD","12000 Buckrudy TER","23838","Chesterfield","Single Family Residence","12/30/2025","$699,990","$699,990","12","New (never occupied)","2025","The Highlands","4,035","","6","4.0","Public Water","Septic - Conventional","VA New","Corporate"
"1","2526591","028B1-7-31","CLOSD","2960 Lake Stone Lot 31 TER","23139","Powhatan","Single Family Residence","12/30/2025","$821,950","$841,932","21","New (never occupied)","2025","Maple Grove","","2.09","4","3.1","Well","Septic - Conventional","Cash","Corporate"
"1","2529647","711668602400000","CLOSD","7873 Alexandria DR","23832","Chesterfield","Townhouse","12/30/2025","$408,990","$390,000","40","New (never occupied)","2025","Hampton Park","1,966","","3","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2521457","7840-91-2157","CLOSD","13032 Beech Creek LN","23005","Hanover","Single Family Residence","12/30/2025","$700,000","$690,000","99","Resale (occupied at least once)","1997","Spring Branch Estates","","10.53","4","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2521805","Not Yet Assigned","CLOSD","4122 Ebbies XING","23112","Chesterfield","Condominium","12/30/2025","$382,165","$382,165","85","New (never occupied)","2025","Wescott","1,572","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2528782","708-67-47-89-900-000","CLOSD","6473 Fennec RUN","23120","Chesterfield","Single Family Residence","12/30/2025","$516,240","$496,240","45","New (never occupied)","2025","Wynwood at Foxcreek","","","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2528078","859-707-9219","CLOSD","5117 Jenkins Forest LN","23150","Henrico","Single Family Residence","12/30/2025","$449,999","$449,999","39","Resale (occupied at least once)","2008","Jenkins Bluff","3,094","1.29","4","2.1","Well","Septic - Engineered","FHA New","Individuals"
"1","2432317","44-8-2-2","CLOSD","2-2 Old Telegraph CT","23140","New Kent","Single Family Residence","12/30/2025","$646,122","$754,259","89","New (never occupied)","2025","None","2,483","2.04","4","2.1","Well","Septic - Conventional","VA New","Corporate"
"1","2523122","777-68-16-21-600-000","CLOSD","6600 Turnaway LN","23234","Chesterfield","Single Family Residence","12/30/2025","$375,000","$375,000","102","Resale (occupied at least once)","2001","Irongate","1,966","0.29","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2528659","780-66-78-24-300-000","CLOSD","9206 Greatbridge RD","23237","Chesterfield","Single Family Residence","12/30/2025","$350,000","$350,000","26","Resale (occupied at least once)","1983","Chesswood","1,414","0.42","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2531378","757-69-50-87-500-000","CLOSD","8513 Leveret LN","23235","Chesterfield","Single Family Residence","12/30/2025","$349,900","$352,500","5","Resale (occupied at least once)","1985","Foxberry","1,310","0.38","4","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2531188","739-70-02-73-900-000","CLOSD","11630 Smoketree DR","23236","Chesterfield","Single Family Residence","12/30/2025","$470,000","$475,000","14","Resale (occupied at least once)","1979","Smoketree","2,310","0.37","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2528161","C008-1053-063","CLOSD","3109 Johns WAY","23224","Richmond City","Single Family Residence","12/30/2025","$415,000","$425,000","49","New (never occupied)","2024","Governor's Retreat","2,288","0.24","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2512826","20-28-2-10","CLOSD","3712 Rocketts Ridge DR","23153","Goochland","Single Family Residence","12/30/2025","$696,170","$719,466","0","New (never occupied)","2025","Rocketts Ridge","","2.48","5","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2532853","Not Yet Assigned","CLOSD","3413 Broadwick RD","23234","Richmond City","Townhouse","12/30/2025","$306,095","$306,095","5","New (never occupied)","2025","Kinwick","1,318","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2528587","727-70-31-93-500-275","CLOSD","734 Bristol Village DR Unit#305","23114","Chesterfield","Condominium","12/30/2025","$229,000","$223,000","28","Resale (occupied at least once)","2005","Bristol Village @ Charter Colony","1,140","","1","1.0","Public Water","Sewer - Public","Conventional","Other"
"1","2528995","809-64-34-06-600-000","CLOSD","14506 Woodland Hill DR","23834","Chesterfield","Single Family Residence","12/30/2025","$499,950","$499,950","13","Resale (occupied at least once)","1999","Southcreek","2,635","0.96","4","3.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2519753","C005-0760-018","CLOSD","816 Faye ST","23225","Richmond City","Single Family Residence","12/30/2025","$288,500","$275,000","118","Resale (occupied at least once)","1960","Westview Manor","1,188","0.26","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2527547","46-13-0-3-0","CLOSD","559 ROCKFORD RD","23103","Goochland","Single Family Residence","12/30/2025","$579,800","$579,800","62","Resale (occupied at least once)","1975","None","3,112","1.03","4","4.0","Well","Septic - Conventional","Conventional","Estate, Individuals"
"1","2530923","716-67-72-29-000-000","CLOSD","5600 Houndmaster RD","23112","Chesterfield","Single Family Residence","12/30/2025","$535,000","$535,000","2","Resale (occupied at least once)","1994","Foxcroft","2,282","0.43","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2529906","756-61-92-91-200-000","CLOSD","10001 Graves RD","23803","Chesterfield","Single Family Residence","12/30/2025","$329,999","$333,000","6","Resale (occupied at least once)","1972","None","1,425","1.00","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2528762","748-765-9904","CLOSD","4450 Dominion Forest CIR","23060","Henrico","Townhouse","12/30/2025","$570,000","$570,000","35","New (never occupied)","2025","Innsbrook Dominion Residences","2,040","","3","3.2","Public Water","Sewer - Public","Conventional","Corporate"
"1","2527411","748-765-9306","CLOSD","4444 Dominion Forest CIR","23060","Henrico","Townhouse","12/30/2025","$558,800","$558,800","70","New (never occupied)","2025","Innsbrook Dominion Residences","2,151","","3","3.2","Public Water","Sewer - Public","Cash","Corporate"
"1","2532674","733-72-22-73-700-000","CLOSD","12636 Grendon DR","23113","Chesterfield","Single Family Residence","12/30/2025","$925,000","$925,000","5","Resale (occupied at least once)","2004","Tarrington","4,374","0.48","5","3.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2529282","S000-0194-006","CLOSD","1606 Decatur ST","23224","Richmond City","Single Family Residence","12/30/2025","$315,000","$315,000","37","Resale (occupied at least once)","1920","Blackwell","1,700","0.04","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2528097","8763-19-0509","CLOSD","2458 Happy Hill LN","23111","Hanover","Single Family Residence","12/30/2025","$685,000","$685,000","4","Resale (occupied at least once)","1974","None","2,930","20.53","3","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2527427","710-67-58-34-800-000","CLOSD","16400 Orchard Tavern PL","23120","Chesterfield","Single Family Residence","12/30/2025","$874,999","$870,000","51","Resale (occupied at least once)","2012","Foxcreek","6,008","0.56","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2527745","E000-0432-006","CLOSD","2611 O ST","23223","Richmond City","Single Family Residence","12/30/2025","$385,000","$381,000","64","Resale (occupied at least once)","1900","None","1,564","0.03","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2531324","716-66-70-74-200-000","CLOSD","15530 Twisted Cedar CT","23832","Chesterfield","Single Family Residence","12/30/2025","$425,000","$420,000","14","Resale (occupied at least once)","2005","Ashbrook","2,040","0.32","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2530784","741-67-75-97-000-000","CLOSD","11701 Clear Ridge DR","23112","Chesterfield","Single Family Residence","12/30/2025","$349,000","$340,000","36","Resale (occupied at least once)","1999","Clay Pointe","1,632","0.21","3","2.0","Public Water","None","Conventional","Individuals"
"1","2529744","725-66-12-85-200-000","CLOSD","9018 Mahogany DR","23832","Chesterfield","Single Family Residence","12/30/2025","$625,000","$615,000","43","Resale (occupied at least once)","2024","The Woods At Summerford","3,033","0.33","5","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2532078","58-55-3-74-0","CLOSD","12392 S Readers CIR","23103","Goochland","Single Family Residence","12/30/2025","$755,000","$744,300","3","Resale (occupied at least once)","2022","Readers Branch","","0.34","4","4.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2532720","716-67-23-24-900-000","CLOSD","15327 Sunray ALY","23112","Chesterfield","Townhouse","12/30/2025","$439,950","$408,950","18","New (never occupied)","2025","Oasis Townhomes","","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2532950","C005-0529-014","CLOSD","1216 Hioaks RD","23225","Richmond City","Single Family Residence","12/30/2025","$409,000","$419,000","2","Resale (occupied at least once)","1960","Highland Manor","2,749","","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2527004","S007-1229-039","CLOSD","1425 Overlook ST","23224","Richmond City","Single Family Residence","12/30/2025","$250,000","$247,000","72","Resale (occupied at least once)","1941","Glenwood","1,433","0.16","4","2.0","Public Water","Sewer - Public","VHDA/FHA","Individuals"
