"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","1914560","771678231000000","CLOSD","6138 Bowline LN","23234","Chesterfield","Townhouse","03/20/2020","$238,000","$238,000","279","New (never occupied)","2019","Watermark","1,480","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2002179","735-757-0887","CLOSD","2820 Broadford LN","23233","Henrico","Single Family Residence","03/20/2020","$310,000","$313,300","7","Resale (occupied at least once)","1990","Broadford","1,578","0.20","3","2.1","Public Water","Sewer - Public","FHA New","Partnership"
"1","1932900","042D-2B-10","CLOSD","1513 Swiftwood DR","23139","Powhatan","Single Family Residence","03/20/2020","$379,000","$379,000","116","Resale (occupied at least once)","1992","Swiftwood","2,338","","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","1922561","7797-90-8641","CLOSD","10040 Bee Apple PL","23116","Hanover","Single Family Residence","03/20/2020","$420,000","$415,000","213","Resale (occupied at least once)","2015","Honey Meadows","3,489","0.24","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935770","737-70-23-64-200-000","CLOSD","11911 Bollingbrook DR","23236","Chesterfield","Single Family Residence","03/20/2020","$428,500","$415,000","101","Resale (occupied at least once)","1981","Stonehenge","3,600","0.92","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002383","814-720-6949","CLOSD","5481 Brandon Bluff WAY","23223","Henrico","Single Family Residence","03/20/2020","$285,000","$281,900","22","Resale (occupied at least once)","2017","Oakleys Chase","1,981","0.44","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2003999","732-68-58-90-900-000","CLOSD","12742 Forest Mill DR","23112","Chesterfield","Single Family Residence","03/20/2020","$349,900","$350,000","2","Resale (occupied at least once)","2003","Old Hundred Mill","2,925","0.25","5","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2002012","E000-1551-011","CLOSD","901 N 38th ST","23223","Richmond City","Single Family Residence","03/20/2020","$184,500","$178,600","28","Resale (occupied at least once)","1950","Adams Park","832","0.22","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2001099","761-740-8748","CLOSD","1010 Borden RD","23229","Henrico","Single Family Residence","03/20/2020","$535,000","$542,500","4","Resale (occupied at least once)","1954","Westhampton Hills","2,244","0.27","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003383","735-69-39-38-800-000","CLOSD","12400 McAllen CT","23114","Chesterfield","Single Family Residence","03/20/2020","$235,000","$242,500","14","Resale (occupied at least once)","1990","Abbots Mill","1,648","0.25","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003671","8724-27-6748","CLOSD","7740 Marshall Arch DR","23111","Hanover","Townhouse","03/20/2020","$239,900","$242,000","13","Resale (occupied at least once)","2009","Liberty Trace","2,060","0.09","3","2.1","Public Water","Sewer - Public","Conventional","Corporate, REO"
"1","2000370","794-64-18-57-100-000","CLOSD","3160 Poplar View PL","23831","Chesterfield","Single Family Residence","03/20/2020","$249,950","$240,000","16","Resale (occupied at least once)","2003","Ashley Forest","2,120","0.28","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2000209","755-65-86-40-600-000","CLOSD","9420 Waterfowl Flyway","23838","Chesterfield","Single Family Residence","03/20/2020","$364,900","$340,000","50","Resale (occupied at least once)","1987","Woodland Pond","2,937","","4","3.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","1939479","758-767-8538","CLOSD","5111 Creekwalk CT","23060","Henrico","Single Family Residence","03/20/2020","$490,000","$487,000","13","Resale (occupied at least once)","2015","Townsend","3,485","0.29","5","4.1","Public Water","Sewer - Public","Conventional","Individuals, Relocation"
"1","2002098","8714-71-8920","CLOSD","7096 Drinkard WAY","23111","Hanover","Single Family Residence","03/20/2020","$199,000","$206,000","3","Resale (occupied at least once)","1987","High Point Farms","1,050","0.30","3","1.1","Public Water","Sewer - Public","FHA New","Partnership"
"1","1938200","838-689-0626","CLOSD","4811 Darbytown RD","23231","Henrico","Single Family Residence","03/20/2020","$285,000","$283,000","23","Resale (occupied at least once)","1983","Darbytown Acres","2,694","","4","5.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2004261","8714-72-6498","CLOSD","7167 Brooking WAY","23111","Hanover","Single Family Residence","03/20/2020","$198,900","$200,633","0","Resale (occupied at least once)","1987","High Point Farms","1,100","","3","1.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","1931622","744-759-4381","CLOSD","206 Geese LNDG","23060","Henrico","Townhouse","03/20/2020","$439,000","$436,000","106","","2014","West Broad Village","2,892","0.04","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935480","729-66-23-02-000-000","CLOSD","14201 Ashleyville LN","23112","Chesterfield","Single Family Residence","03/20/2020","$335,000","$335,000","111","Resale (occupied at least once)","2012","Collington","2,631","0.22","4","2.1","Public Water","Sewer - Public","FHA New","Relocation"
"1","2004577","C005-0603-135","CLOSD","6737 N Grand Brook CIR","23225","Richmond City","Townhouse","03/20/2020","$192,900","$193,000","7","Resale (occupied at least once)","2006","Townes At Grand Oaks","1,400","0.04","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2001191","815-728-8878","CLOSD","429 Westover Pines DR Unit#429","23223","Henrico","Townhouse","03/20/2020","$179,990","$185,570","29","Resale (occupied at least once)","2006","Westover Pines Townhouses","1,740","0.04","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2001161","011-1403-4273","CLOSD","6151 Hopewell RD","23124","New Kent","Single Family Residence","03/20/2020","$199,950","$205,000","18","Resale (occupied at least once)","1992","None","1,144","1.05","3","1.0","Well","Septic - Conventional","USDA","Individuals"
"1","2002965","746-70-47-73-500-000","CLOSD","109 Natural Bridge CT","23236","Chesterfield","Single Family Residence","03/20/2020","$178,000","$180,000","19","Resale (occupied at least once)","1981","Shenandoah Hills","1,182","0.36","3","1.1","Public Water","Sewer - Public","FHA New","Estate"
"1","2002239","E000-2911-025","CLOSD","1606 National ST","23231","Richmond City","Single Family Residence","03/20/2020","$179,950","$180,000","10","","2009","Belmont","1,530","0.10","3","2.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2003322","740-66-67-22-000-000","CLOSD","9518 Springhouse DR","23832","Chesterfield","Single Family Residence","03/20/2020","$309,950","$309,000","6","Resale (occupied at least once)","1992","Reedy Mill","2,206","1.00","4","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2001538","N016-0032-010","CLOSD","3801 Plymouth DR","23222","Richmond City","Single Family Residence","03/20/2020","$145,990","$151,000","19","Resale (occupied at least once)","1942","Chatham Place","1,555","0.23","3","1.1","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2001093","794-63-43-01-600-000","CLOSD","3813 Dogwood AVE","23831","Chesterfield","Single Family Residence","03/20/2020","$165,000","$164,000","24","Resale (occupied at least once)","1987","Somerset","1,008","0.21","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2001020","843-684-7608","CLOSD","5363 Long Bridge RD","23231","Henrico","Single Family Residence","03/20/2020","$172,500","$172,500","41","Resale (occupied at least once)","1937","None","1,128","1.98","2","1.0","Well","Septic - Conventional","FHA New","Individuals"
"1","1938541","751-754-8653","CLOSD","2901 Oakley Pointe WAY","23233","Henrico","Single Family Residence","03/20/2020","$250,000","$242,000","18","Resale (occupied at least once)","2000","Oakley Pointe","1,386","0.19","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935778","791-763-0185","CLOSD","113 Carriage Point LN","23059","Henrico","Townhouse","03/20/2020","$299,500","$299,500","102","Resale (occupied at least once)","2000","Cross Point","1,970","0.10","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1932334","729-759-0604","CLOSD","3816 Houndstooth CT","23233","Henrico","Single Family Residence","03/20/2020","$539,950","$530,000","23","Resale (occupied at least once)","1996","Foxhall","3,427","0.31","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1928024","743-760-7600","CLOSD","2001 Liesfeld PKY Unit#2001","23060","Henrico","Townhouse","03/20/2020","$439,950","$435,000","148","Resale (occupied at least once)","2010","West Broad Village","2,892","0.04","4","2.2","Public Water","Sewer - Public","FHA New","Individuals"
"1","1922214","8708-14-0145","CLOSD","11211 Garland Park Lane","23059","Hanover","Single Family Residence","03/20/2020","$488,010","$490,569","0","New (never occupied)","2019","None","2,868","1.50","4","3.1","Well","Septic - Alternative","FHA New","Corporate"
"1","1919923","757-61-98-92-800-000","CLOSD","9737 Graves RD","23803","Chesterfield","Single Family Residence","03/20/2020","$208,000","$206,000","228","Resale (occupied at least once)","1975","Grayson Estates","2,136","0.57","4","2.0","Well","Septic - Conventional","VHDA ","Individuals"
"1","2005084","782-66-75-52-700-000","CLOSD","9225 Lost Forest DR","23237","Chesterfield","Single Family Residence","03/20/2020","$159,900","$165,500","3","Resale (occupied at least once)","1983","Lost Forest","912","0.78","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1930064","796-61-79-30-800-000","CLOSD","3100 Jayme DR","23834","Chesterfield","Single Family Residence","03/20/2020","$160,500","$160,500","9","New (never occupied)","2019","Piedmont Estates","1,056","0.25","3","2.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","1939455","750-745-2017","CLOSD","9208 Fisk RD","23229","Henrico","Single Family Residence","03/20/2020","$275,000","$275,000","10","Resale (occupied at least once)","1958","Farmington","2,228","0.25","5","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1937266","E0000795045","CLOSD","1616 N 31st ST","23223","Richmond City","Single Family Residence","03/20/2020","$219,500","$212,500","81","Resale (occupied at least once)","1946","None","1,488","0.15","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003553","739-67-78-97-500-000","CLOSD","4706 Sterlingheath DR","23112","Chesterfield","Single Family Residence","03/20/2020","$217,500","$217,500","3","Resale (occupied at least once)","1981","Glen Tara","1,280","0.23","3","2.0","Public Water","Sewer - Public","Conventional","Partnership"
"1","2000707","718-67-10-07-700-000","CLOSD","7318 Cornus AVE","23832","Chesterfield","Townhouse","03/20/2020","$324,000","$320,000","37","Resale (occupied at least once)","2014","Villas At Dogwood","2,035","0.13","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1930998","781-756-5960.119","CLOSD","1509 Presidential DR Unit#0","23228","Henrico","Condominium","03/20/2020","$129,000","$125,000","70","Resale (occupied at least once)","1976","Stonewall Manor Condominiums","979","0.00","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002830","7870-89-7617","CLOSD","11210 Hill Ridge CT","23005","Hanover","Single Family Residence","03/20/2020","$287,000","$282,500","4","Resale (occupied at least once)","2014","Ashland Park","1,728","0.15","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2002605","8725-95-7267","CLOSD","6010 Dugout TER","23111","Hanover","Single Family Residence","03/20/2020","$219,950","$222,000","7","Resale (occupied at least once)","1993","Battlefield Green","1,428","0.29","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002183","30A  8   694","CLOSD","5613 Lakeview RD","23141","New Kent","Single Family Residence","03/20/2020","$239,950","$245,000","5","Resale (occupied at least once)","1976","Woodhaven Shores","2,700","0.23","4","2.1","Public Water","Septic - Conventional","VA New","Individuals"
"1","2002175","748-70-39-18-000-000","CLOSD","10005 Redbridge RD","23236","Chesterfield","Single Family Residence","03/20/2020","$199,500","$203,000","5","Resale (occupied at least once)","1985","Shenandoah Hills","1,333","0.28","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1936938","820-723-7267","CLOSD","219 S Elm AVE","23075","Henrico","Single Family Residence","03/20/2020","$220,000","$220,000","56","Resale (occupied at least once)","1952","None","2,242","0.42","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004795","19I  1     5","CLOSD","8104 N Henpeck RD","23141","New Kent","Townhouse","03/20/2020","$126,900","$125,000","20","Resale (occupied at least once)","2010","None","720","0.03","1","1.0","Well","Septic - Conventional","Cash","Corporate"
"1","2002003","8716-71-5974","CLOSD","9069 Barbette CT","23116","Hanover","Single Family Residence","03/20/2020","$414,950","$400,000","5","Resale (occupied at least once)","2003","The Bluffs At Bell Creek","3,642","0.30","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003894","751-761-0045","CLOSD","10916 Bush Lake LN","23060","Henrico","Townhouse","03/20/2020","$252,500","$253,000","3","","1991","Lexington Village Townhouses","1,562","0.08","3","3.0","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2007070","742-68-13-04-300-000","CLOSD","4404 Frederick Farms DR","23112","Chesterfield","Single Family Residence","03/20/2020","$160,000","$161,000","2","","1985","Frederick Farms","1,088","0.35","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2006175","8725-06-7789","CLOSD","6528 Legacy Park DR","23111","Hanover","Single Family Residence","03/20/2020","$239,000","$239,000","2","Resale (occupied at least once)","2003","Legacy Park","1,676","0.14","2","2.0","Public Water","Community - Sewer/Septic","Other","Individuals"
"1","2005979","814-696-5031","CLOSD","2451 Yarnell RD","23231","Henrico","Single Family Residence","03/20/2020","$189,500","$200,000","5","Resale (occupied at least once)","1972","Varina","1,196","0.97","3","1.1","Well","Septic - Conventional","Other","Individuals"
"1","2005078","726-70-28-95-000-000","CLOSD","542 Abbey Village CIR","23114","Chesterfield","Townhouse","03/20/2020","$295,000","$295,000","0","Resale (occupied at least once)","2008","Abbey Village @ Charter Colony","2,144","0.08","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004720","788-751-4344","CLOSD","5609 Lake Crest WAY","23227","Henrico","Single Family Residence","03/20/2020","$224,500","$217,000","4","Resale (occupied at least once)","2002","Lake Ridge","1,202","0.17","3","2.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2004531","E000-0667-022","CLOSD","1503 Spotsylvania ST","23223","Richmond City","Single Family Residence","03/20/2020","$69,900","$70,000","5","Resale (occupied at least once)","1960","None","942","0.14","2","1.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2004033","784-752-0064","CLOSD","7429 Landsworth AVE","23228","Henrico","Single Family Residence","03/20/2020","$245,000","$255,000","4","Resale (occupied at least once)","1953","Stuart Ridge","1,449","0.17","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2004023","N000-1140-022","CLOSD","3214 Cliff AVE","23222","Richmond City","Single Family Residence","03/20/2020","$249,950","$250,000","2","Resale (occupied at least once)","1948","Alvista Heights","1,397","0.16","3","2.0","Public Water","Sewer - Public","Conventional","Partnership"
"1","2003968","W000-2026-019","CLOSD","4513 W Franklin ST","23221","Richmond City","Single Family Residence","03/20/2020","$399,950","$425,000","5","Resale (occupied at least once)","1951","Colonial Place","1,521","0.14","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003699","730-72-67-48-200-000","CLOSD","4013 Waterswatch DR","23113","Chesterfield","Single Family Residence","03/20/2020","$440,000","$463,500","7","Resale (occupied at least once)","2000","Riverton","2,769","0.75","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003485","772-749-2471","CLOSD","6920 Alder Grove DR","23228","Henrico","Townhouse","03/20/2020","$279,950","$275,000","8","Resale (occupied at least once)","2008","Glenside Woods","2,062","0.09","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2003216","030B1-1-3","CLOSD","2711 Valley Springs RD","23139","Powhatan","Single Family Residence","03/20/2020","$369,500","$366,000","24","Resale (occupied at least once)","1996","Valley Springs","2,433","2.00","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2003171","C006-0302-010","CLOSD","1416 Broad Rock BLVD","23224","Richmond City","Single Family Residence","03/20/2020","$88,600","$100,500","14","Resale (occupied at least once)","1973","Broad Rock Homes","1,125","0.20","3","1.1","Public Water","Sewer - Public","Cash","REO"
"1","2002799","E000-0628-001","CLOSD","3005 Q ST","23223","Richmond City","Single Family Residence","03/20/2020","$190,000","$215,000","4","Resale (occupied at least once)","1920","None","934","0.06","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002676","7832-60-2752","CLOSD","15396 Henry Forest WAY","23192","Hanover","Single Family Residence","03/20/2020","$649,950","$624,500","17","Resale (occupied at least once)","2006","Red Hill","4,500","9.63","5","4.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2002499","788-64-25-52-400-000","CLOSD","4708 Twin Cedars RD","23831","Chesterfield","Single Family Residence","03/20/2020","$269,900","$265,900","14","Resale (occupied at least once)","1990","Stoney Glen","2,050","0.32","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002341","S000-0565-019","CLOSD","2419 Everett ST","23224","Richmond City","Single Family Residence","03/20/2020","$80,000","$75,000","34","Resale (occupied at least once)","1910","None","681","0.07","2","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2002303","21E  1 A  39","CLOSD","5945 Quinton Estates DR","23141","New Kent","Single Family Residence","03/20/2020","$259,950","$255,000","10","Resale (occupied at least once)","1995","Quinton Estates","1,352","0.62","3","2.0","Community Well","Septic - Conventional","Conventional","Individuals"
"1","2001914","N000-1265-019","CLOSD","3411 Florida AVE","23222","Richmond City","Single Family Residence","03/20/2020","$60,000","$101,000","7","Resale (occupied at least once)","1922","Highland Park","1,782","0.17","4","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2000799","768-64-20-24-400-000","CLOSD","12601 Grampian LN","23838","Chesterfield","Single Family Residence","03/20/2020","$464,900","$445,000","29","Resale (occupied at least once)","2008","The Highlands","3,014","0.95","4","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2000781","761-742-6136","CLOSD","7501 Three Chopt RD","23229","Henrico","Single Family Residence","03/20/2020","$324,900","$318,000","22","Resale (occupied at least once)","1947","Clovelly Gardens","1,542","0.34","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2000683","E000-0560-023","CLOSD","1209 N 24th ST","23223","Richmond City","Single Family Residence","03/20/2020","$335,000","$330,000","42","Resale (occupied at least once)","1910","None","1,854","","3","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2000065","7597515528","CLOSD","2702 Comet RD","23294","Henrico","Single Family Residence","03/20/2020","$215,000","$221,000","30","Resale (occupied at least once)","1958","Tuckahoe Park","1,430","0.30","3","1.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2000052","N0001040025","CLOSD","3102.5 Barton AVE","23222","Richmond City","Single Family Residence","03/20/2020","$399,900","$395,000","44","New (never occupied)","2019","None","2,860","","3","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1938372","709-67-73-00-900-000","CLOSD","6260 Lilting Moon DR","23120","Chesterfield","Single Family Residence","03/20/2020","$399,900","$396,000","45","New (never occupied)","2019","Foxcreek","3,047","0.20","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","1938261","714-70-02-27-000-000","CLOSD","1301 Baltrey LN","23112","Chesterfield","Single Family Residence","03/20/2020","$799,950","$747,500","79","Resale (occupied at least once)","2008","Hallsley","5,100","0.56","4","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1937621","778-66-96-06-500-000","CLOSD","8706 Peach Grove RD","23237","Chesterfield","Single Family Residence","03/20/2020","$167,440","$136,200","68","Resale (occupied at least once)","1986","Ashton Woods North","1,527","0.25","3","2.0","Other, Public Water","Other - See Remarks, Sewer - Public","Cash","Other, REO"
"1","1936866","016A-4-10","CLOSD","3759 Mill Mount PL","23139","Powhatan","Single Family Residence","03/20/2020","$424,900","$439,636","0","New (never occupied)","2019","Westlake At Mill Mount","2,499","2.37","4","2.0","Well","Septic - Conventional","FHA New","Corporate"
"1","1936676","7841-44-1319","CLOSD","14202 Hollows DR","23192","Hanover","Single Family Residence","03/20/2020","$463,000","$460,000","60","Resale (occupied at least once)","1994","The Hollows","3,686","5.42","5","3.1","Well","Septic - Conventional","Cash","Individuals"
"1","1936072","833-716-1100","CLOSD","909 Scotch Pine CT","23150","Henrico","Single Family Residence","03/20/2020","$259,950","$255,000","102","Resale (occupied at least once)","2005","Pine Creek","3,354","0.35","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935242","E000-0252-025","CLOSD","2020 Princess Anne AVE","23223","Richmond City","Single Family Residence","03/20/2020","$359,000","$359,000","99","Resale (occupied at least once)","1915","None","2,386","0.03","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","1935136","7870-92-7757","CLOSD","209 Randolph CIR","23005","Hanover","Single Family Residence","03/20/2020","$399,950","$350,000","119","Resale (occupied at least once)","1920","College Park","2,840","0.57","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1933968","729-70-67-25-400-000","CLOSD","13625 Village Gate PL","23114","Chesterfield","Single Family Residence","03/20/2020","$225,000","$215,000","73","Resale (occupied at least once)","2002","Sycamore Village","1,400","0.40","3","2.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","1933904","N000-1039-025","CLOSD","3119 Garland AVE","23222","Richmond City","Single Family Residence","03/20/2020","$325,000","$325,000","105","New (never occupied)","2019","Brookland Park","1,880","0.28","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1932968","738-772-8296","CLOSD","12040 Stonewick PL","23059","Henrico","Single Family Residence","03/20/2020","$629,900","$615,000","116","Resale (occupied at least once)","2006","Stonewick At Grey Oaks","3,950","0.39","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1932314","796-64-11-80-400-000","CLOSD","3013 Talleywood LN","23831","Chesterfield","Single Family Residence","03/20/2020","$285,000","$285,000","124","Resale (occupied at least once)","2002","Farmview Estates","2,902","0.53","5","3.1","Public Water","Sewer - Public","VA New","Individuals"
"1","1931261","738-782-4939","CLOSD","12168 Morestead CT","23059","Henrico","Single Family Residence","03/20/2020","$729,000","$715,000","137","Resale (occupied at least once)","2000","Preston At Wyndham","4,515","0.42","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1928887","734-72-39-43-500-000","CLOSD","12706 Kelham MEWS","23113","Chesterfield","Single Family Residence","03/20/2020","$749,000","$749,000","179","New (never occupied)","2019","Tarrington","4,400","0.64","6","4.1","Public Water","Sewer - Public","Conventional","Other"
"1","1922703","5168","CLOSD","TBD Hopewell RD","23124","New Kent","Single Family Residence","03/20/2020","$601,713","$601,713","22","New (never occupied)","2019","None","1,811","9.98","3","2.0","Well","Septic - Alternative","Cash","Corporate"
"1","1918467","715-66-48-10-300-000","CLOSD","15506 Talland DR","23832","Chesterfield","Single Family Residence","03/20/2020","$468,990","$462,000","254","New (never occupied)","2019","Harpers Mill","3,270","0.32","5","4.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","1901368","765-60-95-04-300-000","CLOSD","19949 Chesdin Harbor DR","23803","Chesterfield","Single Family Residence","03/20/2020","$414,900","$430,000","354","New (never occupied)","2019","Chesdin Harbor Section I","2,191","1.26","3","2.0","Public Water","Septic - Conventional","VA New","Corporate"
"1","1937452","E000-0776-005","CLOSD","1516 N 22nd ST","23223","Richmond City","Single Family Residence","03/23/2020","$299,950","$299,950","93","","2019","None","1,800","0.06","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","1928550","W000-1086-025","CLOSD","2322 Park AVE","23220","Richmond City","Single Family Residence","03/23/2020","$679,900","$670,000","169","Resale (occupied at least once)","1910","None","2,742","0.08","4","2.1","Public Water","Sewer - Public","Conventional","Relocation"
"1","1923945","W022-0110-008","CLOSD","3814 Dover RD","23221","Richmond City","Single Family Residence","03/23/2020","$995,000","$937,500","163","Resale (occupied at least once)","1936","Windsor Farms","3,495","0.47","4","3.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2005147","E000-0885-012","CLOSD","314 Chimborazo BLVD","23223","Richmond City","Single Family Residence","03/23/2020","$365,000","$375,000","7","Resale (occupied at least once)","1920","None","3,132","0.07","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2000362","732-69-85-08-700-000","CLOSD","13102 CEDAR CROSSING CT","23114","Chesterfield","Single Family Residence","03/23/2020","$364,950","$372,450","31","Resale (occupied at least once)","1988","Cedar Crossing","3,054","0.61","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2002197","750-69-43-12-700-000","CLOSD","1967 Castle Glen DR","23236","Chesterfield","Single Family Residence","03/23/2020","$265,000","$267,000","8","Resale (occupied at least once)","1998","Eaglewood","1,759","0.26","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","1931363","43-18-0-3-A","CLOSD","2160 Fairground RD","23102","Goochland","Single Family Residence","03/23/2020","$364,950","$364,950","151","","2017","None","2,606","3.04","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
