"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2613106","789-68-65-45-400-000","CLOSD","6007 Hudswell LN","23234","Chesterfield","Single Family Residence","06/25/2026","$315,000","$315,000","11","Resale (occupied at least once)","1968","Falling Creek Hills","1,239","0.33","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2613147","778-745-8040","CLOSD","5514 Willis LN","23228","Henrico","Single Family Residence","06/25/2026","$330,000","$330,000","11","Resale (occupied at least once)","1949","Schultz A F","1,200","0.21","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609043","708-68-11-33-500-000","CLOSD","4961 Winding Branch RD","23120","Chesterfield","Single Family Residence","06/25/2026","$769,000","$769,000","26","Resale (occupied at least once)","2009","Westerleigh","5,063","0.36","6","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609684","C008-1101-017","CLOSD","3708 Bathgate RD","23234","Richmond City","Single Family Residence","06/25/2026","$400,000","$400,000","33","Resale (occupied at least once)","2024","Brookbury","1,608","0.39","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2612493","8727-48-9719","CLOSD","6257 Blackbear TRL","23116","Hanover","Single Family Residence","06/25/2026","$745,000","$715,000","6","Resale (occupied at least once)","1980","None","3,397","3.00","4","3.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2609580","773-67-55-29-600-000","CLOSD","7301 Willowbranch CT","23234","Chesterfield","Single Family Residence","06/25/2026","$347,700","$347,700","7","Resale (occupied at least once)","1982","Willowhurst","1,562","0.37","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2603226","774659895900000","CLOSD","10612 Rosies RUN","23831","Chesterfield","Townhouse","06/25/2026","$349,990","$342,270","11","New (never occupied)","2026","None","1,567","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2612043","719-68-79-74-100-000","CLOSD","2524 Sailboat PL","23112","Chesterfield","Single Family Residence","06/25/2026","$465,000","$461,000","12","Resale (occupied at least once)","2008","Edgewater At The Reservoir","2,160","0.23","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2610628","E000-0468-020","CLOSD","1001 N 21st ST","23223","Richmond City","Single Family Residence","06/25/2026","$355,000","$355,000","26","Resale (occupied at least once)","1910","None","1,395","0.11","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2615207","788-754-8285","CLOSD","8002 TARKINGTON DR","23227","Henrico","Single Family Residence","06/25/2026","$364,900","$365,000","5","Resale (occupied at least once)","1958","Wildwood","1,471","0.35","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2612527","758-742-1578","CLOSD","1312 Santa Rosa RD","23229","Henrico","Single Family Residence","06/25/2026","$449,950","$455,000","17","Resale (occupied at least once)","1951","West Forest Heights","1,320","0.25","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2612056","789-64-77-20-900-000","CLOSD","4417 Dudley DR","23831","Chesterfield","Single Family Residence","06/25/2026","$325,000","$335,000","5","Resale (occupied at least once)","1962","Victoria Hills","1,632","0.39","3","2.0","Public Water","Septic - Conventional","VA New","Individuals"
"1","2607964","791-66-05-96-700-000","CLOSD","3607 E Chagford TER","23831","Chesterfield","Single Family Residence","06/25/2026","$345,000","$345,000","31","Resale (occupied at least once)","1991","Mineola","1,249","0.35","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2609131","743-763-3526","CLOSD","4200 Triscari LN","23060","Henrico","Single Family Residence","06/25/2026","$670,000","$645,000","41","Resale (occupied at least once)","2016","Sadler Place","4,402","0.27","3","2.1","Public Water","Community - Sewer/Septic","Conventional","Individuals"
"1","2613528","747-70-84-99-100-000","CLOSD","814 Nantucket CT","23236","Chesterfield","Townhouse","06/25/2026","$249,500","$238,000","20","Resale (occupied at least once)","1973","Sturbridge Village","1,372","0.05","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2613881","774-744-3490.042","CLOSD","2 Millstone RD","23228","Henrico","Condominium","06/25/2026","$195,000","$189,000","10","Resale (occupied at least once)","1962","Hamlet Condominium","1,121","0.03","2","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2611713","756-69-55-03-600-000","CLOSD","2131 Hicks RD","23235","Chesterfield","Single Family Residence","06/25/2026","$489,500","$492,000","5","Resale (occupied at least once)","1962","None","2,899","1.98","3","2.0","Public Water","Septic - Conventional","Conventional","Other"
"1","2611691","774-744-3490.028","CLOSD","12 Red Fox LN","23228","Henrico","Condominium","06/25/2026","$189,950","$180,000","19","Resale (occupied at least once)","1962","Hamlet Condominium","1,121","0.03","3","1.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2615298","728-758-4759","CLOSD","3708 Milshire PL","23233","Henrico","Single Family Residence","06/25/2026","$649,900","$665,000","1","Resale (occupied at least once)","1995","Milhaven","2,708","0.21","4","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2614632","S000-0638-008","CLOSD","1114 E 16th ST","23224","Richmond City","Single Family Residence","06/25/2026","$165,000","$168,000","4","Resale (occupied at least once)","1947","Oak Grove","2,448","0.11","4","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2614282","C001-1262-020","CLOSD","10220 Glendye RD","23235","Richmond City","Single Family Residence","06/25/2026","$535,000","$535,000","4","Resale (occupied at least once)","1965","Staffordshire","2,501","0.44","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2613773","746-71-77-16-700-000","CLOSD","10511 Gotham RD","23235","Chesterfield","Single Family Residence","06/25/2026","$410,000","$450,000","3","Resale (occupied at least once)","1965","Woodmont","1,404","0.43","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2613709","728-68-91-05-000-000","CLOSD","13712 Sutters Mill CIR","23112","Chesterfield","Single Family Residence","06/25/2026","$345,000","$345,000","4","Resale (occupied at least once)","1980","Brandermill","1,748","0.20","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2613520","028E-1-7","CLOSD","2628 Glenridge DR","23139","Powhatan","Single Family Residence","06/25/2026","$415,000","$452,500","4","Resale (occupied at least once)","1995","Glenbrooke","1,600","2.00","3","2.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2613514","N017-0442-034","CLOSD","3920 Rosedale AVE","23227","Richmond City","Single Family Residence","06/25/2026","$375,000","$375,000","3","Resale (occupied at least once)","1958","Rosedale","1,185","0.18","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2613448","763-764-1268.156","CLOSD","1000 Heathsville CT Unit#F","23060","Henrico","Condominium","06/25/2026","$505,000","$557,500","5","Resale (occupied at least once)","2010","Southall @ Crossridge","2,512","0.06","3","2.0","Public Water","None","Cash","Individuals"
"1","2613443","756-69-42-21-700-000","CLOSD","9020 Ivybridge XING","23236","Chesterfield","Single Family Residence","06/25/2026","$450,000","$455,000","3","Resale (occupied at least once)","1985","Bexley","3,318","0.39","4","2.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2613424","759-740-7520","CLOSD","7703 Hollins RD","23229","Henrico","Single Family Residence","06/25/2026","$1,495,000","$1,495,000","8","Resale (occupied at least once)","1941","Rollingwood","3,948","0.25","4","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2613198","797-712-4214.049","CLOSD","5300 Old Main ST Unit#C","23231","Henrico","Condominium","06/25/2026","$550,000","$535,000","18","Resale (occupied at least once)","2022","None","1,974","2.05","2","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2613020","767-740-6985","CLOSD","1713 Betty LN","23226","Henrico","Single Family Residence","06/25/2026","$299,950","$311,000","4","Resale (occupied at least once)","1948","Westhaven","760","0.26","2","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2612889","745-740-3432","CLOSD","1124 Marney CT","23229","Henrico","Townhouse","06/25/2026","$1,075,000","$1,100,000","6","Resale (occupied at least once)","2018","Grayson Hill","3,926","0.10","4","3.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2612483","776-68-58-81-500-000","CLOSD","4922 Breckstone PL","23234","Chesterfield","Single Family Residence","06/25/2026","$365,000","$370,000","10","Resale (occupied at least once)","1993","Braxton","1,598","0.21","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2611937","7870-66-4713","CLOSD","303 Carter Forest DR","23005","Hanover","Single Family Residence","06/25/2026","$750,000","$770,000","5","Resale (occupied at least once)","2014","Carters Hill","2,927","1.00","4","3.1","Public Water","Sewer - Public","Conventional","Individuals"
