#,ML #,PID,Status,Address,Zip,County/City,Type,Sales Date,List Price,Sales Price,Days On Market,New/Resale,Year Built,Subdivision,SqFtTotal,Acres,# Bedrooms,Total Baths,Water,Sewer,Sold Terms,Owned By
1,2518328,822-725-8680,CLOSD,103 N Daisy AVE,23075,Henrico,Single Family Residence,8/5/2025,"$259,950 ","$259,950 ",6,Resale (occupied at least once),1992,Highland Springs,980,0.13,3,1,Public Water,Sewer - Public,Conventional,Individuals
1,2518275,C005-0618-014,CLOSD,5614 Jahnke RD,23225,Richmond City,Single Family Residence,8/5/2025,"$369,900 ","$379,900 ",3,Resale (occupied at least once),1965,Oakhurst,"1,680",0.4,4,2,Public Water,Sewer - Public,Conventional,Individuals
1,2517970,8715-81-3853,CLOSD,7085 Foxlair DR,23111,Hanover,Single Family Residence,8/5/2025,"$365,000 ","$365,000 ",8,Resale (occupied at least once),1987,Foxlair,"1,272",0.44,3,2,Public Water,Sewer - Public,Cash,Individuals
1,2517839,733-760-4151,CLOSD,13412 Whispering Wood DR,23233,Henrico,Single Family Residence,8/5/2025,"$764,950 ","$835,000 ",6,Resale (occupied at least once),1992,Shelbourne At Wellesley,"3,898",0.31,5,3.1,Public Water,Sewer - Public,Cash,Individuals
1,2517799,019E-5-5,CLOSD,3081 French Hill DR,23139,Powhatan,Single Family Residence,8/5/2025,"$750,000 ","$750,000 ",11,Resale (occupied at least once),2014,French Hill,"3,470",2.06,4,3.1,Well,Septic - Conventional,Conventional,Individuals
1,2517643,751-740-5492,CLOSD,8813 Brawner DR,23229,Henrico,Single Family Residence,8/5/2025,"$340,000 ","$341,000 ",22,Resale (occupied at least once),1955,Hill And Dale,"1,494",0.28,3,1.1,Public Water,Sewer - Public,Cash,Individuals
1,2517586,7798-60-8333,CLOSD,9316 Crossover DR,23116,Hanover,Single Family Residence,8/5/2025,"$614,500 ","$611,025 ",9,Resale (occupied at least once),1999,Milestone,"2,785",0.36,3,2.1,Public Water,Sewer - Public,Cash,Individuals
1,2517232,737-71-02-19-000-000,CLOSD,12027 Old Buckingham RD,23113,Chesterfield,Single Family Residence,8/5/2025,"$425,000 ","$420,000 ",13,Resale (occupied at least once),1981,Olde Coach Village,"2,080",0.44,3,2,Public Water,Sewer - Public,FHA New,Individuals
1,2516678,732-70-01-70-000-000,CLOSD,1203 Wesanne LN,23114,Chesterfield,Single Family Residence,8/5/2025,"$499,000 ","$515,000 ",6,Resale (occupied at least once),1988,Queensmill,"2,641",0.59,4,2.1,Public Water,Sewer - Public,Cash,Individuals
1,2516667,720-65-38-02-800-000,CLOSD,14410 Ranger RD,23838,Chesterfield,Single Family Residence,8/5/2025,"$389,950 ","$375,000 ",36,Resale (occupied at least once),1977,Physic Hill,,0.55,3,2,Public Water,Septic - Conventional,Cash,Corporate
1,2516470,E000-0790-022,CLOSD,1508 N 29th ST,23223,Richmond City,Single Family Residence,8/5/2025,"$335,000 ","$325,000 ",19,Resale (occupied at least once),1946,None,"1,110",0.11,3,2,Public Water,Sewer - Public,Conventional,Individuals
1,2516178,724-67-26-36-600-000,CLOSD,6613 St Cecelia DR,23112,Chesterfield,Single Family Residence,8/5/2025,"$465,000 ","$480,000 ",7,Resale (occupied at least once),2000,St Clair,"2,360",0.23,4,2.1,Public Water,Sewer - Public,FHA New,Individuals
1,2516138,W000-1281-020,CLOSD,114 S Colonial AVE,23221,Richmond City,Single Family Residence,8/5/2025,"$1,225,000 ","$1,210,000 ",41,Resale (occupied at least once),1923,None,"3,828",0.06,4,4.1,Public Water,Sewer - Public,Cash,Individuals
1,2515668,051A-3-4,CLOSD,3672 Quarter Mill DR,23139,Powhatan,Single Family Residence,8/5/2025,"$725,000 ","$725,000 ",4,Resale (occupied at least once),2003,Quarter Mill,"4,842",2,4,3.1,Well,Septic - Conventional,Conventional,Individuals
1,2515620,701-67-40-90-800-000,CLOSD,18149 Sagamore DR,23120,Chesterfield,Single Family Residence,8/5/2025,"$630,000 ","$618,000 ",22,Resale (occupied at least once),2021,Magnolia Green,"2,888",0.21,4,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2515276,746-764-3677,CLOSD,4512 Hobble CIR,23060,Henrico,Townhouse,8/5/2025,"$554,500 ","$545,000 ",30,Resale (occupied at least once),2018,Sadler Crossing,"3,211",0.06,3,3.1,Public Water,Sewer - Public,Conventional,Individuals
1,2515121,W000-0855-026,CLOSD,1916 Floyd AVE,23220,Richmond City,Single Family Residence,8/5/2025,"$1,250,000 ","$1,253,400 ",13,Resale (occupied at least once),1908,None,"3,734",0.12,4,3.1,Public Water,Sewer - Public,Cash,Individuals
1,2514858,C001-1230-039,CLOSD,10540 Corley Home PL,23235,Richmond City,Single Family Residence,8/5/2025,"$625,000 ","$625,000 ",6,Resale (occupied at least once),2015,Villas At Archer Springs,"2,421",0.16,3,3,Public Water,Sewer - Public,Cash,Individuals
1,2514840,718-66-51-87-100-000,CLOSD,8307 Badestowe CT,23832,Chesterfield,Single Family Residence,8/5/2025,"$599,950 ","$590,000 ",4,Resale (occupied at least once),2014,Harpers Mill,"3,112",0.31,5,3,Public Water,Sewer - Public,Conventional,Individuals
1,2514662,W000-1004-023,CLOSD,2210 Stuart AVE,23220,Richmond City,Single Family Residence,8/5/2025,"$740,000 ","$715,000 ",48,Resale (occupied at least once),1904,None,"1,838",0.05,3,2.1,Public Water,Sewer - Public,Cash,Individuals
1,2513901,743-777-0434,CLOSD,11742 Olde Covington WAY,23059,Henrico,Single Family Residence,8/5/2025,"$1,075,000 ","$1,025,000 ",14,Resale (occupied at least once),2005,Covington,"5,165",0.39,6,4.1,Public Water,Sewer - Public,Conventional,Individuals
1,2513673,W000-1603-009,CLOSD,3429 Hanover AVE,23221,Richmond City,Single Family Residence,8/5/2025,"$609,950 ","$610,000 ",29,Resale (occupied at least once),1926,None,"1,896",0.07,3,1.1,Public Water,Sewer - Public,Conventional,Individuals
1,2510089,E000-0568-044,CLOSD,2921 R ST,23223,Richmond City,Single Family Residence,8/5/2025,"$452,000 ","$469,900 ",22,New (never occupied),2025,None,,0.02,3,3.1,Public Water,Sewer - Public,Conventional,Corporate
1,2509799,7822-94-8461,CLOSD,15279 Whispering Wind CIR,23192,Hanover,Single Family Residence,8/5/2025,"$749,000 ","$725,000 ",67,Resale (occupied at least once),2004,Sugar Maple,"2,880",2.38,4,2.1,Well,Septic - Conventional,Cash,Individuals
1,2508830,C008-0420-010,CLOSD,5101 Troy RD,23224,Richmond City,Single Family Residence,8/5/2025,"$278,995 ","$279,000 ",71,Resale (occupied at least once),1953,Hollandale,"1,021",0.31,3,1.1,Public Water,Sewer - Public,Conventional,Estate
1,2508475,E000-1763-301,CLOSD,3528 E Richmond RD Unit#U16,23223,Richmond City,Condominium,8/5/2025,"$116,000 ","$110,000 ",96,Resale (occupied at least once),1966,Villas Of Oakwood South,692,0.02,2,1,Public Water,Sewer - Public,Conventional,Individuals
1,2507200,770-64-24-34-900-000,CLOSD,7401 Maclachlan DR,23838,Chesterfield,Single Family Residence,8/5/2025,"$733,000 ","$715,000 ",85,Resale (occupied at least once),2015,The Highlands,"4,261",8.07,4,5.1,Public Water,Septic - Conventional,Conventional,Individuals
1,2506397,734-773-1805,CLOSD,12540 Heather Grove RD,23059,Henrico,Single Family Residence,8/5/2025,"$849,950 ","$750,000 ",125,Resale (occupied at least once),1990,Shady Grove Estates,"3,844",1.24,4,3.1,Well,Septic - Conventional,Cash,Individuals
1,2502243,752-69-76-73-300-000,CLOSD,1841 Walkerton RD,23236,Chesterfield,Single Family Residence,8/5/2025,"$475,000 ","$460,000 ",83,New (never occupied),2025,Gatewood,"2,234",0.61,4,3.1,Public Water,Sewer - Public,VHDA/FHA,Corporate
1,2415998,853-687-0292,CLOSD,5029 Glendale Woods PKY,23231,Henrico,Single Family Residence,8/5/2025,"$479,999 ","$479,999 ",378,New (never occupied),2024,Glendale Woods,"2,236",1,3,2.1,Well,Septic - Engineered,Cash,Corporate
1,REIN10590091,45 71,CLOSD,15584 Pocahontas TRL,23089,New Kent,Single Family Residence,8/5/2025,"$399,900 ","$407,000 ",9,New (never occupied),2022,ALL OTHERS AREA 140,"2,048",1,4,3,Well,Septic,,
1,REIN10589796,747-755-9097,CLOSD,10803 Brewster CT,23233,Henrico,Single Family Residence,8/5/2025,"$474,900 ","$460,000 ",7,Resale (occupied at least once),1984,ALL OTHERS AREA 150,"1,650",,3,3,Public Water,Public Sewer On Site,,
1,2515532,772-761-2559,CLOSD,2412 Omega RD,23228,Henrico,Single Family Residence,8/6/2025,"$359,000 ","$359,000 ",22,Resale (occupied at least once),1958,Laurel Park,"1,172",0.36,3,2,Public Water,Sewer - Public,FHA New,Individuals
1,2503703,6.98673E+14,CLOSD,18606 Holly Crest DR,23120,Chesterfield,Single Family Residence,8/6/2025,"$679,990 ","$702,984 ",16,New (never occupied),2025,Magnolia Green,"3,625",,5,4,Public Water,Sewer - Public,Conventional,Corporate
1,2430604,7.11668E+14,CLOSD,7843 Alexandria DR,23832,Chesterfield,Townhouse,8/6/2025,"$378,990 ","$365,000 ",219,New (never occupied),2024,Hampton Park,"1,465",,3,3,Public Water,Sewer - Public,FHA New,Corporate
1,2515494,6-4-0-4-0,CLOSD,4285 Hadensville Farm RD,23117,Goochland,Single Family Residence,8/6/2025,"$400,000 ","$400,000 ",24,Resale (occupied at least once),1991,Hadensville Farms,"1,456",5.67,3,2,Well,Septic - Conventional,Conventional,Individuals
1,2517942,745-751-5417,CLOSD,1925 Flintwood DR,23238,Henrico,Single Family Residence,8/6/2025,"$489,990 ","$495,000 ",17,Resale (occupied at least once),1983,Raintree,"1,980",0.3,4,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2511677,8706-95-8011,CLOSD,8019 Gristmill CT,23116,Hanover,Single Family Residence,8/6/2025,"$479,900 ","$482,000 ",40,Resale (occupied at least once),1985,Rural Point,"1,976",1,4,3,Public Water,Septic - Conventional,Conventional,Individuals
1,2519518,E000-0731-005,CLOSD,3111 E Marshall ST,23223,Richmond City,Single Family Residence,8/6/2025,"$395,000 ","$395,000 ",3,Resale (occupied at least once),1900,East End,"1,188",0.07,3,1.1,Public Water,Sewer - Public,Conventional,Individuals
1,2513820,7832-10-7410,CLOSD,15019 Quaker Church RD,23192,Hanover,Single Family Residence,8/6/2025,"$419,950 ","$420,000 ",38,Resale (occupied at least once),1988,None,"1,438",4.9,3,2,Well,Septic - Conventional,VA New,Individuals
1,2513733,785-771-4102,CLOSD,9458 Alquist ST,23059,Henrico,Townhouse,8/6/2025,"$409,380 ","$394,380 ",30,New (never occupied),2025,Village at Virginia Center Commons,"1,943",,3,2.2,Public Water,Sewer - Public,Conventional,Corporate
1,2510753,7126628099,CLOSD,8737 Whitman DR,23832,Chesterfield,Townhouse,8/6/2025,"$385,240 ","$383,240 ",55,New (never occupied),2025,Harpers Mill,"2,535",0.03,3,2.3,Public Water,Sewer - Public,Conventional,Other
1,2518943,802-65-01-27-900-000,CLOSD,13408 Bermuda Place DR,23836,Chesterfield,Single Family Residence,8/6/2025,"$339,900 ","$350,000 ",2,Resale (occupied at least once),1973,Bermuda Place,"1,964",0.47,4,2.1,Public Water,Septic - Conventional,Conventional,Corporate
1,2516506,759-69-66-44-400-000,CLOSD,2133 Williamstowne DR,23235,Chesterfield,Single Family Residence,8/6/2025,"$419,950 ","$475,000 ",0,Resale (occupied at least once),1974,Surreywood,"2,871",0.41,4,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2515583,761-741-5765,CLOSD,1104 Normandy DR,23229,Henrico,Single Family Residence,8/6/2025,"$525,000 ","$495,000 ",40,Resale (occupied at least once),1948,Clovelly Gardens,"1,622",0.23,4,2,Public Water,Sewer - Public,Cash,Individuals
1,2518227,759-68-67-98-100-000,CLOSD,8218 Post Land CT,23832,Chesterfield,Single Family Residence,8/6/2025,"$289,900 ","$296,000 ",5,Resale (occupied at least once),1979,Cabin Creek,"1,200",0.22,3,2,Public Water,Sewer - Public,FHA New,Corporate
1,2501683,8337138728,CLOSD,202 Greenpark RD,23150,Henrico,Townhouse,8/6/2025,"$303,990 ","$303,990 ",7,New (never occupied),2025,Parkside Townes,"1,336",,3,2.1,Public Water,Sewer - Public,Conventional,Corporate
1,2514859,752-69-07-11-700-000,CLOSD,9701 Kingussle LN,23236,Chesterfield,Single Family Residence,8/6/2025,"$800,000 ","$750,000 ",26,Resale (occupied at least once),1975,Loch Braemar,"2,978",0.53,4,4.1,Public Water,Sewer - Public,Cash,Estate
1,2515713,827-683-5676,CLOSD,8415 Town Hall CT,23231,Henrico,Single Family Residence,8/6/2025,"$439,000 ","$420,000 ",31,Resale (occupied at least once),1988,New Market Heights,"2,353",1.03,4,2.1,Well,Septic - Conventional,Conventional,Individuals
1,2420771,8002,CLOSD,3795 Robert Field LN,23141,New Kent,Single Family Residence,8/6/2025,"$745,950 ","$808,993 ",55,New (never occupied),2025,None,"2,954",8.3,4,3.1,Well,Septic - Conventional,Conventional,Corporate
1,2513482,8716-84-0898,CLOSD,9226 Shelton Pointe DR,23116,Hanover,Single Family Residence,8/6/2025,"$849,950 ","$835,000 ",18,Resale (occupied at least once),1998,Shelton Pointe,"3,795",1.01,5,3.1,Community Well,Sewer - Public,Conventional,Individuals
1,2509312,698-67-00-49-800-000,CLOSD,7207 Maple Summit LN,23120,Chesterfield,Single Family Residence,8/6/2025,"$775,000 ","$755,000 ",80,Resale (occupied at least once),2021,Magnolia Green,"3,832",0.27,4,3,Public Water,Sewer - Public,Conventional,Individuals
1,2507983,744-759-3369,CLOSD,218 Geese LNDG,23060,Henrico,Townhouse,8/6/2025,"$619,000 ","$610,000 ",90,Resale (occupied at least once),2014,West Broad Village,"4,488",0.04,4,3.1,Public Water,Sewer - Public,Cash,Individuals
1,2517122,742-70-36-72-700-000,CLOSD,206 Northgate CT,23236,Chesterfield,Single Family Residence,8/6/2025,"$487,000 ","$480,000 ",20,Resale (occupied at least once),2000,Ashley Woods East,"2,077",0.37,4,2,Public Water,Sewer - Public,Conventional,Estate
1,2520785,N000-0371-011,CLOSD,1907 Rose AVE,23222,Richmond City,Single Family Residence,8/6/2025,"$149,900 ","$160,000 ",2,Resale (occupied at least once),1900,Barton Heights,"1,543",0.14,3,2,Public Water,Sewer - Public,Cash,Individuals
1,2520020,741-736-2130,CLOSD,9716 Old Country TRCE,23238,Henrico,Single Family Residence,8/6/2025,"$989,000 ","$1,325,300 ",8,Resale (occupied at least once),1987,Country Club Colony,"7,074",1.1,5,3.2,Public Water,Sewer - Public,Cash,Individuals
1,2519720,S008-0772-011,CLOSD,3409 Ritter ST,23234,Richmond City,Single Family Residence,8/6/2025,"$125,000 ","$133,500 ",2,Resale (occupied at least once),1946,Lamberts Terrace,815,0.27,2,1,Public Water,Sewer - Public,Cash,Individuals
1,2519308,822-725-5171,CLOSD,18 N Daisy AVE,23075,Henrico,Single Family Residence,8/6/2025,"$249,950 ","$255,000 ",4,Resale (occupied at least once),1964,Highland Springs,894,0.11,3,1,Public Water,Sewer - Public,FHA New,Other
1,2519115,769-761-9333,CLOSD,9546 Sara Beth CIR,23060,Henrico,Townhouse,8/6/2025,"$270,000 ","$270,500 ",5,Resale (occupied at least once),1992,Laurel Lakes,"1,180",0.04,2,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2518932,N000-1901-018,CLOSD,3815 Hawthorne AVE,23222,Richmond City,Single Family Residence,8/6/2025,"$575,000 ","$559,500 ",5,Resale (occupied at least once),1941,Ginter Park,"5,040",0.46,4,3,Public Water,Sewer - Public,Conventional,Individuals
1,2518692,723-67-81-70-900-000,CLOSD,14107 Laurel Trail PL,23112,Chesterfield,Single Family Residence,8/6/2025,"$395,000 ","$395,000 ",4,Resale (occupied at least once),1986,Woodlake,"1,858",0.27,4,2.1,Public Water,Sewer - Public,VA New,Individuals
1,2518677,N000-1161-018,CLOSD,3415 Maryland AVE,23222,Richmond City,Single Family Residence,8/6/2025,"$379,000 ","$377,000 ",6,Resale (occupied at least once),1922,Highland Park,"1,812",0.11,3,1.1,Public Water,Sewer - Public,Cash,Individuals
1,2518433,721-68-09-21-400-000,CLOSD,5311 Rock Harbour RD,23112,Chesterfield,Single Family Residence,8/6/2025,"$500,000 ","$511,500 ",5,Resale (occupied at least once),1988,Woodlake,"2,276",0.29,5,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2518420,S000-0642-004,CLOSD,2010 Gordon AVE,23224,Richmond City,Single Family Residence,8/6/2025,"$160,000 ","$150,000 ",3,Resale (occupied at least once),1946,Mason Park,"1,164",0.13,3,1,Public Water,Sewer - Public,Cash,Individuals
1,2517828,8706-41-9578,CLOSD,9070 Winter Spring DR,23116,Hanover,Single Family Residence,8/6/2025,"$699,950 ","$701,000 ",7,Resale (occupied at least once),2000,Atlee Lake Estates,"3,505",0.52,5,3.1,Public Water,Sewer - Public,Conventional,Individuals
1,2516684,8716-05-9255,CLOSD,9261 Royal Grant DR,23116,Hanover,Single Family Residence,8/6/2025,"$795,000 ","$809,100 ",3,Resale (occupied at least once),1993,Kings Grant,"5,160",1.07,4,3.1,Public Water,Septic - Conventional,Cash,Individuals
1,2516555,E000-2814-015,CLOSD,1527 National ST,23231,Richmond City,Single Family Residence,8/6/2025,"$219,000 ","$200,000 ",43,Resale (occupied at least once),1930,Belmont,"1,462",0.1,3,1.1,Public Water,Sewer - Public,Cash,Corporate
1,2514899,58-16-0-2-0,CLOSD,333 Pond View LN,23103,Goochland,Single Family Residence,8/6/2025,"$859,900 ","$845,000 ",22,Resale (occupied at least once),2021,None,,0.42,4,3.1,Public Water,Sewer - Public,Conventional,Individuals
1,2513219,797-713-6051.207,CLOSD,210 Rocketts WAY Unit#207,23231,Henrico,Condominium,8/6/2025,"$315,000 ","$307,500 ",22,Resale (occupied at least once),2008,Village Of Rocketts Landing,"1,014",0.02,1,1,Public Water,Sewer - Public,Conventional,Individuals
1,2511650,E000-0557-020,CLOSD,1207 N 21st ST,23223,Richmond City,Single Family Residence,8/6/2025,"$549,950 ","$530,000 ",57,Resale (occupied at least once),2018,None,"2,356",0.08,3,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2508117,7861-35-0721,CLOSD,14304 Horseshoe Ford RD,23005,Hanover,Single Family Residence,8/6/2025,"$648,000 ","$648,000 ",92,Resale (occupied at least once),1977,None,"2,692",3.4,3,2,Well,Septic - Conventional,Conventional,Individuals
1,2429566,Not Yet Assigned,CLOSD,4002 Next Level TRCE,23112,Chesterfield,Condominium,8/6/2025,"$297,510 ","$297,510 ",0,New (never occupied),2024,Wescott,"1,227",,1,2,Public Water,Sewer - Public,FHA New,Corporate
1,2418548,TBD,CLOSD,6725 Mayland Ridge LN,23120,Chesterfield,Townhouse,8/6/2025,"$570,478 ","$582,989 ",98,New (never occupied),2024,The Villas at Swift Creek,"3,057",,4,3.1,Public Water,Sewer - Public,Conventional,Corporate
1,BRTVARC2000678,E0000600055,CLOSD,2517 Ford AVE,23223,Richmond City,Single Family Residence,8/7/2025,"$222,000 ","$222,000 ",6,Resale (occupied at least once),1988,NONE AVAILABLE,768,0.17,2,1,Public Water,Public Sewer On Site,,
1,2520628,N000-2347-014,CLOSD,1219 Westminster AVE,23227,Richmond City,Single Family Residence,8/7/2025,"$550,000 ","$525,000 ",8,Resale (occupied at least once),1938,Bellevue Court,"3,016",0.16,3,2,Public Water,Sewer - Public,Cash,Individuals
1,2518263,7.30722E+14,CLOSD,13211 POWDERHAM LN,23113,Chesterfield,Single Family Residence,8/7/2025,"$399,000 ","$390,000 ",10,Resale (occupied at least once),1977,Powderham,,1.01,4,2.1,Public Water,Sewer - Public,Conventional,Individuals
1,2507386,8.26649E+14,CLOSD,14119 Enon Crossing BND,23836,Chesterfield,Single Family Residence,8/7/2025,"$512,420 ","$512,070 ",0,New (never occupied),2025,Enon Station,"2,719",0.25,4,3,Public Water,Sewer - Public,VA New,Corporate
1,2514461,740-764-2783,CLOSD,311 Clerke DR,23059,Henrico,Townhouse,8/7/2025,"$549,950 ","$559,500 ",15,Resale (occupied at least once),2010,Avington,"2,818",0.11,3,2.1,Public Water,Sewer - Public,FHA New,Individuals
1,2514272,8775-07-6475,CLOSD,8390 Green Retirement LN,23111,Hanover,Single Family Residence,8/7/2025,"$699,950 ","$680,000 ",26,Resale (occupied at least once),1994,Cedar Ridge,"3,321",10.16,4,3.1,Well,Septic - Conventional,VA New,Individuals
1,2513156,766-65-13-42-400-000,CLOSD,8309 Regalia CT,23838,Chesterfield,Single Family Residence,8/7/2025,"$529,000 ","$529,000 ",43,Resale (occupied at least once),1999,The Highlands,"2,848",1.13,4,2.1,Public Water,Septic - Conventional,FHA New,Individuals
1,2515393,731-750-1265.021,CLOSD,1803 Aston LN,23238,Henrico,Condominium,8/7/2025,"$382,000 ","$380,000 ",25,Resale (occupied at least once),2003,Villas Of Autumn Run,"1,718",,2,2,Public Water,Sewer - Public,Conventional,Corporate
1,2518609,788-757-2517,CLOSD,1117 Penobscot RD,23227,Henrico,Single Family Residence,8/7/2025,"$389,900 ","$389,950 ",8,Resale (occupied at least once),1972,Wildwood,"1,825",0.27,4,2.1,Public Water,Sewer - Public,Conventional,"Corporate, Individuals"
1,2516902,795-66-68-78-900-000,CLOSD,9949 Reymet CT,23237,Chesterfield,Single Family Residence,8/7/2025,"$375,000 ","$352,000 ",26,Resale (occupied at least once),2014,Rachels Way,"1,924",0.3,3,2,Public Water,Sewer - Public,Conventional,Individuals
1,2513675,18-17-0-2-0,CLOSD,3036 Davis Mill RD,23063,Goochland,Single Family Residence,8/7/2025,"$599,000 ","$590,000 ",17,Resale (occupied at least once),2002,None,,12.66,3,2,Well,Septic - Conventional,Conventional,Individuals
