"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2037632","746-70-60-85-300-000","CLOSD","420 Keithwood CT","23236","Chesterfield","Single Family Residence","02/09/2021","$240,000","$246,000","2","Resale (occupied at least once)","1983","Hylton Park","1,728","0.29","5","2.0","Public Water","Sewer - Public","Conventional","Other"
"1","2100646","W020-0096-012","CLOSD","5016 Patterson AVE","23226","Richmond City","Single Family Residence","02/09/2021","$230,000","$240,000","3","Resale (occupied at least once)","1939","Patterson Place","1,084","0.14","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2100170","7840-01-6816","CLOSD","14825 Gilmans Cross CT","23059","Hanover","Single Family Residence","02/09/2021","$675,000","$675,000","3","Resale (occupied at least once)","2006","Mountain Run","4,240","","6","4.1","Community Well","Community - Sewer/Septic","Conventional","Individuals"
"1","2100059","736-752-4819","CLOSD","2376 Horsley DR","23233","Henrico","Single Family Residence","02/09/2021","$249,000","$255,000","4","Resale (occupied at least once)","1992","Bennington Ridge East","1,549","0.23","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100021","775-757-4844","CLOSD","2301 Trevvett DR","23228","Henrico","Single Family Residence","02/09/2021","$270,000","$275,000","3","Resale (occupied at least once)","1997","None","1,506","0.50","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037716","C002-0187-034","CLOSD","2920 Archdale RD","23235","Richmond City","Single Family Residence","02/09/2021","$375,000","$375,000","7","Resale (occupied at least once)","1961","Oxford","2,679","0.48","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037626","808-703-0159","CLOSD","6431 N Midview RD","23231","Henrico","Single Family Residence","02/09/2021","$229,950","$245,000","6","Resale (occupied at least once)","1987","Midview Woods","1,639","0.25","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2037151","N000-0077-025","CLOSD","19 E Clay ST","23219","Richmond City","Single Family Residence","02/09/2021","$325,000","$350,000","2","Resale (occupied at least once)","1900","None","2,336","0.06","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036855","758-68-85-13-300-000","CLOSD","3931 Tanbark RD","23235","Chesterfield","Single Family Residence","02/09/2021","$269,999","$190,000","3","Resale (occupied at least once)","1964","Longwood Acres","2,836","0.53","3","3.0","Public Water","Septic - Conventional","Cash","Individuals"
"1","2036408","W020-0111-015","CLOSD","309 Granite AVE","23226","Richmond City","Single Family Residence","02/09/2021","$369,500","$469,500","6","Resale (occupied at least once)","1948","Westview","1,419","0.18","4","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2034177","C006-0125-010","CLOSD","3801 Decatur ST","23224","Richmond City","Single Family Residence","02/09/2021","$213,000","$205,000","50","Resale (occupied at least once)","1924","Broad Rock Heights","1,172","0.21","3","2.0","Public Water","Sewer - Public","Conventional","Partnership"
"1","2033741","8765-81-1055","CLOSD","8230 Christian Ridge DR","23111","Hanover","Single Family Residence","02/09/2021","$459,000","$450,000","64","Resale (occupied at least once)","2006","Christian Ridge","3,515","1.36","5","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2033722","W000-1410-033","CLOSD","311 N Cleveland ST","23221","Richmond City","Single Family Residence","02/09/2021","$449,950","$420,000","29","Resale (occupied at least once)","1921","None","1,518","0.04","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032595","738-69-50-10-400-000","CLOSD","1616 Porters Mill LN","23114","Chesterfield","Single Family Residence","02/09/2021","$229,900","$240,000","3","Resale (occupied at least once)","1986","Smoketree South","1,472","0.24","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032207","730-70-82-93-600-000","CLOSD","13325 Mulligan CT","23113","Chesterfield","Single Family Residence","02/09/2021","$284,990","$270,000","28","Resale (occupied at least once)","2001","The Village At Midlothian","1,840","0.21","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2023362","713687088300000","CLOSD","16073 Cambria Cove BLVD","23112","Chesterfield","Single Family Residence","02/09/2021","$492,815","$497,110","0","New (never occupied)","2020","Cambria Cove","4,391","","4","3.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2019516","015-24A-2","CLOSD","3280 Maidens RD","23139","Powhatan","Single Family Residence","02/09/2021","$549,000","$540,000","180","New (never occupied)","2020","None","2,339","10.00","2","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2025280","779682622600000","CLOSD","6413 Little Creek WAY","23234","Chesterfield","Single Family Residence","02/10/2021","$320,615","$320,615","0","New (never occupied)","2020","Little Creek","2,423","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2033012","739-750-6207","CLOSD","10842 Old Prescott RD","23238","Henrico","Single Family Residence","02/10/2021","$530,000","$525,000","51","Resale (occupied at least once)","1996","Royal Oaks","3,403","0.60","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100463","8765-56-1459","CLOSD","2270 Old Church RD","23111","Hanover","Single Family Residence","02/10/2021","$429,950","$429,950","5","Resale (occupied at least once)","1999","None","2,979","2.52","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2032257","741-69-52-83-700-000","CLOSD","1418 Crawford Wood PL","23114","Chesterfield","Single Family Residence","02/10/2021","$350,995","$350,995","69","Resale (occupied at least once)","2000","St James Woods","2,665","0.30","5","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2037464","L310054.00x0125.00","CLOSD","613 Rothesay RD","23221","Richmond City","Single Family Residence","02/10/2021","$310,000","$305,000","13","Resale (occupied at least once)","1942","None","1,172","","2","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2100161","N017-0549-013","CLOSD","1922 Maple Shade LN","23227","Richmond City","Single Family Residence","02/10/2021","$264,900","$274,000","2","Resale (occupied at least once)","1951","Cheverly","1,287","0.18","3","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2035768","W000-0953-022","CLOSD","2001 W Grace ST","23220","Richmond City","Single Family Residence","02/10/2021","$699,950","$655,000","7","Resale (occupied at least once)","1905","None","4,184","0.10","5","5.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2032765","8724-68-4389","CLOSD","6379 Yellowrose LN","23111","Hanover","Single Family Residence","02/10/2021","$305,000","$305,000","60","Resale (occupied at least once)","1999","Pebble Creek","1,916","0.20","4","2.1","Public Water","Sewer - Public","FHA New Assumption","Individuals"
"1","2033746","S006-0141-026","CLOSD","5207 New Kent RD","23225","Richmond City","Single Family Residence","02/10/2021","$644,900","$636,000","53","Resale (occupied at least once)","1949","Westover Hills","3,160","0.22","4","3.2","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037717","744-752-6586.148","CLOSD","2113 Turtle Creek DR Unit#4","23233","Henrico","Condominium","02/10/2021","$165,000","$168,000","4","Resale (occupied at least once)","1987","Turtle Creek West Condominiums","980","0.02","2","2.0","Public Water","Sewer - Public","Conventional","Estate"
"1","2100078","790-66-21-69-000-000","CLOSD","10718 Ethens Mill RD","23831","Chesterfield","Single Family Residence","02/10/2021","$299,000","$301,000","5","Resale (occupied at least once)","2015","Brooks Chapel","1,944","0.39","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2036849","29-5-0-1-D","CLOSD","2674 Dogtown RD","23063","Goochland","Single Family Residence","02/10/2021","$339,000","$325,000","14","Resale (occupied at least once)","1992","None","2,204","5.00","4","3.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2032189","726-713-30-05-00000","CLOSD","2001 Winterfield RD","23113","Chesterfield","Single Family Residence","02/10/2021","$425,000","$410,000","73","Resale (occupied at least once)","1979","Salisbury","2,773","1.00","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2021774","710-66-15-95-800-000","CLOSD","16824 Sayley DR","23832","Chesterfield","Single Family Residence","02/10/2021","$433,950","$523,708","0","New (never occupied)","2021","Harpers Mill","3,634","","4","4.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2014286","750-71-10-65-900-000","CLOSD","1307 Bon Air Crest PL","23235","Chesterfield","Single Family Residence","02/10/2021","$477,990","$498,950","0","New (never occupied)","2020","Bon Air","3,703","","5","4.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2032293","7880-74-8213","CLOSD","13407 Abram CT","23005","Hanover","Single Family Residence","02/10/2021","$435,800","$434,000","56","Resale (occupied at least once)","2013","Providence","3,570","0.26","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036833","810-731-5856","CLOSD","3804 Alderleaf LN","23223","Henrico","Single Family Residence","02/10/2021","$289,990","$289,990","9","New (never occupied)","2020","Kensington Meadows","1,680","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2028529","W000-1604-064","CLOSD","3513 Hanover AVE Unit#UC","23221","Richmond City","Condominium","02/10/2021","$149,000","$143,000","93","Resale (occupied at least once)","1947","Benedictine Commons","655","2.19","1","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2035356","796-64-16-04-200-000","CLOSD","2931 Talleywood LN","23831","Chesterfield","Single Family Residence","02/10/2021","$285,000","$290,000","3","Resale (occupied at least once)","1999","Farmview Estates","2,253","0.50","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2037263","N000-0701-027","CLOSD","2727 Hanes AVE","23222","Richmond City","Single Family Residence","02/10/2021","$247,500","$230,000","7","Resale (occupied at least once)","1910","Brookland Park","1,794","0.11","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100241","759-753-8586","CLOSD","3133 Fortune RD","23294","Henrico","Single Family Residence","02/10/2021","$299,500","$310,159","3","Resale (occupied at least once)","2007","Fortune Heights","1,652","0.43","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036204","735-749-3716","CLOSD","2001 Airy CIR","23238","Henrico","Condominium","02/10/2021","$205,000","$215,000","13","Resale (occupied at least once)","1988","Knollingwood","1,340","0.07","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100696","C001-1053-026","CLOSD","3021 Clarendon DR","23235","Richmond City","Single Family Residence","02/10/2021","$254,900","$270,000","7","Resale (occupied at least once)","1955","Wayland","1,299","0.57","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2100528","729-756-3298","CLOSD","2515 Drammen PL","23233","Henrico","Single Family Residence","02/10/2021","$649,900","$684,500","4","Resale (occupied at least once)","1990","The Colonies At Wilde Lake","4,231","0.57","5","4.1","Public Water","Sewer - Public","Private","Individuals"
"1","2100319","831-714-1406","CLOSD","600 Huntsman RD","23150","Henrico","Single Family Residence","02/10/2021","$174,995","$185,000","6","Resale (occupied at least once)","1961","Lee Park","1,116","0.25","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2100116","793-63-68-72-000-000","CLOSD","3837 Harrow DR","23831","Chesterfield","Single Family Residence","02/10/2021","$275,000","$295,500","5","Resale (occupied at least once)","1997","Windsor Hills","1,926","0.27","4","2.1","Public Water","Sewer - Public","VHDA/FHA","Individuals"
"1","2100023","744-69-16-12-100-000","CLOSD","2317 Sleepy Hill RD","23236","Chesterfield","Single Family Residence","02/10/2021","$289,950","$311,000","4","Resale (occupied at least once)","1989","Brandon","2,172","0.33","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037934","7797-54-9522","CLOSD","9203 Stephens Manor DR","23116","Hanover","Single Family Residence","02/10/2021","$500,000","$531,000","2","Resale (occupied at least once)","1993","Kings Charter","3,765","0.41","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037844","746-69-67-26-900-000","CLOSD","1321 Hybla RD","23236","Chesterfield","Single Family Residence","02/10/2021","$375,000","$364,250","12","Resale (occupied at least once)","1964","Lake Crystal Farms","3,136","0.61","5","3.0","Public Water","Septic - Alternative","FHA New","Individuals"
"1","2037459","794-64-85-10-600-000","CLOSD","13209 Sir Scott DR","23831","Chesterfield","Single Family Residence","02/10/2021","$269,000","$280,000","3","Resale (occupied at least once)","1998","Hidden Valley Estates","1,759","0.33","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2036964","014-45","CLOSD","4769 Bell RD","23139","Powhatan","Single Family Residence","02/10/2021","$365,000","$369,000","10","Resale (occupied at least once)","2019","None","1,782","","3","2.0","Well","Septic - Conventional","VA New","Individuals"
"1","2036939","C001-1348-026","CLOSD","2831 Penrose DR","23235","Richmond City","Single Family Residence","02/10/2021","$265,000","$285,000","4","Resale (occupied at least once)","1963","Staffordshire","1,788","0.48","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036673","759-70-09-11-200-000","CLOSD","1270 Elmart LN","23235","Chesterfield","Single Family Residence","02/10/2021","$265,000","$240,000","11","Resale (occupied at least once)","1973","None","1,920","0.63","4","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2036046","7822-68-1300","CLOSD","15462 Robert Terrell RD","23192","Hanover","Single Family Residence","02/10/2021","$398,900","$410,000","5","Resale (occupied at least once)","1984","None","2,253","4.30","4","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2035838","782-746-0703","CLOSD","5611 Lakeside AVE","23228","Henrico","Single Family Residence","02/10/2021","$165,000","$165,000","3","Resale (occupied at least once)","1941","Bloomingdale","1,200","0.18","3","1.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2035043","W000-1460-042","CLOSD","209 Tilden ST","23221","Richmond City","Single Family Residence","02/10/2021","$439,950","$503,000","5","Resale (occupied at least once)","1923","None","1,412","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2034409","N000-1153-026","CLOSD","738 Arnold AVE","23222","Richmond City","Single Family Residence","02/10/2021","$284,900","$275,000","51","Resale (occupied at least once)","1920","Highland Park","1,736","0.09","3","2.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2033657","E000-0425-015","CLOSD","964 Pink ST","23223","Richmond City","Single Family Residence","02/10/2021","$439,950","$434,950","69","New (never occupied)","2020","None","2,268","0.06","3","3.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2031417","47-25-0-5-0","CLOSD","39 Little Falls LN","23146","Goochland","Single Family Residence","02/10/2021","$414,500","$370,000","21","Resale (occupied at least once)","1987","Wingmead","2,300","1.20","4","3.0","Well","Septic - Conventional","Cash","Individuals"
"1","2029704","756-69-79-29-500-000","CLOSD","1531 Pinchot ST","23235","Chesterfield","Single Family Residence","02/10/2021","$228,500","$222,500","50","Resale (occupied at least once)","1984","Three Pines","1,578","0.55","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2021831","5-1-0-36-0","CLOSD","4220 Rollins DR","23093","Goochland","Single Family Residence","02/10/2021","$195,000","$160,000","174","Resale (occupied at least once)","1853","Shannon Hills","2,394","30.84","3","1.0","Other","Other - See Remarks","Cash","Individuals"
"1","2015427","713687321500000","CLOSD","16013 Cambria Cove BLVD","23112","Chesterfield","Single Family Residence","02/10/2021","$404,480","$418,735","110","New (never occupied)","2020","Cambria Cove","2,718","","4","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2100399","E000-0804-017","CLOSD","3222 P ST","23223","Richmond City","Single Family Residence","02/11/2021","$264,950","$281,000","4","Resale (occupied at least once)","1925","None","1,367","0.08","3","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2037847","782-67-89-21-700-000","CLOSD","4009 Durrette DR","23237","Chesterfield","Single Family Residence","02/11/2021","$225,000","$232,525","5","Resale (occupied at least once)","1972","Fuqua Farms","1,450","0.37","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2028715","811648558100000","CLOSD","13748 Bastian DR","23836","Chesterfield","Single Family Residence","02/11/2021","$339,150","$339,150","0","New (never occupied)","2020","Ramblewood Estates","2,423","","3","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2022591","777-67-10-57-000-000","CLOSD","5801 Reedy Springs DR","23237","Chesterfield","Single Family Residence","02/11/2021","$340,100","$371,117","2","New (never occupied)","2020","Reedy Springs","2,033","","4","2.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2032329","E000-0518-014","CLOSD","1125 N 24th ST","23223","Richmond City","Single Family Residence","02/11/2021","$329,950","$330,000","47","Resale (occupied at least once)","1900","None","2,200","0.07","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2037898","735-70-16-21-700-000","CLOSD","12519 Walton Ridge LN","23114","Chesterfield","Single Family Residence","02/11/2021","$389,500","$410,000","4","Resale (occupied at least once)","1992","Walton Park","3,121","0.36","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2036944","C001-1100-044","CLOSD","3142 Lake Village DR Unit#3142","23235","Richmond City","Condominium","02/11/2021","$219,950","$215,000","28","Resale (occupied at least once)","1987","Summerhill At Stony Point Condo","1,030","0.03","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100498","8725-63-9432","CLOSD","6149 Winding Hills DR","23111","Hanover","Single Family Residence","02/11/2021","$268,500","$268,000","3","Resale (occupied at least once)","1995","Battlefield Green","1,596","0.14","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100265","789-66-48-82-100-000","CLOSD","3600 Hamlin Creek","23831","Chesterfield","Single Family Residence","02/11/2021","$305,000","$306,000","6","Resale (occupied at least once)","2011","Brooks Chapel","2,356","0.29","4","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2036316","811-702-1611","CLOSD","6405 Bateleur CT","23231","Henrico","Single Family Residence","02/11/2021","$305,000","$306,000","14","Resale (occupied at least once)","2009","Eagles Nest","2,234","0.35","4","2.1","Public Water","Sewer - Public","FHA New","Other"
"1","2035575","733-71-16-50-100-000","CLOSD","1536 Unison DR","23113","Chesterfield","Single Family Residence","02/11/2021","$249,950","$250,000","14","Resale (occupied at least once)","1979","Old Buckingham Forest","1,417","1.05","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2029672","N000-0991-010","CLOSD","3106 3rd AVE","23222","Richmond City","Single Family Residence","02/11/2021","$264,950","$255,000","53","Resale (occupied at least once)","1924","Highland Park","1,630","0.11","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2031263","13-11-0-1-0","CLOSD","3834 Three Chopt RD","23065","Goochland","Single Family Residence","02/11/2021","$319,950","$319,950","7","New (never occupied)","2020","None","1,728","3.57","3","2.0","Well","Septic - Conventional","Conventional","Corporate"
"1","2030471","815649906600000","CLOSD","13513 Mason Orchard PL","23836","Chesterfield","Single Family Residence","02/11/2021","$359,985","$359,985","0","New (never occupied)","2020","Bermuda Orchard","2,325","","3","3.0","Public Water","Sewer - Public","VA New","Corporate"
"1","2037364","753-753-9343","CLOSD","9304 Minna DR","23229","Henrico","Single Family Residence","02/11/2021","$259,950","$266,000","3","Resale (occupied at least once)","1963","Westbriar","1,844","0.25","4","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2031422","721-72-15-06-400-000","CLOSD","3140 Winterfield RD","23113","Chesterfield","Single Family Residence","02/11/2021","$455,000","$445,000","71","Resale (occupied at least once)","1976","None","3,355","1.15","4","3.0","Public Water","Septic - Conventional","Conventional","Corporate"
"1","2021941","W000-1518-084","CLOSD","613 Roseneath RD Unit#6","23221","Richmond City","Condominium","02/11/2021","$235,000","$235,000","165","Resale (occupied at least once)","1926","None","895","0.02","2","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037366","8716-16-6134","CLOSD","7416 Wrexham CIR","23116","Hanover","Single Family Residence","02/11/2021","$279,500","$279,500","15","Resale (occupied at least once)","1977","Avondale","1,600","0.68","3","2.0","Public Water","Septic - Conventional","Conventional","Estate"
"1","2037056","745-68-09-62-400-000","CLOSD","10631 Bexwood CT","23832","Chesterfield","Single Family Residence","02/11/2021","$240,000","$255,000","6","Resale (occupied at least once)","1986","Hunters Landing","1,503","0.47","4","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2026398","816649314100000","CLOSD","513 Mason Orchard DR","23836","Chesterfield","Single Family Residence","02/11/2021","$326,560","$328,155","0","New (never occupied)","2020","Bermuda Orchard","1,955","","3","3.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2037215","E000-2809-005","CLOSD","4408 Government RD","23231","Richmond City","Single Family Residence","02/11/2021","$475,000","$502,500","4","Resale (occupied at least once)","1930","Montrose Heights","2,997","1.57","4","3.1","Well","Sewer - Public","Conventional","Individuals"
"1","2032997","To be determined","CLOSD","5400 Bradenton DR","23831","Chesterfield","Single Family Residence","02/11/2021","$354,881","$355,041","79","New (never occupied)","2020","The Villas at Iron Mill","2,156","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2037574","C003-0146-002","CLOSD","8225 Ammonett DR","23235","Richmond City","Single Family Residence","02/11/2021","$399,000","$399,000","8","Resale (occupied at least once)","1962","Oxford","2,639","0.41","5","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2100706","739-67-60-61-500-000","CLOSD","5100 King Cotton LN","23112","Chesterfield","Single Family Residence","02/11/2021","$210,000","$220,000","2","Resale (occupied at least once)","1991","Timber Mill West","1,100","0.43","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037815","754-755-2308","CLOSD","2919 Queensland DR","23294","Henrico","Townhouse","02/11/2021","$225,000","$228,000","0","Resale (occupied at least once)","1996","Pemberton Oaks Townhouses","1,376","0.04","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2030986","8733-88-2321","CLOSD","5759 Cold Harbor RD","23111","Hanover","Single Family Residence","02/11/2021","$399,000","$400,000","93","Resale (occupied at least once)","1987","Old Cold Harbor Estates Resub","2,586","10.00","3","2.1","Well","Septic - Conventional","Conventional","Estate"
"1","2032915","7880-83-0629","CLOSD","13812 Providence Grace LN","23005","Hanover","Single Family Residence","02/11/2021","$436,000","$425,000","66","Resale (occupied at least once)","2015","Providence","3,239","0.17","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2037821","8706-05-1158","CLOSD","8918 Hollycroft CT","23116","Hanover","Single Family Residence","02/11/2021","$359,900","$369,000","6","Resale (occupied at least once)","2009","Rutland","2,392","0.14","4","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2102210","754-749-4966","CLOSD","8610 Freestone AVE","23229","Henrico","Single Family Residence","02/11/2021","$199,900","$216,500","2","Resale (occupied at least once)","1960","Windsordale","1,400","0.23","3","1.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2101901","790-756-1595","CLOSD","8306 Franconia RD","23227","Henrico","Single Family Residence","02/11/2021","$279,900","$279,900","0","Resale (occupied at least once)","1970","Wildwood","1,700","0.42","3","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2101104","21A  2 B  16","CLOSD","8836 Shewsbury DR","23124","New Kent","Single Family Residence","02/11/2021","$229,900","$215,000","3","Resale (occupied at least once)","1979","Kenwood Farms","1,792","0.71","3","2.0","Community Well","Septic - Conventional","Conventional","Estate"
