"#","ML #","PID","Status","Address","Zip","County/City","Type","Sales Date","List Price","Sales Price","Days On Market","New/Resale","Year Built","Subdivision","SqFtTotal","Acres","# Bedrooms","Total Baths","Water","Sewer","Sold Terms","Owned By"
"1","2429997","E000-0439-017","CLOSD","2614 E Franklin ST","23223","Richmond City","Single Family Residence","01/03/2025","$699,000","$719,000","7","Resale (occupied at least once)","1880","None","2,375","0.05","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2405492","718-66-62-06-700-000","CLOSD","7924 Hartridge DR","23832","Chesterfield","Single Family Residence","01/03/2025","$599,990","$595,000","239","New (never occupied)","2023","Harpers Mill","3,098","0.28","5","3.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2425609","793-65-97-57-800-000","CLOSD","3219 Ludgate RD","23831","Chesterfield","Single Family Residence","01/03/2025","$349,900","$357,500","23","Resale (occupied at least once)","1998","Summit Point","1,788","0.27","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2420021","7606906024","CLOSD","7906 Lyndale DR","23235","Chesterfield","Single Family Residence","01/03/2025","$414,950","$414,950","100","New (never occupied)","2024","Wyntrebrooke","1,577","","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2426070","N000-1062-009","CLOSD","3203 Carolina AVE","23222","Richmond City","Single Family Residence","01/03/2025","$369,000","$369,000","34","Resale (occupied at least once)","1920","Highland Park","1,584","0.13","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2429017","749-67-86-12-900-000","CLOSD","5318 Ridgerun TER","23832","Chesterfield","Single Family Residence","01/03/2025","$334,900","$330,000","25","Resale (occupied at least once)","1990","Qualla Farms","1,431","0.26","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2430370","718-66-56-77-000-000","CLOSD","15006 BADESTOWE DR","23832","Chesterfield","Single Family Residence","01/03/2025","$564,950","$570,000","10","Resale (occupied at least once)","2014","Harpers Mill","3,012","0.28","5","4.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430665","826-717-6597","CLOSD","15 W McClellan ST","23150","Henrico","Single Family Residence","01/03/2025","$299,999","$315,000","8","Resale (occupied at least once)","1948","Sandston","1,354","0.21","3","2.1","Public Water","Sewer - Public","VHDA/FHA","Corporate"
"1","2429902","E000-0557-015","CLOSD","1202 N 22nd ST","23223","Richmond City","Single Family Residence","01/03/2025","$400,000","$396,900","10","Resale (occupied at least once)","1909","Fairmount Park","2,310","0.09","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2429205","017C-1B-4","CLOSD","3471 Woods WAY","23139","Powhatan","Single Family Residence","01/03/2025","$250,000","$280,000","5","Resale (occupied at least once)","1990","None","1,166","2.14","3","2.0","Well","Septic - Conventional","FHA New","Individuals"
"1","2430591","7831-78-4469","CLOSD","14983 Patrick Meadows WAY","23192","Hanover","Single Family Residence","01/03/2025","$874,950","$855,000","9","Resale (occupied at least once)","2005","Red Hill","3,491","10.35","4","3.1","Well","Septic - Conventional","VA New","Individuals"
"1","2428623","732-68-02-33-200-000","CLOSD","13005 Tall Hickory CT","23112","Chesterfield","Single Family Residence","01/03/2025","$376,000","$376,000","30","Resale (occupied at least once)","1985","Nuttree","1,736","0.47","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2429293","E000-0795-049","CLOSD","1624 N 31st ST","23223","Richmond City","Single Family Residence","01/03/2025","$327,000","$318,000","19","Resale (occupied at least once)","1946","Woodville","1,309","0.18","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2428950","764-757-3685","CLOSD","4901 Kilcolman DR","23228","Henrico","Single Family Residence","01/03/2025","$475,000","$478,000","17","Resale (occupied at least once)","1988","Shannon Green","2,448","0.27","5","2.1","Public Water","Sewer - Public","FHA New","Corporate"
"1","2428971","E000-0948-006","CLOSD","1703 Peter Paul BLVD","23223","Richmond City","Single Family Residence","01/03/2025","$225,000","$230,000","15","Resale (occupied at least once)","1946","Peter Paul Tract","720","0.17","3","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2427645","745-68-17-36-800-000","CLOSD","10807 Poachers RUN","23832","Chesterfield","Single Family Residence","01/03/2025","$350,000","$350,000","20","Resale (occupied at least once)","1988","Hunters Landing","1,424","0.32","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2430856","769-69-41-99-200-000","CLOSD","3026 Kim DR","23224","Chesterfield","Townhouse","01/03/2025","$229,000","$234,000","4","Resale (occupied at least once)","1987","Ashley Village","1,254","0.04","2","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2429761","816-65-41-83-500-000","CLOSD","612 Green Garden CIR","23836","Chesterfield","Single Family Residence","01/03/2025","$409,999","$410,000","11","Resale (occupied at least once)","2001","Rivers Bend","2,208","0.20","3","2.0","Public Water","Sewer - Public","VA New","Individuals"
"1","2431757","747-746-3559.303","CLOSD","1505 Thistle RD Unit#203","23238","Henrico","Condominium","01/03/2025","$209,000","$205,000","2","Resale (occupied at least once)","1981","Regency Woods Condominiums","1,185","0.02","2","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429470","C004-0507-014","CLOSD","3013 Landria DR","23225","Richmond City","Single Family Residence","01/03/2025","$420,000","$407,000","22","Resale (occupied at least once)","1959","Windsorview","1,855","0.36","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429950","804-715-6915","CLOSD","2206 Bailey DR","23231","Henrico","Single Family Residence","01/03/2025","$289,000","$295,000","5","Resale (occupied at least once)","1956","Montrose Heights","1,332","0.25","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2428832","844-712-7252","CLOSD","5537 Wendy LN","23150","Henrico","Single Family Residence","01/03/2025","$234,950","$235,000","9","Resale (occupied at least once)","1962","None","1,298","1.00","2","1.0","Well","Septic - Conventional","Conventional","Individuals"
"1","2428209","768-68-57-47-000-000","CLOSD","5237 Hallmark DR","23234","Chesterfield","Single Family Residence","01/03/2025","$314,900","$315,000","9","Resale (occupied at least once)","1984","Lake Farms","1,368","0.33","4","2.0","Public Water","Sewer - Public","FHA New","Other"
"1","2426632","745-770-4859.062","CLOSD","5004 Parkcrest CT","23059","Henrico","Condominium","01/03/2025","$595,900","$589,500","12","Resale (occupied at least once)","2006","Park Commons At Twin Hickory","2,569","0.18","3","3.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2423367","740-781-2953.023","CLOSD","12013 Kelston Green CT Unit#23","23059","Henrico","Condominium","01/03/2025","$475,000","$435,000","45","Resale (occupied at least once)","1999","Kelston Green At Wyndham","1,806","","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2421685","797-711-6266.030","CLOSD","5309 Old Main ST Unit#B","23231","Henrico","Condominium","01/03/2025","$475,000","$475,000","105","Resale (occupied at least once)","2018","Village Of Rocketts Landing","2,509","1.65","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2428064","716-66-54-09-500-000","CLOSD","15512 Crows Nest CT","23832","Chesterfield","Single Family Residence","01/03/2025","$599,000","$599,900","26","Resale (occupied at least once)","2018","Harpers Mill","3,311","0.41","5","3.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430065","8716-24-6422","CLOSD","7516 Studley RD","23116","Hanover","Single Family Residence","01/03/2025","$375,000","$381,000","5","Resale (occupied at least once)","1972","Avondale","1,568","0.40","3","2.0","Community Well","Septic - Conventional","Conventional","Other"
"1","2416330","710-68-38-99-000-000","CLOSD","16821 Jaydee CT","23120","Chesterfield","Single Family Residence","01/03/2025","$629,500","$620,000","154","Resale (occupied at least once)","2005","Summer Lake","3,781","0.34","5","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2431364","763-69-28-02-100-000","CLOSD","3425 Newbys Bridge RD","23832","Chesterfield","Single Family Residence","01/03/2025","$250,000","$271,500","9","Resale (occupied at least once)","1972","Belmont Farms","2,700","0.46","5","3.0","Well","Septic - Conventional","Cash","Individuals"
"1","2431023","788-69-04-89-300-000","CLOSD","5014 Caldwell AVE","23234","Chesterfield","Single Family Residence","01/03/2025","$234,950","$250,000","2","Resale (occupied at least once)","1985","Chase J H","1,098","0.22","3","1.1","Public Water","Sewer - Public","VA New","Individuals"
"1","2430943","768-760-9151.198","CLOSD","9355 Kempton Manor CT Unit#1706","23060","Henrico","Condominium","01/03/2025","$230,000","$231,840","7","Resale (occupied at least once)","1990","Laurel Lakes Condo","1,050","22.49","2","2.0","Public Water","Sewer - Public","Conventional","Other"
"1","2430821","834-723-0214","CLOSD","449 Evanrude LN","23150","Henrico","Single Family Residence","01/03/2025","$274,900","$275,000","4","Resale (occupied at least once)","1989","Oak Hill Estates","1,200","0.45","3","2.0","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2430791","796-66-39-57-200-000","CLOSD","2311 Maywood ST","23237","Chesterfield","Single Family Residence","01/03/2025","$265,000","$265,100","3","Resale (occupied at least once)","1981","Belmeade","1,671","0.62","3","2.0","Well","Septic - Conventional","Cash","Individuals"
"1","2430470","729-67-27-32-300-000","CLOSD","6842 Sika LN","23112","Chesterfield","Single Family Residence","01/03/2025","$349,900","$358,000","2","Resale (occupied at least once)","1987","Deer Run","1,304","0.32","3","2.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2430445","800-708-4606","CLOSD","5913 Brandy LN","23231","Henrico","Single Family Residence","01/03/2025","$245,950","$262,600","6","Resale (occupied at least once)","1959","Marion Hill","1,136","0.31","3","1.1","Public Water","Sewer - Public","Conventional","Estate"
"1","2430254","800-727-6641","CLOSD","1920 Carneal ST","23223","Henrico","Single Family Residence","01/03/2025","$265,000","$265,000","0","Resale (occupied at least once)","1957","Central Gardens","1,326","0.23","3","1.0","Public Water","Sewer - Public","FHA New","Individuals"
"1","2430102","S000-2921-011","CLOSD","4006 Forest Hill AVE","23225","Richmond City","Single Family Residence","01/03/2025","$549,950","$542,500","5","Resale (occupied at least once)","1926","Forest Hill Park Terrace","1,888","0.24","3","2.1","Public Water","Sewer - Public","Cash","Corporate"
"1","2428834","728-66-36-83-700-000","CLOSD","9406 Brocket DR","23112","Chesterfield","Single Family Residence","01/03/2025","$365,000","$370,000","7","Resale (occupied at least once)","1997","Fawn Creek","1,554","0.23","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2428555","723-70-48-70-500-014","CLOSD","14000 Briars CIR Unit#402","23114","Chesterfield","Condominium","01/03/2025","$319,950","$315,000","20","Resale (occupied at least once)","2011","Westwood Village At Charter Colony","1,658","","2","2.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2428464","750-70-50-57-900-000","CLOSD","9761 Tuxford RD","23236","Chesterfield","Single Family Residence","01/03/2025","$424,999","$425,000","7","Resale (occupied at least once)","1969","Shenandoah","2,383","0.39","4","2.1","Public Water","Sewer - Public","Conventional","Other"
"1","2427652","748-773-8077","CLOSD","5208 Chappell Ridge PL","23059","Henrico","Single Family Residence","01/03/2025","$675,000","$670,000","9","Resale (occupied at least once)","2004","Chappell Ridge","2,884","0.30","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2427293","747-746-3559.332","CLOSD","1509 Thistle RD Unit#204","23238","Henrico","Condominium","01/03/2025","$165,000","$165,000","20","Resale (occupied at least once)","1981","Regency Woods Condominiums","819","0.02","1","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2426626","779-68-34-78-200-000","CLOSD","4701 Leadenhall DR","23234","Chesterfield","Townhouse","01/03/2025","$222,000","$220,000","37","Resale (occupied at least once)","1973","Berwick Village","1,094","0.05","2","1.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2424130","6726-95-4607","CLOSD","1369 Rock Castle RD","23063","Goochland","Single Family Residence","01/03/2025","$659,950","$659,950","81","New (never occupied)","2024","None","3,209","3.50","5","3.1","Well","Septic - Conventional","Conventional","Corporate"
"1","2423348","811-65-39-47-100-000","CLOSD","603 Rivers Bend CIR","23836","Chesterfield","Single Family Residence","01/03/2025","$450,000","$445,000","70","Resale (occupied at least once)","1989","Rivers Bend","2,528","0.56","4","2.1","Public Water","Septic - Conventional","Conventional","Individuals"
"1","2420612","8714-04-6584","CLOSD","7560 Cold Harbor RD","23111","Hanover","Single Family Residence","01/03/2025","$460,000","$445,000","123","Resale (occupied at least once)","2022","Battlefield Farms","2,010","0.40","3","2.1","Public Water","Septic - Conventional","FHA New","Individuals"
"1","2419111","W000-0615-058","CLOSD","1333 W Broad ST Unit#U210","23220","Richmond City","Condominium","01/03/2025","$249,950","$248,000","101","Resale (occupied at least once)","1915","Ironhouse Place Condominiums","1,087","0.03","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2418576","755698671100000","CLOSD","8749 Bethany Creek AVE","23236","Chesterfield","Single Family Residence","01/03/2025","$479,990","$472,500","481","New (never occupied)","2024","Bethany Creek Park","2,016","","4","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2416771","8724-16-2953","CLOSD","6436 Cardinal WAY","23111","Hanover","Single Family Residence","01/03/2025","$346,000","$325,000","78","Resale (occupied at least once)","1966","Brandy Creek Estates","1,568","0.41","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","BRTVAHA2000858","7880-38-7140","CLOSD","10312 Jamestown RD","23005","Hanover","Single Family Residence","01/03/2025","$279,900","$279,000","5","Resale (occupied at least once)","1969","ASHLAND","0","1.00","3","2.0","Well","","",""
"1","BRTVACF2000916","745681736800000","CLOSD","10807 Poachers Run","23832","Chesterfield","Single Family Residence","01/03/2025","$350,000","$350,000","20","Resale (occupied at least once)","1988","NONE AVAILABLE","1,424","0.32","3","3.0","Public Water","Public Sewer On Site","",""
"1","REIN10555591","857-694-3725","CLOSD","7367 Elko RD","23150","Henrico","Single Family Residence","01/03/2025","$899,900","$725,000","34","Resale (occupied at least once)","2005","ALL OTHERS AREA 150","3,625","1.95","4","3.0","Well","Septic","","Estate"
"1","2430829","793-745-9331","CLOSD","222 Knightsmanor CT","23227","Henrico","Townhouse","01/04/2025","$186,900","$188,000","17","Resale (occupied at least once)","1986","Kingsbridge","1,176","0.06","3","1.1","Public Water","Sewer - Public","Cash","Individuals"
"1","2428827","E000-1408-037","CLOSD","1208 N 36th ST","23223","Richmond City","Single Family Residence","01/06/2025","$450,000","$450,000","28","Resale (occupied at least once)","1920","Mccarthy Vineyard","1,936","0.17","3","2.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2426434","815-64-81-79-000-000","CLOSD","13624 Thornhill PL","23836","Chesterfield","Single Family Residence","01/06/2025","$390,000","$393,000","49","Resale (occupied at least once)","1993","Thornhill","1,946","0.54","4","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2409021","7717-82-5993","CLOSD","2254 Osborne Hill DR","23103","Goochland","Single Family Residence","01/06/2025","$782,950","$984,230","0","New (never occupied)","2024","Tuckahoe Bridge","4,439","0.40","5","4.0","Public Water","Sewer - Public","Cash","Corporate"
"1","2419454","S007-1484-010","CLOSD","1509 Gunn ST","23224","Richmond City","Single Family Residence","01/06/2025","$294,950","$295,000","127","Resale (occupied at least once)","1953","Southside Gardens","1,300","0.25","4","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2431436","E000-0482-005","CLOSD","2711 E Clay ST","23223","Richmond City","Single Family Residence","01/06/2025","$350,000","$345,000","11","Resale (occupied at least once)","1910","None","960","0.02","2","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429952","781-756-5960.165","CLOSD","1541 Front Royal DR","23228","Henrico","Condominium","01/06/2025","$250,000","$242,270","31","Resale (occupied at least once)","1979","Stonewall Manor Condominiums","1,253","35.71","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2408657","728707641700000","CLOSD","112 Avenda LN","23114","Chesterfield","Townhouse","01/06/2025","$443,485","$432,485","157","New (never occupied)","2024","Sycamore Place","1,792","","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2426962","030D-2-13","CLOSD","1870 Norwood Creek DR","23139","Powhatan","Single Family Residence","01/06/2025","$525,000","$522,500","35","Resale (occupied at least once)","1994","Norwood Creek","2,318","2.55","3","2.1","Well","Septic - Conventional","Conventional","Individuals"
"1","2426575","784-65-47-01-000-000","CLOSD","5109 Weatherby DR","23831","Chesterfield","Townhouse","01/06/2025","$319,750","$318,000","27","Resale (occupied at least once)","2015","Iron Mill Section 1","1,848","0.05","3","2.1","Public Water","Sewer - Public","FHA New","Individuals"
"1","2430111","W000-1207-031","CLOSD","501 N Arthur Ashe BLVD Unit#U2","23220","Richmond City","Condominium","01/06/2025","$265,000","$265,000","8","Resale (occupied at least once)","1928","Tuscan Villas Condominiums","708","0.00","2","1.0","Public Water","Sewer - Public","VHDA ","Individuals"
"1","2431231","S009-0418-041","CLOSD","4733 Caldwell AVE","23234","Richmond City","Single Family Residence","01/06/2025","$194,500","$180,000","14","Resale (occupied at least once)","1954","Jefferson Davis Park","864","0.22","3","1.0","Public Water","Sewer - Public","Cash","Individuals"
"1","2430589","811-686-5745","CLOSD","8155 Varina RD","23231","Henrico","Single Family Residence","01/06/2025","$243,950","$243,950","3","Resale (occupied at least once)","1964","Varina Gardens","1,247","1.53","3","1.1","Well","Septic - Conventional","Cash","Individuals"
"1","2430506","C001-1097-007","CLOSD","3030 Clarendon DR","23235","Richmond City","Single Family Residence","01/06/2025","$420,000","$420,000","2","Resale (occupied at least once)","1974","Wayland","2,320","0.54","5","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2430478","761-68-55-96-200-000","CLOSD","4851 Wedgemere RD","23832","Chesterfield","Single Family Residence","01/06/2025","$340,000","$340,000","4","Resale (occupied at least once)","1979","Glen Wood","1,488","0.34","3","2.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429729","824-722-5182","CLOSD","5 N Pine AVE","23075","Henrico","Single Family Residence","01/06/2025","$229,900","$229,900","28","Resale (occupied at least once)","1951","Highland Springs","1,011","0.11","3","1.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2429469","719-66-89-35-800-000","CLOSD","7719 Offshore DR","23832","Chesterfield","Single Family Residence","01/06/2025","$299,000","$291,000","17","Resale (occupied at least once)","1986","Ashbrook","1,206","0.12","3","2.0","Public Water","Sewer - Public","Conventional","Individuals"
"1","2428098","C006-0437-008","CLOSD","4242 N Kinsley AVE","23224","Richmond City","Single Family Residence","01/06/2025","$239,900","$245,000","7","Resale (occupied at least once)","1958","Mcguire Manor","1,009","0.22","3","1.0","Public Water","Sewer - Public","FHA New","Corporate"
"1","2426831","740-759-1137","CLOSD","11702 Triple Notch TER","23233","Henrico","Townhouse","01/06/2025","$549,900","$550,000","5","Resale (occupied at least once)","2012","Three Notch Place","2,544","0.07","3","3.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2426439","781-756-5960.373","CLOSD","1528 Skirmish Run DR","23228","Henrico","Townhouse","01/06/2025","$225,000","$220,000","20","Resale (occupied at least once)","1980","Stonewall Manor","1,041","","3","1.1","Public Water","Sewer - Public","Conventional","Individuals"
"1","2425368","737-67-99-54-100-012","CLOSD","4100 Maze Runner DR Unit#206","23112","Chesterfield","Condominium","01/06/2025","$299,999","$299,999","47","Resale (occupied at least once)","2021","Wescott","1,554","","2","2.0","Public Water","Sewer - Public","Conventional","Corporate"
"1","2428642","8724-28-9231","CLOSD","7857 Marshall Arch DR Unit#77","23111","Hanover","Townhouse","01/07/2025","$359,950","$368,000","34","Resale (occupied at least once)","2015","Liberty Trace","2,110","","3","3.0","Public Water","Sewer - Public","VA Assumption","Individuals"
"1","2427280","754-69-07-39-100-000","CLOSD","2831 Newquay LN","23236","Chesterfield","Single Family Residence","01/07/2025","$899,000","$900,000","30","Resale (occupied at least once)","1982","Bexley","4,441","1.01","5","3.1","Public Water","Septic - Conventional","Other","Individuals"
"1","2409281","774679285900000","CLOSD","6528 Carters Walk LN","23234","Chesterfield","Townhouse","01/07/2025","$361,235","$368,800","32","New (never occupied)","2024","Austin Woods","1,564","","3","2.1","Public Water","Sewer - Public","VA New","Corporate"
"1","2426210","700-68-95-83-600-000","CLOSD","3813 Tuckmar Pond DR","23120","Chesterfield","Single Family Residence","01/07/2025","$678,950","$671,950","62","New (never occupied)","2024","Tuckmar Farm","2,942","0.36","4","3.1","Public Water","Sewer - Public","Conventional","Corporate"
"1","2430265","754-70-38-02-600-000","CLOSD","543 Trickling Creek RD","23236","Chesterfield","Single Family Residence","01/07/2025","$350,000","$350,000","6","Resale (occupied at least once)","2001","Whitestone","1,454","0.24","3","2.1","Public Water","Sewer - Public","VA New","Individuals"
